"Line" "Gener" "ind" "bloss" "GenLine" "dam" "sire" "SEL" "GA" "logGA" "UBA" "logUBA"
"141" "Up" "F1" "UP1_47" 3 "F1Up" "51345" "51342" "UtF2" 39.12 3.66663384516662 479.01 6.17172147401972
"142" "Up" "F1" "UP1_48" 1 "F1Up" "51345" "51485" "UtF2" 37.71 3.62992531127027 445.43 6.09904010774136
"143" "Up" "F1" "UP1_48" 2 "F1Up" "51345" "51485" "UtF2" 37.66 3.62859852322901 567.17 6.34065908242279
"144" "Up" "F1" "UP1_48" 3 "F1Up" "51345" "51485" "UtF2" 26.85 3.29026582095487 402.92 5.99873803107448
"145" "Up" "F1" "UP1_49" 1 "F1Up" "51367" "51063" "no" 34.69 3.54645146098166 510.4 6.23519473203058
"146" "Up" "F1" "UP1_49" 2 "F1Up" "51367" "51063" "no" 22.52 3.11440380327149 449.42 6.10795786254379
"147" "Up" "F1" "UP1_49" 3 "F1Up" "51367" "51063" "no" 23.11 3.14026542428629 407.93 6.01109559105713
"148" "Up" "F1" "UP1_50" 1 "F1Up" "51367" "51077" "UtF2" 32.97 3.49559805708364 560.27 6.32841881039282
"149" "Up" "F1" "UP1_50" 2 "F1Up" "51367" "51077" "UtF2" 32.88 3.49286457018798 516.28 6.24664925396699
"150" "Up" "F1" "UP1_50" 3 "F1Up" "51367" "51077" "UtF2" 33.1 3.49953328238302 561.21 6.33009516702892
"151" "Up" "F1" "UP1_51" 1 "F1Up" "51367" "51342" "no" 26.72 3.28541234866844 419.51 6.03908736352541
"152" "Up" "F1" "UP1_51" 2 "F1Up" "51367" "51342" "no" 29.15 3.3724549127965 490.14 6.19469106458183
"153" "Up" "F1" "UP1_51" 3 "F1Up" "51367" "51342" "no" 23.57 3.15997471694804 472.32 6.15765672197205
"154" "Up" "F1" "UP1_52" 1 "F1Up" "51367" "51345" "no" 25.57 3.2414197893031 400.65 5.99308822822408
"155" "Up" "F1" "UP1_52" 2 "F1Up" "51367" "51345" "no" 28.09 3.33541364111615 334.8 5.81353333861532
"156" "Up" "F1" "UP1_52" 3 "F1Up" "51367" "51345" "no" 22.19 3.0996417369445 317.43 5.76025732158418
"157" "Up" "F1" "UP1_53" 1 "F1Up" "51377" "51017" "no" 24.93 3.21607189753547 360.29 5.88690926271998
"158" "Up" "F1" "UP1_53" 2 "F1Up" "51377" "51017" "no" 21.06 3.04737550670583 332.89 5.80781210507903
"159" "Up" "F1" "UP1_53" 3 "F1Up" "51377" "51017" "no" 32.4 3.47815842279828 563.95 6.33496559508593
"160" "Up" "F1" "UP1_54" 1 "F1Up" "51377" "51049" "UtF2" 39.41 3.67401959120691 584.02 6.36993522881717
"161" "Up" "F1" "UP1_54" 2 "F1Up" "51377" "51049" "UtF2" 27.85 3.32683296637329 475.06 6.16344111184695
"162" "Up" "F1" "UP1_54" 3 "F1Up" "51377" "51049" "UtF2" 33.37 3.50765729276328 460.66 6.13266024377476
"163" "Up" "F1" "UP1_55" 1 "F1Up" "51377" "51465" "no" 27.7 3.32143241319329 623.91 6.43600612719794
"164" "Up" "F1" "UP1_55" 2 "F1Up" "51377" "51465" "no" 28.95 3.365570204019 649.82 6.47669540146248
"165" "Up" "F1" "UP1_55" 3 "F1Up" "51377" "51465" "no" 26.06 3.2604015716967 524.07 6.26162526318525
"166" "Up" "F1" "UP1_56" 1 "F1Up" "51377" "51475" "no" 36.56 3.59895474658595 480.5 6.17482722841035
"167" "Up" "F1" "UP1_56" 2 "F1Up" "51377" "51475" "no" 34.57 3.54298625393353 446.78 6.10206630343578
"168" "Up" "F1" "UP1_56" 3 "F1Up" "51377" "51475" "no" 25.01 3.21927574488953 489.25 6.19287360627619
"169" "Up" "F1" "UP1_57" 1 "F1Up" "51465" "51017" "UtF2" 28.45 3.34814816057234 421.49 6.04379605236806
"170" "Up" "F1" "UP1_57" 2 "F1Up" "51465" "51017" "UtF2" 35.48 3.56896915744138 605.6 6.40621970212324
"171" "Up" "F1" "UP1_57" 3 "F1Up" "51465" "51017" "UtF2" 34.86 3.55134004009187 721.05 6.58070848300808
"172" "Up" "F1" "UP1_58" 1 "F1Up" "51465" "51049" "no" 29.93 3.39886132186461 386.93 5.95824379811631
"173" "Up" "F1" "UP1_58" 2 "F1Up" "51465" "51049" "no" 29.5 3.38439026334577 501 6.21660610108486
"174" "Up" "F1" "UP1_58" 3 "F1Up" "51465" "51049" "no" 28.88 3.36314931402463 641.39 6.4636376962426
"175" "Up" "F1" "UP1_59" 1 "F1Up" "51465" "51087" "no" 33.38 3.50795691823369 500.78 6.21616688288618
"176" "Up" "F1" "UP1_59" 2 "F1Up" "51465" "51087" "no" 22.83 3.1280754605417 521.63 6.25695852429592
"177" "Up" "F1" "UP1_59" 3 "F1Up" "51465" "51087" "no" 39.91 3.68662691906064 562.33 6.33208886617801
"178" "Up" "F1" "UP1_60" 1 "F1Up" "51465" "51475" "no" 31.08 3.43656452549945 463.27 6.13831003746613
"179" "Up" "F1" "UP1_60" 2 "F1Up" "51465" "51475" "no" 27.16 3.3017453026905 432.9 6.07050675444794
"180" "Up" "F1" "UP1_60" 3 "F1Up" "51465" "51475" "no" 36.08 3.58573869519442 581.81 6.36614393395051
"181" "Up" "F1" "UP1_61" 1 "F1Up" "51475" "51017" "UtF2" 22.54 3.11529150861163 397.35 5.98481750438619
"182" "Up" "F1" "UP1_61" 2 "F1Up" "51475" "51017" "UtF2" 41.11 3.71625140090979 591.79 6.3831518422228
"183" "Up" "F1" "UP1_61" 3 "F1Up" "51475" "51017" "UtF2" 40.26 3.69535842021165 512.17 6.23865660117933
"184" "Up" "F1" "UP1_62" 1 "F1Up" "51475" "51049" "UtF2" 36.11 3.58656983528937 602.81 6.40160205586491
"185" "Up" "F1" "UP1_62" 2 "F1Up" "51475" "51049" "UtF2" 31.02 3.43463215774839 647.01 6.472361750332
"186" "Up" "F1" "UP1_62" 3 "F1Up" "51475" "51049" "UtF2" 37.52 3.62487412413802 716.41 6.57425262877144
"187" "Up" "F1" "UP1_63" 1 "F1Up" "51475" "51087" "no" 30.27 3.41015712303363 438.31 6.08292642258772
