"ind" "Line" "Gener" "SEL" "logGA" "logBA" "logGAc" "logBAc"
"243" "Ran1_107" "Ran" "F1" "no" 3.15879248356801 6.04349212936284 -0.185180848958372 -0.0684513633328265
"244" "Ran1_108" "Ran" "F1" "no" 3.2006298233365 6.06806050984984 -0.14334350918989 -0.0438829828458287
"245" "Ran1_109" "Ran" "F1" "no" 3.02787976729943 6.04349540171363 -0.316093565226958 -0.0684480909820389
"246" "Ran1_110" "Ran" "F1" "no" 3.14441477083534 6.00300033454889 -0.199558561691044 -0.108943158146772
"247" "Ran1_111" "Ran" "F1" "no" 3.15219117739528 5.9565512432546 -0.191782155131101 -0.155392249441068
"248" "Ran1_112" "Ran" "F1" "no" 3.45108041696678 6.12788269500614 0.107107084440398 0.0159392023104781
"249" "Ran1_113" "Ran" "F1" "no" 3.31833506985667 6.19743773789881 -0.0256382626697191 0.0854942452031402
"250" "Ran1_114" "Ran" "F1" "no" 3.340629504679 6.08385478503825 -0.00334382784738319 -0.0280887076574166
"251" "Ran1_115" "Ran" "F1" "no" 3.24303525130544 6.07686167107194 -0.100938081220945 -0.035081821623721
"252" "Ran1_116" "Ran" "F1" "no" 3.37322117229817 6.16679179058956 0.0292478397717808 0.0548482978938951
"253" "Ran1_117" "Ran" "F1" "no" 3.22503776278821 5.99188615109665 -0.118935569738177 -0.120057341599014
"254" "Ran1_118" "Ran" "F1" "no" 3.32149410273251 6.22134284401672 -0.0224792297938783 0.109399351321055
"255" "Ran1_119" "Ran" "F1" "no" 3.20075077529325 5.68718214687869 -0.143222557233133 -0.424761345816975
"256" "Ran1_120" "Ran" "F1" "no" 3.48613674333591 6.16289228178123 0.142163410809522 0.0509487890855675
"257" "Ran1_121" "Ran" "F1" "no" 3.41256238384293 6.19495280929546 0.0685890513165464 0.0830093165997985
"258" "Ran1_122" "Ran" "F1" "no" 3.35068209613959 6.20441814265954 0.0067087636132066 0.092474649963874
"259" "Ran1_123" "Ran" "F1" "no" 3.21149139805187 6.16065121186958 -0.132481934474515 0.0487077191739109
"260" "Ran1_124" "Ran" "F1" "no" 3.24864847008757 5.90746862096874 -0.0953248624388152 -0.204474871726928
"261" "Ran1_125" "Ran" "F1" "no" 3.13851858242142 5.93413952665055 -0.205454750104969 -0.17780396604512
"262" "Ran1_126" "Ran" "F1" "no" 3.38827105574092 6.29753268998334 0.0442977232145347 0.185589197287676
"263" "Ran1_127" "Ran" "F1" "no" 3.27690616015185 6.15718560733045 -0.0670671723745389 0.045242114634787
"264" "Ran1_128" "Ran" "F1" "no" 3.3002384839209 6.14917897862311 -0.0437348486054825 0.0372354859274484
"265" "Ran1_129" "Ran" "F1" "no" 3.39893811270877 6.24240390259904 0.0549647801823827 0.130460409903373
"266" "Ran1_130" "Ran" "F1" "no" 3.37087032091217 6.17371031200147 0.0268969883857886 0.0617668193058005
"267" "Ran1_131" "Ran" "F1" "no" 3.26295507203441 6.03649135468996 -0.0810182604919789 -0.0754521380057094
"268" "Ran1_132" "Ran" "F1" "no" 3.21591576372965 5.99139290097095 -0.128057568796734 -0.120550591724719
"269" "Ran1_133" "Ran" "F1" "no" 3.23794613342963 6.05469464183358 -0.106027199096755 -0.0572488508620861
"270" "Ran1_134" "Ran" "F1" "no" 3.24657784742903 5.91660080871871 -0.0973954850973557 -0.195342683976953
"271" "Ran1_135" "Ran" "F1" "no" 3.28009966879516 5.93975727044714 -0.0638736637312252 -0.172186222248526
"272" "Ran1_136" "Ran" "F1" "no" 3.47513661332124 5.98698368239606 0.131163280794851 -0.124959810299608
"273" "Ran1_137" "Ran" "F1" "no" 3.33248655083693 6.32843498096226 -0.0114867816894519 0.216491488266591
"274" "Ran1_138" "Ran" "F1" "no" 3.29727602608971 6.15984308082587 -0.0466973064366796 0.0478995881301998
"275" "Ran1_139" "Ran" "F1" "no" 3.42608111451142 6.09193022744746 0.082107781985036 -0.0200132652482052
"276" "Ran1_140" "Ran" "F1" "no" 3.31547317900969 6.22188926489428 -0.0285001535166916 0.109945772198618
"277" "Ran1_141" "Ran" "F1" "no" 3.43847603397127 6.161758651911 0.0945027014448812 0.0498151592153313
"278" "Ran1_142" "Ran" "F1" "no" 3.13271197657279 5.80999095443357 -0.211261355953594 -0.301952538262092
"279" "51D2001" "Down" "F2" "no" 3.27902445113797 6.10290574415458 -0.0649488813884136 -0.00903774854108352
"280" "51D2002" "Down" "F2" "no" 3.26307004865847 6.18144097661275 -0.0809032838679178 0.0694974839170861
"281" "51D2003" "Down" "F2" "DtF3" 2.97934333492273 5.90781992392105 -0.364629997603657 -0.204123568774615
"282" "51D2004" "Down" "F2" "no" 3.0716414166455 6.15725661374758 -0.272331915880885 0.0453131210519144
"283" "51D2006" "Down" "F2" "no" 3.02028224597486 6.50202948226195 -0.323691086551529 0.39008598956628
"284" "51D2007" "Down" "F2" "no" 3.23104427878037 6.16208879203376 -0.112929053746011 0.0501452993380909
"285" "51D2008" "Down" "F2" "no" 3.33080291337532 6.35088491972195 -0.0131704191510611 0.238941427026286
"286" "51D2009" "Down" "F2" "no" 3.28247908119332 6.11756634845612 -0.0614942513330683 0.00562285576045429
"287" "51D2010" "Down" "F2" "no" 3.02064529661248 6.15048022758885 -0.323328035913909 0.0385367348931869
"288" "51D2011" "Down" "F2" "no" 3.13579769566556 6.27704973049337 -0.20817563686082 0.1651062377977
"289" "51D2012" "Down" "F2" "no" 3.04110340360338 6.09297036102391 -0.302869928923008 -0.0189731316717578
"290" "51D2013" "Down" "F2" "no" 3.32651465820927 6.26915839729857 -0.0174586743171181 0.157214904602902
"291" "51D2014" "Down" "F2" "DtF3" 2.80009760034522 5.83431533937019 -0.543875732181167 -0.277628153325471
"292" "51D2015" "Down" "F2" "no" 3.24374672508087 5.93109171810499 -0.100226607445514 -0.180851774590671
"293" "51D2016" "Down" "F2" "no" 3.19399535423024 6.18386593466167 -0.149977978296143 0.0719224419660032
"294" "51D2017" "Down" "F2" "no" 3.32864396475115 6.26605601409839 -0.0153293677752346 0.154112521402721
"295" "51D2018" "Down" "F2" "no" 3.0855962718348 5.97253831316009 -0.258377060691585 -0.139405179535575
"296" "51D2019" "Down" "F2" "DtF3" 2.75806335856332 5.99138916789803 -0.585909973963065 -0.120554324797632
"297" "51D2020" "Down" "F2" "DtF3" 2.9815707680976 5.98224327829838 -0.362402564428781 -0.12970021439729
"298" "51D2021" "Down" "F2" "DtF3" 2.96770848885549 6.07087402729366 -0.3762648436709 -0.041069465402007
"299" "51D2022" "Down" "F2" "no" 3.1038738033162 6.04252856286528 -0.240099529210188 -0.0694149298303879
"300" "51D2025" "Down" "F2" "no" 3.27043553397772 6.13996669224849 -0.0735377985486632 0.0280231995528277
"301" "51D2026" "Down" "F2" "no" 3.18755973033284 6.19952458297719 -0.156413602193549 0.0875810902815202
"302" "51D2027" "Down" "F2" "DtF3" 2.97892673524086 6.0270530716996 -0.365046597285526 -0.0848904209960608
"303" "51D2028" "Down" "F2" "no" 3.16047951206612 6.10972653999139 -0.183493820460266 -0.00221695270427791
"304" "51D2029" "Down" "F2" "no" 3.28732794314725 6.19514721360981 -0.056645389379137 0.083203720914149
"305" "51D2030" "Down" "F2" "no" 3.01472055458944 6.07672281104085 -0.329252777936947 -0.0352206816548204
"306" "51D2031" "Down" "F2" "no" 3.12200080703642 5.86729968599513 -0.221972525489969 -0.244643806700537
"307" "51D2032" "Down" "F2" "no" 3.00062659801105 6.19094568191907 -0.343346734515334 0.0790021892234041
"308" "51D2033" "Down" "F2" "DtF3" 2.90370173911989 5.86017215021683 -0.440271593406493 -0.251771342478831
"309" "51D2034" "Down" "F2" "no" 3.09207189783677 6.01119439175873 -0.251901434689612 -0.100749100936931
"310" "51D2035" "Down" "F2" "no" 3.05610882017669 5.94490207828482 -0.287864512349691 -0.167041414410841
"311" "51D2036" "Down" "F2" "DtF3" 2.73729910625251 6.05059137209877 -0.606674226273871 -0.0613521205968972
"312" "51D2037" "Down" "F2" "DtF3" 2.99486279947823 6.00424956993632 -0.349110533048159 -0.107693922759346
"313" "51D2038" "Down" "F2" "no" 3.20893967827385 6.07565970541655 -0.135033654252532 -0.0362837872791131
"314" "51D2039" "Down" "F2" "no" 3.05651556578914 5.88746338715339 -0.287457766737247 -0.224480105542272
"315" "51D2040" "Down" "F2" "no" 2.94429552263177 6.22892960269896 -0.399677809894619 0.116986110003296
"316" "51D2041" "Down" "F2" "no" 3.0491397180461 6.10385672463165 -0.294833614480289 -0.00808676806401554
"317" "51D2042" "Down" "F2" "DtF3" 2.79987482826325 6.00024678786936 -0.544098504263137 -0.111696704826308
"318" "51D2043" "Down" "F2" "no" 3.23459531955147 5.88027591080942 -0.10937801297491 -0.231667581886246
"319" "51D2044" "Down" "F2" "no" 3.18414054556326 6.19072293000527 -0.159832786963128 0.0787794373096
"320" "51D2045" "Down" "F2" "DtF3" 2.85311979515179 6.20136272428687 -0.490853537374591 0.089419231591207
"321" "51D2046" "Down" "F2" "no" 3.30739256777285 6.20671364519076 -0.036580764753539 0.0947701524950944
"322" "51D2047" "Down" "F2" "no" 3.43154374629915 6.23018331800019 0.0875704137727662 0.118239825304528
"323" "51D2048" "Down" "F2" "no" 3.21313837533004 5.98374297153769 -0.130834957196344 -0.12820052115798
"324" "51D2049" "Down" "F2" "DtF3" 2.96991259399021 5.99455855090946 -0.374060738536171 -0.117384941786201
"325" "51D2050B" "Down" "F2" "no" 3.29196795363793 5.96238240646778 -0.0520053788884525 -0.149561086227881
"326" "51D2052A" "Down" "F2" "no" 3.1537953346745 6.11435603543933 -0.190177997851883 0.00241254274366565
"327" "51D2053B" "Down" "F2" "DtF3" 2.98991929716053 5.90403480454898 -0.35405403536586 -0.207908688146681
"328" "51D2054" "Down" "F2" "DtF3" 2.92289256117479 6.2169616953194 -0.421080771351598 0.105018202623736
"329" "51D2055" "Down" "F2" "no" 3.18075117726075 6.01042495442904 -0.163222155265636 -0.101518538266625
"330" "51D2056A" "Down" "F2" "no" 3.2933649016617 6.09537427093818 -0.0506084308646884 -0.0165692217574831
"331" "51D2057" "Down" "F2" "no" 2.98857638677076 5.96153702097897 -0.355396945755626 -0.150406471716701
"332" "51D2058" "Down" "F2" "DtF3" 2.94205273028738 6.17440644478424 -0.40192060223901 0.0624629520885787
"333" "51D2059" "Down" "F2" "DtF3" 2.87818822832619 5.77242635468582 -0.465785104200196 -0.339517138009843
"334" "51D2060A" "Down" "F2" "no" 3.26063835599301 6.07037876431989 -0.0833349765333722 -0.0415647283757776
"335" "51D2061" "Down" "F2" "no" 3.25291480753991 6.20738489576746 -0.0910585249864706 0.0954414030717983
"336" "51D2062" "Down" "F2" "no" 3.13505829053134 5.94930090004622 -0.208915041995049 -0.162642592649442
"337" "51U2001" "Up" "F2" "no" 3.36435877969973 6.0039241255354 0.0203854471733442 -0.108019367160266
"338" "51U2002" "Up" "F2" "no" 3.33683762884152 6.15223345550432 -0.00713570368486627 0.0402899628086555
"339" "51U2003" "Up" "F2" "UtF3" 3.44146578892173 5.94808204023301 0.097492456395341 -0.163861452462654
"340" "51U2004" "Up" "F2" "no" 3.11916879429881 5.93025988345136 -0.224804538227579 -0.181683609244303
"341" "51U2005" "Up" "F2" "no" 3.4112315832394 6.13341123899708 0.0672582507130124 0.0214677463014121
"342" "51U2006" "Up" "F2" "no" 3.09378626355221 5.96864913116514 -0.250187068974174 -0.143294361530521
"343" "51U2007" "Up" "F2" "UtF3" 3.47048828362396 6.42094130586439 0.126514951097578 0.308997813168729
"344" "51U2008" "Up" "F2" "no" 3.2791475460882 6.02705422584467 -0.0648257864381869 -0.0848892668509986
"345" "51U2009" "Up" "F2" "no" 3.19043727887884 6.07358514726746 -0.153536053647545 -0.0383583454282048
"346" "51U2010" "Up" "F2" "no" 3.11853458454835 6.16575369935086 -0.225438747978039 0.0538102066551946
"347" "51U2011" "Up" "F2" "no" 3.39011201720814 6.55210666688325 0.0461386846817513 0.44016317418758
"348" "51U2012" "Up" "F2" "no" 3.40124029389985 6.17365781797824 0.0572669613734615 0.0617143252825718
"349" "51U2013" "Up" "F2" "no" 3.301193868571 5.97631196742218 -0.0427794639553887 -0.135631525273491
"350" "51U2014" "Up" "F2" "no" 3.12698674338914 6.01117744048027 -0.21698658913725 -0.100766052215393
"351" "51U2015" "Up" "F2" "no" 3.18442632928613 6.13591005722856 -0.159547003240256 0.0239665645328895
"352" "51U2016" "Up" "F2" "no" 3.20862977286421 5.99916045375976 -0.135343559662176 -0.11278303893591
"353" "51U2017" "Up" "F2" "no" 3.19193278448968 6.44095612754797 -0.152040548036704 0.329012634852305
"354" "51U2018" "Up" "F2" "no" 3.38642669322366 6.37013201676201 0.0424533606972766 0.258188524066339
"355" "51U2019" "Up" "F2" "no" 3.34854396063428 6.36680294270015 0.0045706281078961 0.254859450004482
"356" "51U2020" "Up" "F2" "no" 3.14243781700752 6.31261102384322 -0.201535515518863 0.200667531147558
"357" "51U2021" "Up" "F2" "UtF3" 3.46867308834382 6.19875264567881 0.124699755817435 0.0868091529831405
"358" "51U2022" "Up" "F2" "UtF3" 3.44590813910813 6.18015505897255 0.101934806581744 0.0682115662768794
"359" "51U2023" "Up" "F2" "no" 3.17994549732695 5.81434537489661 -0.164027835199437 -0.29759811779906
"360" "51U2024" "Up" "F2" "UtF3" 3.47075878312593 6.40467860135691 0.126785450599546 0.292735108661242
"361" "51U2025" "Up" "F2" "no" 3.34833559873779 6.43705918438481 0.0043622662114049 0.325115691689141
"362" "51U2026" "Up" "F2" "UtF3" 3.60091861232894 6.3933642775834 0.256945279802558 0.281420784887733
"363" "51U2027" "Up" "F2" "UtF3" 3.43742976228137 6.18413393043782 0.0934564297549842 0.0721904377421545
"364" "51U2028" "Up" "F2" "UtF3" 3.50171952514223 6.4965186257612 0.157746192615846 0.38457513306553
"365" "51U2029" "Up" "F2" "no" 3.27249845848011 6.24927181823386 -0.0714748740462734 0.137328325538193
"366" "51U2030" "Up" "F2" "no" 3.37937606393364 6.12118384442569 0.035402731407256 0.00924035173002657
"367" "51U2031" "Up" "F2" "no" 3.24078587715407 6.03737944958051 -0.10318745537231 -0.07456404311516
"368" "51U2032" "Up" "F2" "no" 3.39311932965183 6.14683232891593 0.0491459971254451 0.034888836220266
"369" "51U2033" "Up" "F2" "UtF3" 3.50068139090119 6.06226562302448 0.156708058374808 -0.0496778696711893
"370" "51U2034" "Up" "F2" "no" 3.21194452928008 6.17043767523009 -0.132028803246302 0.0584941825344272
"371" "51U2035" "Up" "F2" "UtF3" 3.68460772447575 6.38958828730932 0.340634391949369 0.277644794613657
"372" "51U2037" "Up" "F2" "no" 3.41039940317123 6.07521551641338 0.0664260706448414 -0.0367279762822905
"373" "51U2038" "Up" "F2" "no" 3.29033054411984 6.11479049260357 -0.053642788406544 0.00284699990790127
"374" "51U2039" "Up" "F2" "no" 3.36313167319842 6.30465470522938 0.0191583406720319 0.192711212533719
"375" "51U2040" "Up" "F2" "no" 3.33166407975479 6.25891301071541 -0.0123092527715989 0.146969518019747
"376" "51U2041" "Up" "F2" "UtF3" 3.4487404609075 6.27261264567246 0.104767128381117 0.160669152976796
"377" "51U2042" "Up" "F2" "no" 3.07878610412352 6.07745529874221 -0.265187228402863 -0.0344881939534547
"378" "51U2043" "Up" "F2" "no" 3.32770064847302 6.16267089401401 -0.0162726840533667 0.0507274013183485
"379" "51U2044" "Up" "F2" "no" 3.39910482780499 6.20975836100124 0.0551314952786064 0.0978148683055746
"380" "51U2045" "Up" "F2" "UtF3" 3.4265851277296 6.09714897009354 0.0826117952032104 -0.0147945226021289
"381" "51U2046" "Up" "F2" "no" 3.31640579861327 6.14980233862641 -0.0275675339131176 0.0378588459307423
"382" "51U2047" "Up" "F2" "no" 3.32585686656331 5.87876011454041 -0.0181164659630721 -0.233183378155259
"383" "51U2048" "Up" "F2" "UtF3" 3.42733511176336 6.18487365041908 0.0833617792369745 0.0729301577234169
"384" "51U2049" "Up" "F2" "no" 3.23266138165875 6.25208943418156 -0.111311950867637 0.140145941485897
"385" "51U2050" "Up" "F2" "no" 3.21662516699923 6.22509956541695 -0.12734816552716 0.113156072721282
"386" "51U2051" "Up" "F2" "no" 3.36300501604846 6.07031558387122 0.0190316835220719 -0.0416279088244478
"387" "51U2052" "Up" "F2" "UtF3" 3.52924305095695 6.49983423188544 0.185269718430568 0.387890739189777
"388" "51U2053" "Up" "F2" "UtF3" 3.46076056820407 6.32959287471666 0.116787235677684 0.217649382020999
"389" "51U2054" "Up" "F2" "no" 3.24709601567236 5.9524710427498 -0.0968773168540249 -0.159472449945868
"390" "51U2055" "Up" "F2" "no" 3.4182839740646 5.98166606114459 0.074310641538216 -0.130277431551075
"391" "51U2056" "Up" "F2" "UtF3" 3.67318835716016 6.38079573752988 0.329215024633776 0.268852244834216
"392" "51U2057" "Up" "F2" "no" 3.41386878549805 6.43061674634829 0.069895452971668 0.318673253652623
"393" "51U2058" "Up" "F2" "no" 3.37420929254067 6.01453457916635 0.0302359600142896 -0.0974089135293177
"394" "51U2059" "Up" "F2" "no" 3.11659160111139 6.53649704530328 -0.227381731414999 0.424553552607615
"395" "51U2060" "Up" "F2" "no" 3.35387046181862 6.23931932244488 0.00989712929223252 0.12737582974921
"396" "51U2061" "Up" "F2" "no" 3.35429226056234 6.1320070492304 0.0103189280359568 0.0200635565347351
"397" "51U2062" "Up" "F2" "no" 3.14334760801789 5.80363654608747 -0.200625724508492 -0.308306946608192
"398" "51U2063A" "Up" "F2" "no" 3.28147283140108 6.22562954701873 -0.0625005011253075 0.113686054323066
"399" "51U2064" "Up" "F2" "no" 3.35165651144194 6.2722469911888 0.00768317891555359 0.160303498493134
"400" "51RAN2001" "Ran" "F2" "no" 3.45164189839479 6.30190859129105 0.107668565868404 0.189965098595384
"401" "51RAN2002" "Ran" "F2" "no" 3.04697218321442 6.09295376979604 -0.297001149311968 -0.0189897228996259
"402" "51RAN2003" "Ran" "F2" "no" 3.1736585264686 6.08469968947891 -0.17031480605779 -0.0272438032167521
"403" "51RAN2004" "Ran" "F2" "no" 3.05380276411908 5.98353373347534 -0.290170568407309 -0.128409759220328
"404" "51RAN2005" "Ran" "F2" "no" 3.25556502220266 6.18132963987863 -0.0884083103237239 0.0693861471829678
"405" "51RAN2006" "Ran" "F2" "no" 3.33635280536976 6.17778934770687 -0.00762052715662476 0.0658458550112027
"406" "51RAN2010" "Ran" "F2" "no" 3.40073818414343 6.20927807088099 0.0567648516170491 0.0973345781853245
"407" "51RAN2011B" "Ran" "F2" "no" 3.31804005944341 6.19071326123983 -0.0259332730829729 0.0787697685441637
"408" "51RAN2012" "Ran" "F2" "no" 3.06208324770325 5.97736692004103 -0.281890084823137 -0.134576572654639
"409" "51RAN2012B" "Ran" "F2" "no" 3.31072716839163 6.22837325885176 -0.0332461641347557 0.116429766156091
"410" "51RAN2013" "Ran" "F2" "no" 3.03447013529362 5.81649962187943 -0.309503197232764 -0.295443870816237
"411" "51RAN2014" "Ran" "F2" "no" 3.25432860409933 6.26979326870608 -0.0896447284270518 0.157849776010414
"412" "51RAN2015" "Ran" "F2" "no" 3.43763574774387 5.97322406673507 0.0936624152174828 -0.138719425960595
"413" "51RAN2016" "Ran" "F2" "no" 3.18329227692799 6.29158250397695 -0.160681055598395 0.179639011281285
"414" "51RAN2017" "Ran" "F2" "no" 3.40012805757302 6.20128508001427 0.0561547250466323 0.089341587318609
"415" "51RAN2018" "Ran" "F2" "no" 3.23717175334597 6.37267483066743 -0.10680157918042 0.26073133797176
"416" "51RAN2019B" "Ran" "F2" "no" 3.02988859970083 6.04042609954982 -0.314084732825552 -0.0715173931458493
"417" "51RAN2020" "Ran" "F2" "no" 3.20803801207997 6.11547779648525 -0.135935320446416 0.00353430378957942
"418" "51RAN2021" "Ran" "F2" "no" 3.54289014273781 6.38352960304939 0.198916810211429 0.271586110353728
"419" "51RAN2022" "Ran" "F2" "no" 3.31372489383464 6.04466772090508 -0.030248438691741 -0.0672757717905856
"420" "51RAN2025" "Ran" "F2" "no" 3.31729868548466 5.98962652971312 -0.0266746470417254 -0.12231696298255
"421" "51RAN2026" "Ran" "F2" "no" 3.15423934853604 6.02664500208904 -0.189733983990349 -0.0852984906066254
"422" "51RAN2027" "Ran" "F2" "no" 3.51970719443544 6.13370932469932 0.17573386190905 0.0217658320036556
"423" "51RAN2028A" "Ran" "F2" "no" 3.604529099327 6.17319016885296 0.260555766800618 0.0612466761572943
"424" "51RAN2029" "Ran" "F2" "no" 3.32556068276815 6.17365968682058 -0.0184126497582349 0.0617161941249158
"425" "51RAN2030" "Ran" "F2" "no" 3.43997750380921 6.10827443116925 0.0960041712828219 -0.00366906152641278
"426" "51RAN2031" "Ran" "F2" "no" 3.38586599683619 6.05615955584134 0.041892664309803 -0.0557839368543283
"427" "51RAN2032" "Ran" "F2" "no" 3.37698598578139 6.23443151610994 0.0330126532550019 0.122488023414279
"428" "51RAN2033" "Ran" "F2" "no" 3.29513908999465 5.90921524183847 -0.048834242531735 -0.202728250857194
"429" "51RAN2035" "Ran" "F2" "no" 3.46289429973225 6.19843618137639 0.118920967205863 0.0864926886807194
"430" "51RAN2036" "Ran" "F2" "no" 3.2874955196178 6.105315215265 -0.0564778129085819 -0.00662827743066252
"431" "51RAN2038" "Ran" "F2" "no" 3.18033932498218 6.11284413614906 -0.163634007544209 0.000900643453390693
"432" "51RAN2039" "Ran" "F2" "no" 3.28223945121995 5.9426588206141 -0.0617338813064339 -0.169284672081569
"433" "51RAN2040" "Ran" "F2" "no" 3.37998592092822 6.08192733091941 0.0360125884018374 -0.0300161617762562
"434" "51RAN2042" "Ran" "F2" "no" 3.38160105809187 6.12694036573786 0.0376277255654833 0.0149968730421923
"435" "51RAN2043" "Ran" "F2" "no" 3.18341555278348 6.17809948016687 -0.160557779742907 0.0661559874712054
"436" "51RAN2044B" "Ran" "F2" "no" 3.21315845143712 6.28107737846153 -0.13081488108926 0.169133885765865
"437" "51RAN2045C" "Ran" "F2" "no" 3.38318828468698 6.3707862699986 0.0392149521605942 0.258842777302937
"438" "51RAN2046A" "Ran" "F2" "no" 3.20751732595677 6.1024289894583 -0.136456006569611 -0.00951450323736314
"439" "51RAN2047" "Ran" "F2" "no" 3.04749297644167 6.13975045219737 -0.296480356084712 0.0278069595017048
"440" "51RAN2048A" "Ran" "F2" "no" 3.34253768508457 6.1172532539913 -0.00143564744182001 0.0053097612956341
"441" "51RAN2048A" "Ran" "F2" "no" 3.56953269648137 6.31371107646521 0.225559363954985 0.201767583769547
"442" "51RAN2048B" "Ran" "F2" "no" 3.49689749202573 6.14268969630249 0.152924159499349 0.0307462036068245
"443" "51RAN2048B" "Ran" "F2" "no" 3.53950899745967 6.35709675471442 0.195535664933283 0.245153262018757
"444" "51RAN2049" "Ran" "F2" "no" 3.37582569023981 6.1833314346954 0.0318523577134284 0.0713879419997356
"445" "51RAN2050A" "Ran" "F2" "no" 3.46845031547612 6.13798135665475 0.124476982949732 0.0260378639590844
"446" "51RAN2051" "Ran" "F2" "no" 3.34916003629428 6.28375845865436 0.00518670376788988 0.171814965958693
"447" "51RAN2052" "Ran" "F2" "no" 3.58793655569389 6.31017121151773 0.243963223167504 0.198227718822069
"448" "51RAN2053" "Ran" "F2" "no" 2.99634889553481 6.10904491790012 -0.347624436991572 -0.00289857479554723
"449" "51RAN2054" "Ran" "F2" "no" 3.255531975778 6.25837420202422 -0.0884413567483811 0.146430709328551
"450" "51RAN2054B" "Ran" "F2" "no" 3.37604134961771 6.21025553457681 0.0320680170913281 0.0983120418811492
"451" "51RAN2055A" "Ran" "F2" "no" 3.39590439430614 6.08329833440064 0.0519310617797561 -0.0286451582950287
"452" "51RAN2056B" "Ran" "F2" "no" 3.41258198710165 6.23012137531116 0.0686086545752631 0.118177882615489
"453" "51RAN2057" "Ran" "F2" "no" 3.33681886652487 6.24391848435871 -0.0071544660015137 0.131974991663047
"454" "51RAN2058" "Ran" "F2" "no" 3.11893461558347 6.04793122712313 -0.225038716942914 -0.0640122655725346
"455" "51RAN2059" "Ran" "F2" "no" 3.23198193915116 6.17084749368735 -0.111991393375222 0.0589040009916868
"456" "51RAN2060" "Ran" "F2" "no" 3.07958053172038 6.02582952369468 -0.264392800806001 -0.0861139690009836
"457" "51RAN2061A" "Ran" "F2" "no" 3.17313768252526 6.16894011931524 -0.170835650001127 0.0569966266195774
"458" "51RAN2062B" "Ran" "F2" "no" 3.39798478966221 6.23492317846496 0.0540114571358297 0.122979685769298
"459" "51RAN2063" "Ran" "F2" "no" 3.42213040671229 6.26939552084653 0.0781570741859059 0.157452028150866
"460" "51RAN2064" "Ran" "F2" "no" 3.5051527829138 6.37233410631745 0.161179450387414 0.26039061362178
"461" "51UP3001A" "Up" "F3" "no" 3.30508770154314 6.04578296327311 -0.0388856309832488 -0.066160529422552
"462" "51UP3002A" "Up" "F3" "no" 3.26518122651634 6.07448064353479 -0.0787921060100487 -0.0374628491608782
"463" "51UP3003A" "Up" "F3" "UtF4" 3.38629030648236 6.07002562440175 0.042316973955975 -0.0419178682939174
"464" "51UP3004A" "Up" "F3" "UtF4" 3.37271693876009 6.25863636578518 0.0287436062337085 0.146692873089513
"465" "51UP3005A" "Up" "F3" "UtF4" 3.35763788625375 6.16610787237434 0.0136645537273616 0.0541643796786762
"466" "51UP3006A" "Up" "F3" "no" 2.97552234694408 6.11124137564379 -0.368450985582307 -0.000702117051871731
"467" "51UP3007A" "Up" "F3" "no" 3.18380873142272 6.09735938762209 -0.160164601103665 -0.0145841050735758
"468" "51UP3008B" "Up" "F3" "no" 3.09193845216501 6.00300015477186 -0.25203488036138 -0.108943337923805
"469" "51UP3010B" "Up" "F3" "no" 3.30932612513416 5.94996056814752 -0.0346472073922288 -0.161982924548144
"470" "51UP3011A" "Up" "F3" "UtF4" 3.40382630542039 6.11155915566913 0.0598529728940003 -0.000384337026533288
"471" "51UP3012A" "Up" "F3" "UtF4" 3.37570984786953 6.25963780115666 0.0317365153431481 0.147694308460994
"472" "51UP3013B" "Up" "F3" "UtF4" 3.46547450109521 6.09357302428716 0.121501168568826 -0.018370468408504
"473" "51UP3014A" "Up" "F3" "no" 3.06231671828018 6.02154379076163 -0.281656614246206 -0.090399701934035
"474" "51UP3015A" "Up" "F3" "no" 3.14176601008749 6.012515996597 -0.202207322438892 -0.099427496098663
"475" "51UP3016B" "Up" "F3" "UtF4" 3.325060600033 6.07346810554839 -0.0189127324933889 -0.0384753871472796
"476" "51UP3017B" "Up" "F3" "no" 3.02895365424889 5.77452729197626 -0.315019678277498 -0.337416200719406
"477" "51UP3018A" "Up" "F3" "no" 3.19032092648623 6.07499966176171 -0.153652406040151 -0.036943830933958
"478" "51UP3019A" "Up" "F3" "no" 3.29057263511899 6.02259954221481 -0.0534006974073984 -0.0893439504808526
"479" "51UP3020A" "Up" "F3" "no" 3.07693624633035 5.92972242500499 -0.267037086196038 -0.18222106769068
"480" "51UP3021B" "Up" "F3" "no" 3.13735085358346 6.01697622673975 -0.206622478942923 -0.0949672659559173
"481" "51UP3022A" "Up" "F3" "no" 3.23030985530497 6.24586432846715 -0.113663477221416 0.133920835771481
"482" "51UP3023A" "Up" "F3" "UtF4" 3.36125821568259 6.33511943948081 0.0172848831562034 0.223175946785142
"483" "51UP3024A" "Up" "F3" "no" 3.1551863894276 6.13416964086012 -0.188786943098784 0.0222261481644521
"484" "51UP3025A" "Up" "F3" "no" 3.2449248876115 6.02947913619286 -0.0990484449148892 -0.0824643565028031
"485" "51UP3026A" "Up" "F3" "no" 3.29098964844972 6.33762966084963 -0.0529836840766689 0.225686168153963
"486" "51UP3027A" "Up" "F3" "no" 3.21175300511463 6.2055764587885 -0.132220327411758 0.0936329660928346
"487" "51UP3028A" "Up" "F3" "UtF4" 3.42729305417523 6.32483945847788 0.0833197216488442 0.212895965782211
