"ind" "Line" "Gener" "SEL" "logGA" "logBA" "logGAc" "logBAc"
"92" "Down1_24" "Down" "F1" "no" 3.35219350472556 6.22704224533666 0.0082201721991737 0.115098752640999
"93" "Down1_25" "Down" "F1" "no" 3.35371817754711 6.16672372830634 0.00974484502072714 0.054780235610675
"94" "Down1_26" "Down" "F1" "no" 3.2473270064053 5.99702652486884 -0.0966463261210899 -0.114916967826827
"95" "Down1_27" "Down" "F1" "no" 3.31807092426671 6.05152535215269 -0.0259024082596775 -0.0604181405429793
"96" "Down1_28" "Down" "F1" "no" 3.17330599555553 6.24307503822806 -0.170667336970858 0.131131545532397
"97" "Down1_29" "Down" "F1" "no" 3.31228976606758 6.10830015826775 -0.0316835664588058 -0.00364333442791231
"98" "Down1_30" "Down" "F1" "DtF2" 3.00950575191336 6.04129095224162 -0.334467580613021 -0.070652540454045
"99" "Down1_31" "Down" "F1" "no" 3.19735616259947 6.20391388657384 -0.146617169926915 0.0919703938781762
"100" "Down1_32" "Down" "F1" "DtF2" 3.06019561408216 5.97160863764542 -0.283777718444228 -0.140334855050246
"101" "Down1_33" "Down" "F1" "DtF2" 3.15400768935717 6.00445559191999 -0.189965643169216 -0.107487900775681
"102" "Down1_34" "Down" "F1" "no" 3.19421354873561 5.98527186514716 -0.149759783790774 -0.126671627548501
"103" "Down1_35" "Down" "F1" "no" 3.29527854815613 6.30478232729484 -0.0486947843702525 0.192838834599177
"104" "Down1_36" "Down" "F1" "DtF2" 2.9513187525808 6.02255326916228 -0.392654579945588 -0.0893902235333837
"105" "Down1_37" "Down" "F1" "no" 3.25742358699441 6.01994272468662 -0.0865497455319781 -0.0920007680090418
"106" "Down1_38" "Down" "F1" "DtF2" 3.14276220402548 5.81282493839376 -0.201211128500909 -0.299118554301908
"107" "Down1_39" "Down" "F1" "no" 3.14765175314797 6.02544901306173 -0.196321579378414 -0.086494479633938
"108" "Down1_40" "Down" "F1" "no" 3.17208264706912 6.38293723495744 -0.171890685457264 0.270993742261774
"109" "Down1_41" "Down" "F1" "no" 3.2345818065347 6.15579672782081 -0.109391525991686 0.0438532351251411
"110" "Down1_42" "Down" "F1" "DtF2" 3.12561668851052 5.99012188441099 -0.218356644015869 -0.121821608284675
"111" "Down1_43" "Down" "F1" "DtF2" 3.14441927423053 6.19197780404895 -0.199554058295859 0.0800343113532884
"112" "Down1_44" "Down" "F1" "no" 3.31437190534521 6.55761300134914 -0.0296014271811762 0.445669508653477
"113" "Down1_45" "Down" "F1" "no" 3.46759247472939 6.15264009163318 0.123619142203007 0.0406965989375143
"114" "Down1_46" "Down" "F1" "no" 3.40907364471317 6.05912563133196 0.0651003121867855 -0.0528178613637103
"115" "Down1_47" "Down" "F1" "no" 3.4643467188968 6.26010144847476 0.120373386370418 0.148157955779098
"116" "Down1_48" "Down" "F1" "no" 3.23064251077689 6.15415576550177 -0.113330821749496 0.0422122728061067
"117" "Down1_49" "Down" "F1" "no" 3.22265181887165 6.25759539941162 -0.121321513654738 0.145651906715955
"118" "Down1_50" "Down" "F1" "no" 3.39355429916786 6.19845921672028 0.0495809666414777 0.0865157240246095
"119" "Down1_51" "Down" "F1" "no" 3.38490478399258 6.27487037404494 0.0409314514661947 0.162926881349271
"120" "Down1_52" "Down" "F1" "DtF2" 3.05878442065028 6.15476155083394 -0.285188911876107 0.042818058138276
"121" "Down1_53" "Down" "F1" "DtF2" 3.09483379222217 6.07963551697893 -0.249139540304215 -0.0323079757167317
"122" "Down1_54" "Down" "F1" "no" 3.5729812375995 6.30709755313852 0.229007905073116 0.195154060442859
"123" "Down1_55" "Down" "F1" "no" 3.25146860796371 5.9124251019049 -0.0925047245626764 -0.199518390790769
"124" "Down1_56" "Down" "F1" "no" 3.21929148027299 6.09813175742963 -0.124681852253393 -0.0138117352660334
"125" "Down1_57" "Down" "F1" "no" 3.2950745739097 6.16291408941013 -0.0488987586166809 0.0509705967144622
"126" "Down1_58" "Down" "F1" "no" 3.29749432792313 6.17874642525781 -0.0464790046032508 0.0668029325621458
"127" "Down1_59" "Down" "F1" "no" 3.42843034220012 6.01196385945653 0.084457009673732 -0.0999796332391316
"128" "Down1_60" "Down" "F1" "no" 3.35458957490719 6.06163212783896 0.010616242380808 -0.0503113648567046
"129" "Down1_61" "Down" "F1" "no" 3.15646434638441 6.26617180536834 -0.187508986141976 0.154228312672675
"130" "Down1_62" "Down" "F1" "no" 3.23840002244291 6.12246355549048 -0.105573310083478 0.0105200627948134
"131" "Down1_63" "Down" "F1" "no" 3.38791689238483 6.20961292818035 0.0439435598584446 0.0976694354846819
"132" "Down1_64" "Down" "F1" "no" 3.28490735457075 5.93689592766016 -0.0590659779556328 -0.175047565035508
"133" "Down1_65" "Down" "F1" "no" 3.34644616563976 6.28341328964806 0.00247283311337299 0.17146979695239
"134" "Down1_66" "Down" "F1" "no" 3.29218948772829 6.1937834915326 -0.0517838447980972 0.0818399988369327
"135" "Down1_67" "Down" "F1" "no" 3.42220250974659 6.21612279904613 0.078229177220202 0.104179306350464
"136" "Down1_68" "Down" "F1" "no" 3.17012644698 6.15825744041916 -0.17384688554638 0.0463139477234913
"137" "Ran1_1" "Ran" "F1" "no" 3.32040786051181 6.38686334978035 -0.0235654720145759 0.274919857084686
"138" "Ran1_2" "Ran" "F1" "no" 3.44591656517773 6.47059854789886 0.101943232651346 0.35865505520319
"139" "Ran1_3" "Ran" "F1" "no" 3.27906425482142 6.15181016384081 -0.0649090777049692 0.0398666711451421
"140" "Ran1_4" "Ran" "F1" "no" 3.41699578571881 6.06480473154205 0.0730224531924253 -0.0471387611536169
"141" "Ran1_5" "Ran" "F1" "no" 3.38780746627237 6.04146077452306 0.0438341337459853 -0.070482718172606
"142" "Ran1_6" "Ran" "F1" "no" 3.22498840766509 6.08405843265075 -0.118984924861294 -0.0278850600449108
"143" "Ran1_7" "Ran" "F1" "no" 3.62669080817259 6.32277765645025 0.282717475646205 0.210834163754589
"144" "Ran1_8" "Ran" "F1" "no" 3.23449115171839 6.24343749634047 -0.109482180807999 0.1314940036448
"145" "Ran1_9" "Ran" "F1" "no" 3.43513651661126 6.28187235172188 0.0911631840848734 0.169928859026212
"146" "Ran1_10" "Ran" "F1" "no" 3.25880843942752 6.23052563342406 -0.0851648930988658 0.118582140728391
"147" "Ran1_11" "Ran" "F1" "no" 3.31079612573095 6.13038201091696 -0.0331772067954379 0.0184385182212985
"148" "Ran1_12" "Ran" "F1" "no" 3.37117561533511 6.27015460226614 0.0272022828087262 0.158211109570472
"149" "Ran1_13" "Ran" "F1" "no" 3.24167317538246 6.05048402959915 -0.102300157143921 -0.0614594630965151
"150" "Ran1_14" "Ran" "F1" "no" 3.37745405964714 6.13318572641076 0.0334807271207529 0.0212422337150917
"151" "Ran1_15" "Ran" "F1" "no" 3.22871486904379 5.99377701995341 -0.115258463482593 -0.118166472742253
"152" "Ran1_16" "Ran" "F1" "no" 3.42166259841771 6.16592994773252 0.0776892658913213 0.0539864550368589
"153" "Ran1_17" "Ran" "F1" "no" 3.20688682198153 6.00494119930076 -0.137086510544851 -0.107002293394903
"154" "Ran1_18" "Ran" "F1" "no" 3.37877720858709 6.12025638952108 0.0348038760607068 0.00831289682541403
"155" "Ran1_19" "Ran" "F1" "no" 3.12362332639126 6.11401257715913 -0.220350006135122 0.00206908446345988
"156" "Ran1_20" "Ran" "F1" "no" 3.00600753157098 5.8137797051259 -0.337965800955403 -0.298163787569762
"157" "Ran1_21" "Ran" "F1" "no" 3.23474289647253 5.97485722095785 -0.109230436053857 -0.137086271737812
"158" "Ran1_22" "Ran" "F1" "no" 3.31747664138968 5.92475303176164 -0.0264966911367068 -0.187190460934024
"159" "Ran1_23" "Ran" "F1" "no" 3.20906653223064 5.87853980205095 -0.134906800295741 -0.233403690644711
"160" "Ran1_24" "Ran" "F1" "no" 3.27747792840024 6.27041575535239 -0.0664954041261407 0.158472262656723
"161" "Ran1_25" "Ran" "F1" "no" 3.34163816661022 6.07017061933597 -0.00233516591616167 -0.0417728733596974
"162" "Ran1_26" "Ran" "F1" "no" 3.42341158227541 6.16182620268211 0.0794382497490274 0.0498827099864414
"163" "Ran1_27" "Ran" "F1" "no" 3.34606895828506 5.99632658590502 0.00209562575867883 -0.115616906790648
"164" "Ran1_28" "Ran" "F1" "no" 3.4299308487455 6.12897294797083 0.0859575162191124 0.0170294552751669
"165" "Ran1_29" "Ran" "F1" "no" 3.24940918671638 6.05676143122876 -0.0945641458100037 -0.0551820614669047
"166" "Ran1_30" "Ran" "F1" "no" 3.35563867342619 6.08384814138204 0.011665340899802 -0.0280953513136213
"167" "Ran1_31" "Ran" "F1" "no" 3.31098278306619 6.00858278151792 -0.0329905494601905 -0.10336071117775
"168" "Ran1_32" "Ran" "F1" "no" 3.32311961837527 6.15513379556248 -0.0208537141511198 0.0431903028668161
"169" "Ran1_33" "Ran" "F1" "no" 3.28538644613226 6.14687313993366 -0.0585868863941217 0.0349296472379983
"170" "Ran1_34" "Ran" "F1" "no" 3.23092783572911 6.11366758702615 -0.113045496797277 0.00172409433048148
"171" "Ran1_35" "Ran" "F1" "no" 3.2455927144885 6.31198353390795 -0.0983806180378837 0.200040041212283
"172" "Ran1_36" "Ran" "F1" "no" 3.38486681478109 6.34091005469144 0.0408934822547002 0.228966561995778
"173" "Ran1_37" "Ran" "F1" "no" 3.32515737649764 6.07954825989882 -0.0188159560287402 -0.0323952327968433
"174" "Ran1_38" "Ran" "F1" "no" 3.08435852824223 5.98559906286024 -0.259614804284155 -0.126344429835425
"175" "Ran1_39" "Ran" "F1" "no" 3.20563322707596 6.18121424839185 -0.138340105450428 0.0692707556961816
"176" "Ran1_40" "Ran" "F1" "no" 3.5246085603288 6.31625304240658 0.18063522780241 0.20430954971091
"177" "Ran1_41" "Ran" "F1" "no" 3.33207229032094 6.01261240674531 -0.0119010422054457 -0.09933108595036
"178" "Ran1_42" "Ran" "F1" "no" 2.68254411894338 5.83480238656026 -0.66142921358301 -0.277141106135403
"179" "Ran1_43" "Ran" "F1" "no" 3.35365502303338 6.2979544731993 0.00968169050698986 0.186010980503638
"180" "Ran1_44" "Ran" "F1" "no" 3.11590058510457 6.14963599191815 -0.228072747421811 0.037692499222489
"181" "Ran1_45" "Ran" "F1" "no" 3.30860292218594 6.30636633181247 -0.0353704103404477 0.194422839116808
"182" "Ran1_46" "Ran" "F1" "no" 3.3561132656321 6.0998548954686 0.0121399331057184 -0.0120885972270637
"183" "Ran1_47" "Ran" "F1" "no" 3.30473001308701 6.17197796364938 -0.0392433194393798 0.0600344709537177
"184" "Ran1_48" "Ran" "F1" "no" 3.29377624803867 6.20161400137474 -0.0501970844877144 0.0896705086790792
"185" "Ran1_49" "Ran" "F1" "no" 3.3447478626307 6.01572195806251 0.000774530104318494 -0.0962215346331563
"186" "Ran1_50" "Ran" "F1" "no" 3.47351231512297 6.14120652148528 0.12953898259658 0.0292630287896181
"187" "Ran1_51" "Ran" "F1" "no" 3.26040705672788 6.05923827310905 -0.083566275798507 -0.0527052195866187
"188" "Ran1_52" "Ran" "F1" "no" 3.44862307735663 6.29524093119854 0.104649744830244 0.183297438502871
"189" "Ran1_53" "Ran" "F1" "no" 3.33444279942167 6.07480484435368 -0.00953053310471885 -0.0371386483419887
"190" "Ran1_54" "Ran" "F1" "no" 3.21105080566415 5.96424732627947 -0.132922526862234 -0.147696166416194
"191" "Ran1_55" "Ran" "F1" "no" 3.55502794078676 6.34671239107745 0.211054608260371 0.23476889838178
"192" "Ran1_56" "Ran" "F1" "no" 3.53311658409788 6.25258578556718 0.189143251571493 0.14064229287151
"193" "Ran1_57" "Ran" "F1" "no" 3.46302500585884 6.10992726654459 0.119051673332452 -0.00201622615107411
"194" "Ran1_58" "Ran" "F1" "no" 3.34301535136344 6.22894247913828 -0.000957981162942545 0.116998986442618
"195" "Ran1_59" "Ran" "F1" "no" 3.37902468670532 6.19219053223719 0.0350513541789339 0.0802470395415265
"196" "Ran1_60" "Ran" "F1" "no" 3.1559530643813 6.0119196764677 -0.188020268145086 -0.10002381622797
"197" "Ran1_61" "Ran" "F1" "no" 3.22363763147995 6.07694090056112 -0.120335701046435 -0.0350025921345436
"198" "Ran1_62" "Ran" "F1" "no" 3.33809061576194 5.84564387916819 -0.0058827167644484 -0.266299613527472
"199" "Ran1_63" "Ran" "F1" "no" 3.09905702688209 5.98343083299373 -0.244916305644294 -0.128512659701939
"200" "Ran1_64" "Ran" "F1" "no" 3.18292750235758 5.9451352990488 -0.161045830168807 -0.166808193646869
"201" "Ran1_65" "Ran" "F1" "no" 3.27918752380009 6.12069686556798 -0.0647858087262971 0.00875337287231925
"202" "Ran1_66" "Ran" "F1" "no" 3.15980990869888 5.90327325666511 -0.184163423827502 -0.208670236030555
"203" "Ran1_67" "Ran" "F1" "no" 3.22969676287683 6.32320693383691 -0.114276569649552 0.211263441141242
"204" "Ran1_68" "Ran" "F1" "no" 3.34199646303947 6.15586105946473 -0.00197686948691089 0.043917566769065
"205" "Ran1_69" "Ran" "F1" "no" 3.20589188873187 6.05292963213082 -0.138081443794519 -0.0590138605648445
"206" "Ran1_70" "Ran" "F1" "no" 3.133942221662 5.75076588405524 -0.21003111086438 -0.361177608640421
"207" "Ran1_71" "Ran" "F1" "no" 3.35625691069067 6.15283195092527 0.0122835781642894 0.0408884582296061
"208" "Ran1_72" "Ran" "F1" "no" 3.21127755068713 6.33905202643204 -0.13269578183926 0.227108533736376
"209" "Ran1_73" "Ran" "F1" "no" 3.16491561934922 5.99679461429377 -0.179057713177168 -0.115148878401892
"210" "Ran1_74" "Ran" "F1" "no" 3.20641664172219 5.90601760102274 -0.13755669080419 -0.205925891672926
"211" "Ran1_75" "Ran" "F1" "no" 3.31195013202914 5.94226856213202 -0.0320232004972483 -0.169674930563649
"212" "Ran1_76" "Ran" "F1" "no" 3.25155386060566 6.06058044333373 -0.0924194719207287 -0.0513630493619335
"213" "Ran1_77" "Ran" "F1" "no" 3.07996189299368 6.00751830530967 -0.264011439532707 -0.104425187385992
"214" "Ran1_78" "Ran" "F1" "no" 3.15516374342429 5.94312230528331 -0.188809589102096 -0.168821187412361
"215" "Ran1_79" "Ran" "F1" "no" 3.23758095987063 6.04779381561015 -0.106392372655753 -0.0641496770855134
"216" "Ran1_80" "Ran" "F1" "no" 3.27567426168129 6.09353610127927 -0.0682990708450979 -0.0184073914163951
"217" "Ran1_81" "Ran" "F1" "no" 3.31977677331981 6.14954426782155 -0.0241965592065787 0.037600775125882
"218" "Ran1_82" "Ran" "F1" "no" 3.40075188490851 6.15176852825494 0.0567785523821294 0.0398250355592751
"219" "Ran1_83" "Ran" "F1" "no" 3.09061824164109 5.61076030703492 -0.25335509088529 -0.501183185660748
"220" "Ran1_84" "Ran" "F1" "no" 3.42576676670783 6.13993496967597 0.0817934341814435 0.0279914769803034
"221" "Ran1_85" "Ran" "F1" "no" 3.40171409479361 6.16168922231396 0.0577407622672221 0.0497457296182899
"222" "Ran1_86" "Ran" "F1" "no" 3.1592559051334 6.11782324408099 -0.184717427392987 0.00587975138532659
"223" "Ran1_87" "Ran" "F1" "no" 3.06138216925042 6.08846732162728 -0.282591163275961 -0.0234761710683848
"224" "Ran1_88" "Ran" "F1" "no" 3.291637109996 6.04515570067019 -0.0523362225303816 -0.0667877920254796
"225" "Ran1_89" "Ran" "F1" "no" 3.35366700728119 6.19091644018615 0.00969367475480665 0.0789729474904828
"226" "Ran1_90" "Ran" "F1" "no" 3.25556691559988 6.27861508469707 -0.0884064169265004 0.166671592001401
"227" "Ran1_91" "Ran" "F1" "no" 3.42631862331327 6.13697113505699 0.0823452907868827 0.0250276423613212
"228" "Ran1_92" "Ran" "F1" "no" 3.43160398076266 6.33747665734517 0.087630648236277 0.225533164649502
"229" "Ran1_93" "Ran" "F1" "no" 3.50450974831507 6.14644735865908 0.160536415788685 0.0345038659634094
"230" "Ran1_94" "Ran" "F1" "no" 3.23546878477123 6.08738011310634 -0.108504547755153 -0.0245633795893276
"231" "Ran1_95" "Ran" "F1" "no" 3.42318057406644 6.26679738785055 0.0792072415400575 0.154853895154889
"232" "Ran1_96" "Ran" "F1" "no" 3.02192325399623 5.7861954650184 -0.322050078530153 -0.325748027677264
"233" "Ran1_97" "Ran" "F1" "no" 3.28983199167171 5.99454789433927 -0.0541413408546725 -0.117395598356396
"234" "Ran1_98" "Ran" "F1" "no" 3.33303296263255 6.13446637447692 -0.0109403698938331 0.0225228817812573
"235" "Ran1_99" "Ran" "F1" "no" 3.35735312579957 5.89543226026383 0.0133797932731889 -0.216511232431839
"236" "Ran1_100" "Ran" "F1" "no" 3.34036927111513 6.12204617829237 -0.00360406141125047 0.0101026855967037
"237" "Ran1_101" "Ran" "F1" "no" 3.3518058728749 6.08045052689191 0.0078325403485171 -0.0314929658037562
"238" "Ran1_102" "Ran" "F1" "no" 3.4081479653264 6.10614772411807 0.0641746328000123 -0.00579576857759623
"239" "Ran1_103" "Ran" "F1" "no" 3.20329464453882 6.00796153488215 -0.14067868798757 -0.103981957813513
"240" "Ran1_104" "Ran" "F1" "no" 3.18690841797582 5.86867217471185 -0.157064914550565 -0.243271317983811
"241" "Ran1_105" "Ran" "F1" "no" 3.42152795392275 5.953091943244 0.0775546213963612 -0.15885154945167
"242" "Ran1_106" "Ran" "F1" "no" 3.37200291735443 6.23095476828607 0.0280295848280399 0.119011275590401
