"Line" "Gener" "ind" "bloss" "GenLine" "dam" "sire" "SEL" "GA" "logGA" "UBA" "logUBA"
"486" "Down" "F1" "P21026" 2 "F1Down" "70186" "70159" "no" 17.17 2.84316367490938 585.11 6.37179986374368
"487" "Down" "F1" "P21026" 3 "F1Down" "70186" "70159" "no" 13.51 2.60343015197211 418.86 6.03753673521036
"488" "Down" "F1" "P21027" 1 "F1Down" "70186" "70218" "no" 18.82 2.93492013415723 560.3 6.32847235457124
"489" "Down" "F1" "P21027" 2 "F1Down" "70186" "70218" "no" 15.06 2.71204222237175 519.56 6.25298229953908
"490" "Down" "F1" "P21027" 3 "F1Down" "70186" "70218" "no" 16.53 2.80517691183293 460.08 6.1314003874055
"491" "Down" "F1" "P21027" 4 "F1Down" "70186" "70218" "no" 9.53 2.25444471766611 363.06 5.89456810986229
"492" "Down" "F1" "P21028" 1 "F1Down" "70186" "70420" "no" 15.38 2.7330679640775 385.33 5.95410011000777
"493" "Down" "F1" "P21028" 2 "F1Down" "70186" "70420" "no" 14.68 2.68648602318637 426.61 6.05587024692519
"494" "Down" "F1" "P21028" 3 "F1Down" "70186" "70420" "no" 15.68 2.75238601492226 509.77 6.23395964360397
"495" "Down" "F1" "P21029" 1 "F1Down" "70193" "70063" "no" 21.12 3.05022045883806 414.72 6.02760359372386
"496" "Down" "F1" "P21029" 2 "F1Down" "70193" "70063" "no" 16.83 2.82316300820271 388.01 5.96103111248703
"497" "Down" "F1" "P21029" 3 "F1Down" "70193" "70063" "no" 16.5 2.80336038090653 274.22 5.61393070392851
"498" "Down" "F1" "P21030" 1 "F1Down" "70193" "70136" "DtF2" 10.22 2.32434658477556 218.04 5.38467853219608
"499" "Down" "F1" "P21030" 2 "F1Down" "70193" "70136" "DtF2" 17.75 2.87638551592142 467.11 6.14656477597083
"500" "Down" "F1" "P21030" 3 "F1Down" "70193" "70136" "DtF2" 15.19 2.72063731660768 308.16 5.73061912860976
"501" "Down" "F1" "P21031" 1 "F1Down" "70193" "70151" "no" 14.4 2.66722820658195 345.14 5.84395013181943
"502" "Down" "F1" "P21031" 2 "F1Down" "70193" "70151" "no" 13.06 2.56955412384829 311.51 5.74143144044096
"503" "Down" "F1" "P21031" 3 "F1Down" "70193" "70151" "no" 16.57 2.80759383143847 361.92 5.89142319292776
"504" "Down" "F1" "P21031" 4 "F1Down" "70193" "70151" "no" 17.06 2.83673654206353 468.75 6.15006957728462
"505" "Down" "F1" "P21032" 1 "F1Down" "70193" "70416" "no" 18.41 2.91289399524499 465.79 6.1437348887784
"506" "Down" "F1" "P21032" 2 "F1Down" "70193" "70416" "no" 15.62 2.74855214441154 412.73 6.02279362614471
"507" "Down" "F1" "P21032" 3 "F1Down" "70193" "70416" "no" 19.95 2.99322914333587 422.51 6.04621311515618
"508" "Down" "F1" "P21033" 1 "F1Down" "70218" "70063" "no" 16.09 2.77819796100429 479.71 6.17318175465305
"509" "Down" "F1" "P21033" 2 "F1Down" "70218" "70063" "no" 20.11 3.00121720378456 490.35 6.19511942183833
"510" "Down" "F1" "P21033" 3 "F1Down" "70218" "70063" "no" 10.83 2.3823200610129 316.8 5.75827065994027
"511" "Down" "F1" "P21034" 1 "F1Down" "70218" "70109" "no" 16.21 2.78562833574758 340.46 5.83029764438642
"512" "Down" "F1" "P21034" 2 "F1Down" "70218" "70109" "no" 14.99 2.70738331211451 263.32 5.57337002259968
"513" "Down" "F1" "P21034" 3 "F1Down" "70218" "70109" "no" 19.31 2.96062309644042 382.3 5.94620564070237
"514" "Down" "F1" "P21035" 1 "F1Down" "70218" "70193" "DtF2" 16.43 2.79910893204918 444.43 6.09679256223767
"515" "Down" "F1" "P21035" 2 "F1Down" "70218" "70193" "DtF2" 10.2 2.32238772029023 286 5.65599181081985
"516" "Down" "F1" "P21035" 3 "F1Down" "70218" "70193" "DtF2" 14.33 2.66235524184008 482 6.1779441140506
"517" "Down" "F1" "P21035" 4 "F1Down" "70218" "70193" "DtF2" 14.11 2.64688376586472 443.69 6.09512612038015
"518" "Down" "F1" "P21036" 1 "F1Down" "70218" "70416" "no" 19.9 2.99071973173045 490.31 6.19503784412532
"519" "Down" "F1" "P21036" 2 "F1Down" "70218" "70416" "no" 14.5 2.67414864942653 342.66 5.83673870190483
"520" "Down" "F1" "P21036" 3 "F1Down" "70218" "70416" "no" 12.33 2.51203531717625 309.53 5.73505501796031
"521" "Down" "F1" "P21037" 1 "F1Down" "70357" "70173" "no" 15.78 2.75874331541773 376.4 5.93065240771122
"522" "Down" "F1" "P21037" 2 "F1Down" "70357" "70173" "no" 14.34 2.66305283517147 425.6 6.05349993802743
"523" "Down" "F1" "P21037" 3 "F1Down" "70357" "70173" "no" 20.74 3.03206420280138 533.63 6.27970271491008
"524" "Down" "F1" "P21037" 4 "F1Down" "70357" "70173" "no" 17.42 2.85761897142436 412.33 6.02182399961733
"525" "Down" "F1" "P21038" 1 "F1Down" "70357" "70409" "DtF2" 11.28 2.42303124606991 250.81 5.52469568037218
"526" "Down" "F1" "P21038" 2 "F1Down" "70357" "70409" "DtF2" 16.07 2.77695417974942 347.53 5.8508509922138
"527" "Down" "F1" "P21038" 3 "F1Down" "70357" "70409" "DtF2" 15.54 2.7434173449395 326.16 5.787388058511
"528" "Down" "F1" "P21039" 1 "F1Down" "70357" "70423" "DtF2" 15.25 2.72457950305342 360.2 5.88665943274186
"529" "Down" "F1" "P21039" 2 "F1Down" "70357" "70423" "DtF2" 10.86 2.38508631450579 216.53 5.3777291059722
"530" "Down" "F1" "P21039" 3 "F1Down" "70357" "70423" "DtF2" 17.12 2.8402473707136 343.17 5.83822595120569
"531" "Down" "F1" "P21040" 1 "F1Down" "70357" "70439" "no" 15.8 2.76000994003292 398.18 5.98690416435165
"532" "Down" "F1" "P21040" 2 "F1Down" "70357" "70439" "no" 17.16 2.84258109405982 476.08 6.1655859073366
"533" "Down" "F1" "P21040" 3 "F1Down" "70357" "70439" "no" 19.24 2.95699144523756 471.69 6.15632199015029
"534" "Down" "F1" "P21041" 1 "F1Down" "70404" "70159" "no" 19.19 2.95438931001961 382.64 5.94709459937204
"535" "Down" "F1" "P21041" 2 "F1Down" "70404" "70159" "no" 20.82 3.03591406318682 471.99 6.15695779892044
"536" "Down" "F1" "P21041" 3 "F1Down" "70404" "70159" "no" 21.35 3.06105173967463 412.71 6.02274516714101
"537" "Down" "F1" "P21042" 1 "F1Down" "70404" "70186" "no" 19.68 2.97960289162411 456.55 6.12369822306235
"538" "Down" "F1" "P21042" 2 "F1Down" "70404" "70186" "no" 17.59 2.86733055874947 456.08 6.12266823272333
"539" "Down" "F1" "P21042" 3 "F1Down" "70404" "70186" "no" 13.28 2.58625914404829 391.25 5.96934674185436
"540" "Down" "F1" "P21043" 1 "F1Down" "70404" "70218" "no" 20 2.99573227355399 431.65 6.06761507468153
"541" "Down" "F1" "P21043" 2 "F1Down" "70404" "70218" "no" 19.24 2.95699144523756 364.69 5.89904767764161
"542" "Down" "F1" "P21043" 3 "F1Down" "70404" "70218" "no" 20.81 3.03543364040554 377.87 5.93455022112323
"543" "Down" "F1" "P21044" 1 "F1Down" "70404" "70420" "DtF2" 13.55 2.60638654732571 394.24 5.9769598609051
"544" "Down" "F1" "P21044" 2 "F1Down" "70404" "70420" "DtF2" 12.72 2.54317555791198 388.96 5.96347651056781
"545" "Down" "F1" "P21044" 3 "F1Down" "70404" "70420" "DtF2" 16.27 2.78932292123095 425.6 6.05349993802743
"546" "Down" "F1" "P21045" 1 "F1Down" "70409" "70186" "no" 18.33 2.90853906185161 392.44 5.97238365929519
"547" "Down" "F1" "P21045" 2 "F1Down" "70409" "70186" "no" 15.22 2.72261035243354 345.74 5.84568704749464
"548" "Down" "F1" "P21045" 3 "F1Down" "70409" "70186" "no" 17.44 2.85876641848083 338.74 5.82523285146298
"549" "Down" "F1" "P21045" 4 "F1Down" "70409" "70186" "no" 17.87 2.88312332917134 409.03 6.0137885029861
"550" "Down" "F1" "P21046" 1 "F1Down" "70409" "70404" "no" 16.21 2.78562833574758 280.24 5.63564637888923
"551" "Down" "F1" "P21046" 2 "F1Down" "70409" "70404" "no" 21.01 3.04499851485691 456.52 6.1236325106854
"552" "Down" "F1" "P21046" 3 "F1Down" "70409" "70404" "no" 13.12 2.57413778351594 443.7 6.09514865838486
"553" "Down" "F1" "P21047" 1 "F1Down" "70409" "70423" "no" 17.59 2.86733055874947 337.12 5.82043895005588
"554" "Down" "F1" "P21047" 2 "F1Down" "70409" "70423" "no" 15.43 2.73631366637507 405.38 6.00482489880982
"555" "Down" "F1" "P21047" 3 "F1Down" "70409" "70423" "no" 19.38 2.96424160646262 410.33 6.0169617140065
"556" "Down" "F1" "P21047" 4 "F1Down" "70409" "70423" "no" 15.06 2.71204222237175 299.11 5.70081139871125
"557" "Down" "F1" "P21048" 1 "F1Down" "70409" "70439" "DtF2" 15.66 2.75110969056266 381.59 5.94434673378003
"558" "Down" "F1" "P21048" 2 "F1Down" "70409" "70439" "DtF2" 13.14 2.57566101305646 390.85 5.96832385466634
"559" "Down" "F1" "P21048" 3 "F1Down" "70409" "70439" "DtF2" 15.01 2.70871664564537 297.05 5.69390047480175
"560" "Down" "F1" "P21049" 1 "F1Down" "70416" "70136" "no" 15.01 2.70871664564537 336.87 5.81969709925256
"561" "Down" "F1" "P21049" 2 "F1Down" "70416" "70136" "no" 17.17 2.84316367490938 361.08 5.88909954042995
"562" "Down" "F1" "P21049" 3 "F1Down" "70416" "70136" "no" 14.48 2.67276838695757 344.78 5.84290653246683
"563" "Down" "F1" "P21050" 1 "F1Down" "70416" "70151" "no" 11.21 2.41680623708407 276.22 5.62119764964978
"564" "Down" "F1" "P21050" 2 "F1Down" "70416" "70151" "no" 20.62 3.02626147858881 423.53 6.04862434983585
"565" "Down" "F1" "P21050" 3 "F1Down" "70416" "70151" "no" 18.23 2.90306858869057 373.81 5.92374764693757
"566" "Down" "F1" "P21051" 1 "F1Down" "70416" "70173" "DtF2" 13.93 2.63404478779171 319.18 5.76575520697104
"567" "Down" "F1" "P21051" 2 "F1Down" "70416" "70173" "DtF2" 16.52 2.80457176809283 429.91 6.06357588445524
"568" "Down" "F1" "P21051" 3 "F1Down" "70416" "70173" "DtF2" 12.98 2.56340971127594 359.85 5.88568727795381
"569" "Down" "F1" "P21052" 1 "F1Down" "70416" "70357" "DtF2" 14.9 2.70136121295141 275 5.61677109766657
"570" "Down" "F1" "P21052" 2 "F1Down" "70416" "70357" "DtF2" 14.45 2.67069441455844 264.42 5.57753874808195
"571" "Down" "F1" "P21052" 3 "F1Down" "70416" "70357" "DtF2" 14.7 2.68784749378469 316.79 5.7582390937855
"572" "Down" "F1" "P21053" 1 "F1Down" "70420" "70063" "no" 14.25 2.65675690671466 308.78 5.73262904921378
"573" "Down" "F1" "P21053" 2 "F1Down" "70420" "70063" "no" 21.18 3.05305734017326 390.46 5.96732553125466
"574" "Down" "F1" "P21053" 3 "F1Down" "70420" "70063" "no" 17.57 2.86619290219901 332.33 5.80612845115316
"575" "Down" "F1" "P21053" 4 "F1Down" "70420" "70063" "no" 17.32 2.85186190313429 338.56 5.82470132922988
"576" "Down" "F1" "P21054" 1 "F1Down" "70420" "70109" "DtF2" 14.76 2.69192081917233 371.94 5.91873255094188
"577" "Down" "F1" "P21054" 2 "F1Down" "70420" "70109" "DtF2" 13.79 2.62394369180521 305.8 5.72293129349496
"578" "Down" "F1" "P21054" 3 "F1Down" "70420" "70109" "DtF2" 11.44 2.43711598595165 212.44 5.3586595955542
"579" "Down" "F1" "P21055" 1 "F1Down" "70420" "70193" "no" 20.3 3.01062088604774 549.9 6.30973644351377
"580" "Down" "F1" "P21055" 2 "F1Down" "70420" "70193" "no" 16.81 2.82197394742052 459.42 6.12996482435309
"581" "Down" "F1" "P21055" 3 "F1Down" "70420" "70193" "no" 12.47 2.52332575969195 320.17 5.76885210473045
"582" "Down" "F1" "P21056" 1 "F1Down" "70420" "70218" "no" 16.75 2.81839825827108 359.26 5.88404636034069
"583" "Down" "F1" "P21056" 2 "F1Down" "70420" "70218" "no" 19.2 2.95491027903374 401.47 5.99513281079441
"584" "Down" "F1" "P21056" 3 "F1Down" "70420" "70218" "no" 18.69 2.92798862146747 632.67 6.44994895919178
"585" "Down" "F1" "P21057" 1 "F1Down" "70423" "70159" "DtF2" 13.2 2.58021682959233 280.72 5.63735773127496
"586" "Down" "F1" "P21057" 2 "F1Down" "70423" "70159" "DtF2" 13 2.56494935746154 357.49 5.87910738971487
"587" "Down" "F1" "P21057" 3 "F1Down" "70423" "70159" "DtF2" 14.62 2.68239045432163 346.61 5.84820022856755
"588" "Down" "F1" "P21058" 1 "F1Down" "70423" "70186" "no" 13.54 2.60564826748413 397.4 5.98494333011772
"589" "Down" "F1" "P21058" 2 "F1Down" "70423" "70186" "no" 19.33 2.96165829322024 470.89 6.15462452109283
"590" "Down" "F1" "P21058" 3 "F1Down" "70423" "70186" "no" 14.71 2.68852753461335 417.94 6.03533788155195
"591" "Down" "F1" "P21059" 1 "F1Down" "70423" "70404" "no" 18.12 2.89701630061483 395.49 5.98012550243799
"592" "Down" "F1" "P21059" 2 "F1Down" "70423" "70404" "no" 18.26 2.90471287516682 415.91 6.03046889070121
"593" "Down" "F1" "P21059" 3 "F1Down" "70423" "70404" "no" 20.33 3.01209762764026 408.54 6.01258982872293
"594" "Down" "F1" "P21060" 1 "F1Down" "70423" "70439" "no" 22.03 3.09240516081425 482.02 6.17798560696569
"595" "Down" "F1" "P21060" 2 "F1Down" "70423" "70439" "no" 14.39 2.66653352089928 380.47 5.94140733056661
"596" "Down" "F1" "P21060" 3 "F1Down" "70423" "70439" "no" 17.62 2.86903462050803 370.32 5.91436749672302
"597" "Down" "F1" "P21061" 1 "F1Down" "70439" "70159" "DtF2" 14.73 2.68988623047454 363.6 5.89605436230332
"598" "Down" "F1" "P21061" 2 "F1Down" "70439" "70159" "DtF2" 11.29 2.42391737816157 239.61 5.47901260159741
"599" "Down" "F1" "P21061" 3 "F1Down" "70439" "70159" "DtF2" 11.85 2.47232786758114 305.36 5.72149140843697
"600" "Down" "F1" "P21062" 1 "F1Down" "70439" "70186" "no" 13.74 2.6203112867942 347.88 5.85185759272156
"601" "Down" "F1" "P21062" 2 "F1Down" "70439" "70186" "no" 18.17 2.89977188240808 523.42 6.26038420105878
"602" "Down" "F1" "P21062" 3 "F1Down" "70439" "70186" "no" 14.64 2.68375750853317 430.22 6.06429670575765
"603" "Down" "F1" "P21062" 4 "F1Down" "70439" "70186" "no" 17.05 2.83615020372953 429.92 6.06359914486718
"604" "Down" "F1" "P21063" 1 "F1Down" "70439" "70404" "no" 12.1 2.4932054526027 335.19 5.81469753522736
"605" "Down" "F1" "P21063" 2 "F1Down" "70439" "70404" "no" 14.15 2.64971462408925 318.34 5.76311999400171
"606" "Down" "F1" "P21063" 3 "F1Down" "70439" "70404" "no" 17.75 2.87638551592142 253.44 5.53512710862606
"607" "Down" "F1" "P21063" 4 "F1Down" "70439" "70404" "no" 16.19 2.78439376768954 312.16 5.7435158768748
"608" "Down" "F1" "P21064" 1 "F1Down" "70439" "70420" "no" 14.65 2.68444033546308 368.03 5.90816445658534
"609" "Down" "F1" "P21064" 2 "F1Down" "70439" "70420" "no" 18.85 2.93651291389402 523.53 6.26059433525889
"610" "Down" "F1" "P21064" 3 "F1Down" "70439" "70420" "no" 19.14 2.95178038602481 515.04 6.2442445675505
"611" "Down" "F1" "P21064" 4 "F1Down" "70439" "70420" "no" 16.54 2.80578168959555 394.19 5.97683302656326
"612" "Up" "F1" "P11001" 1 "F1Up" "70023" "70048" "no" 19.85 2.9882040071332 365.41 5.90102001083818
"613" "Up" "F1" "P11001" 2 "F1Up" "70023" "70048" "no" 20.6 3.02529107579554 401.8 5.99595445238083
"614" "Up" "F1" "P11001" 3 "F1Up" "70023" "70048" "no" 18.75 2.93119375241642 483.31 6.18065826971912
"615" "Up" "F1" "P11001" 4 "F1Up" "70023" "70048" "no" 22.24 3.10189246938238 507.49 6.22947700628831
"616" "Up" "F1" "P11002" 1 "F1Up" "70023" "70168" "no" 19.51 2.97092715463502 407.94 6.01112010476642
"617" "Up" "F1" "P11002" 2 "F1Up" "70023" "70168" "no" 13.56 2.60712428251225 251.7 5.52823790214127
"618" "Up" "F1" "P11002" 3 "F1Up" "70023" "70168" "no" 14.87 2.69934576047206 364.74 5.89918477098869
"619" "Up" "F1" "P11003" 1 "F1Up" "70023" "70174" "no" 15.09 2.71403227277976 300.85 5.70661180166636
"620" "Up" "F1" "P11003" 2 "F1Up" "70023" "70174" "no" 21.07 3.0478502278161 372.53 5.92031757148944
"621" "Up" "F1" "P11003" 3 "F1Up" "70023" "70174" "no" NA NA NA NA
"622" "Up" "F1" "P11004" 1 "F1Up" "70023" "70217" "no" 17.86 2.88256357544835 359.19 5.88385149639686
"623" "Up" "F1" "P11004" 2 "F1Up" "70023" "70217" "no" 12.98 2.56340971127594 221.62 5.40096420350818
"624" "Up" "F1" "P11004" 3 "F1Up" "70023" "70217" "no" 22.79 3.12632184325759 396.5 5.9826760410749
"625" "Up" "F1" "P11005" 1 "F1Up" "70048" "70168" "no" 19.99 2.99523214851231 440.99 6.08902219945279
"626" "Up" "F1" "P11005" 2 "F1Up" "70048" "70168" "no" 16.71 2.8160073426073 377.93 5.93470899328551
"627" "Up" "F1" "P11005" 3 "F1Up" "70048" "70168" "no" 15.88 2.76506045581899 401.36 5.994858780176
"628" "Up" "F1" "P11005" 4 "F1Up" "70048" "70168" "no" 19.71 2.98112612116463 527.74 6.2686037381832
"629" "Up" "F1" "P11006" 1 "F1Up" "70048" "70174" "no" 10.55 2.35612585992208 243.31 5.49433635046559
"630" "Up" "F1" "P11006" 2 "F1Up" "70048" "70174" "no" 21.85 3.0842009215416 419.95 6.04013565657164
"631" "Up" "F1" "P11006" 3 "F1Up" "70048" "70174" "no" 25.05 3.22087382753087 563.66 6.33445123283942
"632" "Up" "F1" "P11007" 1 "F1Up" "70048" "70217" "no" 18.12 2.89701630061483 440.63 6.08820552101988
"633" "Up" "F1" "P11007" 2 "F1Up" "70048" "70217" "no" 20.12 3.00171434523154 480.66 6.17516015945508
"634" "Up" "F1" "P11007" 3 "F1Up" "70048" "70217" "no" 20.36 3.01357219168232 417.85 6.03512251644745
"635" "Up" "F1" "P11008" 1 "F1Up" "70048" "70390" "no" 19.84 2.98770010185673 500.19 6.21498802624048
"636" "Up" "F1" "P11008" 2 "F1Up" "70048" "70390" "no" 18.77 2.93225985059842 512.12 6.23855897257798
"637" "Up" "F1" "P11008" 3 "F1Up" "70048" "70390" "no" 22.66 3.12060125559986 405.05 6.0040105162765
"638" "Up" "F1" "P11008" 4 "F1Up" "70048" "70390" "no" 23.44 3.15444396470881 432.56 6.06972104507375
"639" "Up" "F1" "P11009" 1 "F1Up" "70074" "70305" "no" 16.21 2.78562833574758 342.32 5.83574597210856
"640" "Up" "F1" "P11009" 2 "F1Up" "70074" "70305" "no" 19.52 2.97143958098495 398.7 5.98820925438731
"641" "Up" "F1" "P11009" 3 "F1Up" "70074" "70305" "no" 15.26 2.72523502585631 371.83 5.91843676057443
"642" "Up" "F1" "P11010" 1 "F1Up" "70074" "70367" "no" 19.9 2.99071973173045 484.22 6.18253934889669
"643" "Up" "F1" "P11010" 2 "F1Up" "70074" "70367" "no" 18.32 2.90799335924598 529.27 6.27149869862549
"644" "Up" "F1" "P11010" 3 "F1Up" "70074" "70367" "no" 20.21 3.00617753141553 432.28 6.06907352643496
"645" "Up" "F1" "P11011" 1 "F1Up" "70074" "70383" "UtF2" 24.27 3.18924101973851 517.72 6.24943455557424
"646" "Up" "F1" "P11011" 2 "F1Up" "70074" "70383" "UtF2" 22.5 3.11351530921037 434.48 6.07414991372659
"647" "Up" "F1" "P11011" 3 "F1Up" "70074" "70383" "UtF2" 24.5 3.19867311755068 446.65 6.10177529014785
"648" "Up" "F1" "P11011" 4 "F1Up" "70074" "70383" "UtF2" 17.22 2.84607149899958 277.98 5.62754916865661
"649" "Up" "F1" "P11012" 1 "F1Up" "70074" "70410" "no" 17.17 2.84316367490938 336.7 5.81919232616703
"650" "Up" "F1" "P11012" 2 "F1Up" "70074" "70410" "no" 16.42 2.79850010402428 481.12 6.17611671924022
"651" "Up" "F1" "P11012" 3 "F1Up" "70074" "70410" "no" 21.55 3.07037581654976 481.13 6.1761375038596
"652" "Up" "F1" "P11012" 4 "F1Up" "70074" "70410" "no" 19.72 2.98163334917449 394.68 5.97807530998897
"653" "Up" "F1" "P11013" 1 "F1Up" "70111" "70074" "no" 19.27 2.95854948242628 528.9 6.27079937807193
"654" "Up" "F1" "P11013" 2 "F1Up" "70111" "70074" "no" 19.22 2.95595140354215 518.36 6.25066998156721
"655" "Up" "F1" "P11013" 3 "F1Up" "70111" "70074" "no" 17.92 2.88591740754678 352.47 5.86496551224759
"656" "Up" "F1" "P11014" 1 "F1Up" "70111" "70268" "no" 20.84 3.03687421688517 412.3 6.02175123971285
"657" "Up" "F1" "P11014" 2 "F1Up" "70111" "70268" "no" 20.93 3.04118353645791 424.3 6.05044075220828
"658" "Up" "F1" "P11014" 3 "F1Up" "70111" "70268" "no" 16.98 2.8320361808832 395.7 5.98065634839138
"659" "Up" "F1" "P11015" 1 "F1Up" "70111" "70337" "UtF2" 20.62 3.02626147858881 409.1 6.01395962493535
"660" "Up" "F1" "P11015" 2 "F1Up" "70111" "70337" "UtF2" 24.63 3.20396521213245 508.65 6.23176015723976
"661" "Up" "F1" "P11015" 3 "F1Up" "70111" "70337" "UtF2" 21.65 3.0750054544485 482.99 6.1799959495045
"662" "Up" "F1" "P11016" 1 "F1Up" "70111" "70406" "UtF2" 22.56 3.11617842662986 448.68 6.10630993877702
"663" "Up" "F1" "P11016" 2 "F1Up" "70111" "70406" "UtF2" 19.71 2.98112612116463 452.06 6.11381491438544
"664" "Up" "F1" "P11016" 3 "F1Up" "70111" "70406" "UtF2" 22.31 3.10503500844444 471.79 6.15653397132716
"665" "Up" "F1" "P11017" 1 "F1Up" "70168" "70111" "UtF2" 19.74 2.98264703400534 415.26 6.02890483008183
"666" "Up" "F1" "P11017" 2 "F1Up" "70168" "70111" "UtF2" 23.61 3.16167035109742 507.28 6.22906311939178
"667" "Up" "F1" "P11017" 3 "F1Up" "70168" "70111" "UtF2" 21.53 3.06944731137627 511.56 6.23746488056512
"668" "Up" "F1" "P11018" 1 "F1Up" "70168" "70268" "no" 21.98 3.09013294897548 640.71 6.462576936452
"669" "Up" "F1" "P11018" 2 "F1Up" "70168" "70268" "no" 17.6 2.86789890204411 566.08 6.33873541097142
"670" "Up" "F1" "P11018" 3 "F1Up" "70168" "70268" "no" 13.42 2.59674613154354 448.58 6.10608703794468
"671" "Up" "F1" "P11019" 1 "F1Up" "70168" "70390" "no" 22.22 3.10099278421148 498.05 6.21070047359117
"672" "Up" "F1" "P11019" 2 "F1Up" "70168" "70390" "no" 18.18 2.90032208874933 398.05 5.98657762553459
"673" "Up" "F1" "P11019" 3 "F1Up" "70168" "70390" "no" 19.11 2.95021175825218 458.27 6.12745853006639
"674" "Up" "F1" "P11020" 1 "F1Up" "70168" "70406" "UtF2" 24.56 3.20111910327894 562.34 6.33210664917214
"675" "Up" "F1" "P11020" 2 "F1Up" "70168" "70406" "UtF2" 23.39 3.15230858059609 664.6 6.49918535592049
"676" "Up" "F1" "P11020" 3 "F1Up" "70168" "70406" "UtF2" 22.91 3.1315734964654 645.23 6.46960684238026
"677" "Up" "F1" "P11021" 1 "F1Up" "70174" "70111" "no" 16.29 2.79055142261395 270.74 5.60115895075764
"678" "Up" "F1" "P11021" 2 "F1Up" "70174" "70111" "no" 18.88 2.93810316071735 334.5 5.81263687956828
"679" "Up" "F1" "P11021" 3 "F1Up" "70174" "70111" "no" 15.61 2.74791173452734 272.4 5.60727157427536
"680" "Up" "F1" "P11021" 4 "F1Up" "70174" "70111" "no" 22.18 3.09919098192222 408.32 6.01205118071637
"681" "Up" "F1" "P11022" 1 "F1Up" "70174" "70168" "no" 17.29 2.8501282996952 537.75 6.28739376814784
"682" "Up" "F1" "P11022" 2 "F1Up" "70174" "70168" "no" 19.41 2.96578839718092 501.93 6.21846066773768
"683" "Up" "F1" "P11022" 3 "F1Up" "70174" "70168" "no" 21.8 3.08190996979504 558.68 6.32557685843757
"684" "Up" "F1" "P11023" 1 "F1Up" "70174" "70217" "no" 18.6 2.92316158071916 350.68 5.85987412672038
"685" "Up" "F1" "P11023" 2 "F1Up" "70174" "70217" "no" 20.84 3.03687421688517 365.48 5.90121155813042
"686" "Up" "F1" "P11023" 3 "F1Up" "70174" "70217" "no" 18.11 2.89646427189532 322.43 5.77588605841258
"687" "Up" "F1" "P11023" 4 "F1Up" "70174" "70217" "no" 21.03 3.04594998971461 389.08 5.96378497800124
"688" "Up" "F1" "P11024" 1 "F1Up" "70174" "70390" "no" 15.51 2.74148497718845 362.99 5.89437528567603
"689" "Up" "F1" "P11024" 2 "F1Up" "70174" "70390" "no" 11.43 2.43624147780672 265.71 5.5824054884896
"690" "Up" "F1" "P11024" 3 "F1Up" "70174" "70390" "no" 13.96 2.63619609733423 459.6 6.1303565459746
"691" "Up" "F1" "P11025" 1 "F1Up" "70217" "70111" "no" 20.57 3.02383370366487 434.6 6.07442606782233
"692" "Up" "F1" "P11025" 2 "F1Up" "70217" "70111" "no" 17.75 2.87638551592142 334.37 5.81224816426744
"693" "Up" "F1" "P11025" 3 "F1Up" "70217" "70111" "no" 22.94 3.13288211170122 460.08 6.1314003874055
"694" "Up" "F1" "P11025" 4 "F1Up" "70217" "70111" "no" 20.82 3.03591406318682 410.03 6.01623032775321
"695" "Up" "F1" "P11026" 1 "F1Up" "70217" "70168" "no" 22.94 3.13288211170122 394.84 5.97848061954969
"696" "Up" "F1" "P11026" 2 "F1Up" "70217" "70168" "no" 19.51 2.97092715463502 356.75 5.87703525635695
"697" "Up" "F1" "P11026" 3 "F1Up" "70217" "70168" "no" 16.22 2.78624504868727 412.29 6.02172698523487
"698" "Up" "F1" "P11026" 4 "F1Up" "70217" "70168" "no" 17.66 2.87130219517581 329.92 5.7988502008286
"699" "Up" "F1" "P11027" 1 "F1Up" "70217" "70390" "no" 19.37 2.9637254774189 391.27 5.96939785875873
"700" "Up" "F1" "P11027" 2 "F1Up" "70217" "70390" "no" 18.74 2.93066027681028 357.16 5.87818386064902
"701" "Up" "F1" "P11027" 3 "F1Up" "70217" "70390" "no" 25.27 3.2296179214001 440.54 6.08800124715601
"702" "Up" "F1" "P11028" 1 "F1Up" "70217" "70406" "UtF2" 21.83 3.08328517056185 446.09 6.10052072538442
"703" "Up" "F1" "P11028" 2 "F1Up" "70217" "70406" "UtF2" 21.11 3.04974686186023 380.7 5.94201166338845
"704" "Up" "F1" "P11028" 3 "F1Up" "70217" "70406" "UtF2" 25.58 3.2418107961507 487.34 6.18896203143861
"705" "Up" "F1" "P11029" 1 "F1Up" "70268" "70074" "no" 21.36 3.06152001409199 482.67 6.17933319033105
"706" "Up" "F1" "P11029" 2 "F1Up" "70268" "70074" "no" 21.17 3.05258508514677 470.21 6.15317940342554
"707" "Up" "F1" "P11029" 3 "F1Up" "70268" "70074" "no" 20.74 3.03206420280138 442.25 6.09187533303989
"708" "Up" "F1" "P11029" 4 "F1Up" "70268" "70074" "no" 12.78 2.54788144894939 274.05 5.61331057149213
"709" "Up" "F1" "P11030" 1 "F1Up" "70268" "70305" "no" 18.33 2.90853906185161 507.77 6.23002858914807
"710" "Up" "F1" "P11030" 2 "F1Up" "70268" "70305" "no" 15.28 2.72654478373837 464.64 6.14126291219638
"711" "Up" "F1" "P11030" 3 "F1Up" "70268" "70305" "no" 13.12 2.57413778351594 435.13 6.07564483701646
