Generation	numb	LINE	Line	pop	dam 	sire	Gener	ind	rep	ident	Bloss	no.bloss	date	asd	gad	gw	ghl	ghr	ubl	ubw	GA	UBA	SEL		
4	184	U	Up	51	3028A	3038A	F4	4024	C	51U4024C	1	1	06.07.2017	5,95	5,16	8,68	3,69	3,9	19,69	22,84	32,9406	449,7196	NA		
4	215	U	Up	51	3028A	3038A	F4	4024	C	51U4024C	2	1	09.07.2017	5,32	5	7,81	3,2	3,72	19,68	26,3	27,0226	517,584	NA		
4	216	U	Up	51	3028A	3038A	F4	4024	C	51U4024C	3	2	09.07.2017	3,82	5,63	7,3	2,69	3,23	22,49	28	21,608	629,72	NA		
4	12	U	Up	51	3030B	3004	F4	4025	A	51U4025A	1	1	25.05.2017	1,83	4,47	6,61	2,57	2,73	14,86	17,35	17,5165	257,821	NA		
4	136	U	Up	51	3030B	3004	F4	4025	A	51U4025A	2	1	30.06.2017	0,96	5,3	8,68	3,92	3,86	22,11	24,28	33,7652	536,8308	NA		
4	194	U	Up	51	3030B	3004	F4	4025	A	51U4025A	3	1	06.07.2017	1,97	5,46	8,75	3,99	3,37	20,18	22,57	32,2	455,4626	NA		
4	45	U	Up	51	3030B	3013B	F4	4026	B	51U4026B	1	1	05.06.2017	2,15	4,33	6,88	3,2	3,42	20,24	22,38	22,7728	452,9712	NA		
4	74	U	Up	51	3030B	3013B	F4	4026	B	51U4026B	2	1	17.06.2017	3,05	4,41	7,84	3,5	3,43	20,01	24,99	27,1656	500,0499	NA		
4	75	U	Up	51	3030B	3013B	F4	4026	B	51U4026B	3	1	17.06.2017	3,52	4,89	7,75	3,48	3,38	20,18	24,95	26,5825	503,491	NA		
4	117	U	Up	51	3030B	3039B	F4	4027	C	51U4027C	1	1	27.06.2017	2,79	4,55	7,99	3,2	2,93	20,76	25	24,48935	519	NA		
4	118	U	Up	51	3030B	3039B	F4	4027	C	51U4027C	2	1	27.06.2017	2,01	5,07	8,25	3,55	3,01	20,73	24,48	27,06	507,4704	NA		
4	185	U	Up	51	3030B	3039B	F4	4027	C	51U4027C	3	1	06.07.2017	2,82	4,73	7,94	3,19	2,94	19,48	22,4	24,3361	436,352	NA		
4	35	U	Up	51	3030B	3058	F4	4028	B	51U4028B	1	1	30.05.2017	3,48	4,36	6,83	3,19	3,11	23,7	26,36	21,5145	624,732	NA		
4	36	U	Up	51	3030B	3058	F4	4028	B	51U4028B	2	2	30.05.2017	3,34	4,8	7,14	3,84	3,8	18,74	21,47	27,2748	402,3478	NA		
4	88	U	Up	51	3030B	3058	F4	4028	B	51U4028B	3	1	20.06.2017	3,18	4,71	6,21	2,42	2,53	21,38	22,03	15,36975	471,0014	NA		
4	51	U	Up	51	3030B	3058	F4	4028	C	51U4028C	1	1	06.06.2017	2,04	5,1	8,51	3,3	3,62	22,41	24,95	29,4446	559,1295	NA		
4	219	U	Up	51	3030B	3058	F4	4028	C	51U4028C	2	3	23.07.2017	3,85	5,12	8,18	3,57	3,45	21,57	24,37	28,7118	525,6609	NA		
4	238	U	Up	51	3030B	3058	F4	4028	C	51U4028C	3	1	15.08.2017	3,42	4,42	7,53	3,21	2,79	19,71	22,99	22,59	453,1329	NA		
4	1	U	Up	51	3032B	3004	F4	4029	C	51U4029C	1	1	23.05.2017	2,4	5,66	8,87	3,78	4,02	22,71	25,51	34,593	579,3321	NA		
4	47	U	Up	51	3032B	3004	F4	4029	C	51U4029C	2	1	06.06.2017	2	4,96	8,37	3,76	3,68	20,95	25,98	31,1364	544,281	NA		
4	48	U	Up	51	3032B	3004	F4	4029	C	51U4029C	3	2	06.06.2017	3,08	5,16	6,44	2,4	2,29	18,86	19,14	15,1018	360,9804	NA		
4	37	U	Up	51	3032B	3012	F4	4030	D	51U4030D	1	1	30.05.2017	2,3	4,79	6,87	3,11	3,09	21,96	24,89	21,297	546,5844	NA		
4	92	U	Up	51	3032B	3012	F4	4030	D	51U4030D	2	1	20.06.2017	4,18	4,97	7,94	3,19	3,5	20,54	24,36	26,5593	500,3544	NA		
4	202	U	Up	51	3032B	3012	F4	4030	D	51U4030D	3	1	07.07.2017	1,61	4,85	7,81	3,5	3,7	22,66	26,29	28,116	595,7314	NA		
4	84	U	Up	51	3032B	3012	F4	4030	C	51U4030C	1	1	17.06.2017	2,43	6,46	8,86	4,21	4,1	27,51	29,19	36,8133	803,0169	NA		
4	196	U	Up	51	3032B	3012	F4	4030	C	51U4030C	2	1	07.07.2017	3,51	6,63	8,57	3,58	3,8	22,37	26,24	31,6233	586,9888	NA		
4	224	U	Up	51	3032B	3012	F4	4030	C	51U4030C	3	1	24.07.2017	2,91	5,72	7,1	2,96	3,08	18,72	20,91	21,442	391,4352	NA		
4	3	U	Up	51	3032B	3038A	F4	4031	C	51U4031C	1	1	24.05.2017	3,66	5,02	6,81	2,61	2,89	22,78	24,85	18,7275	566,083	NA		
4	44	U	Up	51	3032B	3038A	F4	4031	C	51U4031C	2	1	05.06.2017	1,78	5,93	8,72	3,73	3,35	21,51	24,95	30,8688	536,6745	NA		
4	175	U	Up	51	3032B	3038A	F4	4031	C	51U4031C	3	1	03.07.2017	2,89	5,51	7,46	3,51	3,38	20,98	23,26	25,6997	487,9948	NA		
4	200	U	Up	51	3032B	3039B	F4	4032	C	51U4032C	1	1	07.07.2017	3,61	5,82	8,18	3,77	3,62	24,82	26,84	30,2251	666,1688	NA		
4	201	U	Up	51	3032B	3039B	F4	4032	C	51U4032C	2	3	07.07.2017	3,1	6,13	7,76	3,41	3,43	26,56	29,56	26,5392	785,1136	NA		
4	240	U	Up	51	3032B	3039B	F4	4032	C	51U4032C	3	3	30.08.2017	4,41	5,38	9,12	3,95	4,06	23,51	27,25	36,5256	640,6475	NA		
4	17	U	Up	51	3037	3004	F4	4033	B	51U4033B	1	1	26.05.2017	2,5	5,47	7,92	3,38	3,36	19,67	21,44	26,6904	421,7248	NA		
4	40	U	Up	51	3037	3004	F4	4033	B	51U4033B	2	1	05.06.2017	2,59	5,21	8,81	3,52	3,41	19,49	22,93	30,52665	446,9057	NA		
4	41	U	Up	51	3037	3004	F4	4033	B	51U4033B	3	1	05.06.2017	2,64	4,66	9,42	4,17	4,06	22,48	24,42	38,7633	548,9616	NA		
4	14	U	Up	51	3037	3042	F4	4034	C	51U4034C	1	2	25.05.2017	1,14	5,14	7,25	2,52	2,93	20,14	24,55	19,75625	494,437	NA		
4	72	U	Up	51	3037	3042	F4	4034	C	51U4034C	2	1	13.06.2017	1,91	6,16	8,93	3,87	3,66	19,72	25,15	33,62145	495,958	NA		
4	132	U	Up	51	3037	3042	F4	4034	C	51U4034C	3	1	28.06.2017	2,49	5,64	8,3	3,86	3,34	19,66	23,85	29,88	468,891	NA		
4	60	U	Up	51	3037	3042	F4	4034	D	51U4034D	1	1	12.06.2017	2,32	5,3	8,06	3,66	4,04	19,73	24,21	31,031	477,6633	NA		
4	110	U	Up	51	3037	3042	F4	4034	D	51U4034D	2	1	26.06.2017	2,38	4,93	7,57	3,11	2,83	17,85	20,16	22,4829	359,856	NA		
4	111	U	Up	51	3037	3042	F4	4034	D	51U4034D	3	2	26.06.2017	1,82	5,25	8,17	3,62	4,09	21,58	26,01	31,49535	561,2958	NA		
4	59	U	Up	51	3037	3013B	F4	4035	D	51U4035D	1	1	12.06.2017	2,98	5,16	7,92	3,49	3,44	20,24	21,41	27,4428	433,3384	NA		
4	205	U	Up	51	3037	3013B	F4	4035	D	51U4035D	2	1	07.07.2017	3,02	5,6	8,6	3,51	4,01	19,38	22,63	32,336	438,5694	NA		
4	206	U	Up	51	3037	3013B	F4	4035	D	51U4035D	3	1	07.07.2017	0,93	5,41	9,19	3,98	4,3	19,61	23,8	38,0466	466,718	NA		
4	64	U	Up	51	3037	3013B	F4	4035	C	51U4035C	1	1	12.06.2017	2,91	5,14	7,19	2,8	3,04	15,28	17,74	20,9948	271,0672	NA		
4	65	U	Up	51	3037	3013B	F4	4035	C	51U4035C	2	2	12.06.2017	3,06	5,64	8,04	3,77	3,98	18,68	20,68	31,155	386,3024	NA		
4	122	U	Up	51	3037	3013B	F4	4035	C	51U4035C	3	1	27.06.2017	3,15	5,52	8,9	4,07	3,77	21,18	24,68	34,888	522,7224	NA		
4	157	U	Up	51	3037	3030B	F4	4036	B	51U4036B	1	1	02.07.2017	2,63	3,2	7,68	3,13	3,08	17,72	18,24	23,8464	323,2128	NA		
4	158	U	Up	51	3037	3030B	F4	4036	B	51U4036B	2	2	02.07.2017	1,98	3,08	8,61	3,95	3,64	17,96	23,08	32,67495	414,5168	NA		
4	176	U	Up	51	3037	3030B	F4	4036	B	51U4036B	3	1	03.07.2017	2,81	6,06	7,78	2,62	3,35	19,44	22,87	23,2233	444,5928	NA		
4	171	U	Up	51	3038	3003	F4	4037	D	51U4037D	1	1	03.07.2017	2,1	5,34	8	3,32	3,45	18,55	20,63	27,08	382,6865	NA		
4	203	U	Up	51	3038	3003	F4	4037	D	51U4037D	2	1	07.07.2017	3,14	4,89	8,16	3,56	3,64	17,6	20,11	29,376	353,936	NA		
4	226	U	Up	51	3038	3003	F4	4037	D	51U4037D	3	3	24.07.2017	3,84	5,31	7,75	3,66	3,4	19,57	21,27	27,3575	416,2539	NA		
4	11	U	Up	51	3038	3012	F4	4038	D	51U4038D	1	1	25.05.2017	2,5	5,99	7,71	3,1	3,09	22,16	24,5	23,86245	542,92	NA		
4	46	U	Up	51	3038	3012	F4	4038	D	51U4038D	2	1	06.06.2017	1,97	5,91	8,24	3,75	3,49	24,01	26,72	29,8288	641,5472	NA		
4	76	U	Up	51	3038	3012	F4	4038	D	51U4038D	3	1	17.06.2017	3,25	6,13	7,96	3,4	3,16	19,84	22,31	26,1088	442,6304	NA		
4	33	U	Up	51	3038	3030B	F4	4039	B	51U4039B	1	1	30.05.2017	3,52	4,94	8,66	3,74	3,57	22,63	23,86	31,6523	539,9518	NA		
4	179	U	Up	51	3038	3030B	F4	4039	B	51U4039B	2	1	05.07.2017	2,15	4,37	8,15	3,3	3,42	20,89	24,33	27,384	508,2537	NA		
4	204	U	Up	51	3038	3030B	F4	4039	B	51U4039B	3	2	07.07.2017	3,01	4,72	8,48	3,77	4,2	22,02	25,87	33,7928	569,6574	NA		
4	119	U	Up	51	3038	3063A	F4	4040	C	51U4040C	1	1	27.06.2017	2,79	4,59	8,18	3,35	3,4	19,67	21,3	27,6075	418,971	NA		
4	120	U	Up	51	3038	3063A	F4	4040	C	51U4040C	2	1	27.06.2017	2,81	4,79	8,04	3,52	3,37	21,42	23,61	27,6978	505,7262	NA		
4	121	U	Up	51	3038	3063A	F4	4040	C	51U4040C	3	1	27.06.2017	3,6	4,59	8,88	3,89	3,47	18,96	21,75	32,6784	412,38	NA		
4	86	U	Up	51	3039B	3011	F4	4041	D	51U4041D	1	1	17.06.2017	2,67	6,11	8,9	4,12	4,12	24,01	25,55	36,668	613,4555	NA		
4	148	U	Up	51	3039B	3011	F4	4041	D	51U4041D	2	1	30.06.2017	1,73	5,73	9,67	4,44	4,04	23,75	27,56	41,0008	654,55	NA		
4	149	U	Up	51	3039B	3011	F4	4041	D	51U4041D	3	1	30.06.2017	3,28	5,44	9,15	4,35	4,14	22,23	25,7	38,84175	571,311	NA		
4	90	U	Up	51	3039B	3011	F4	4041	C	51U4041C	1	1	20.06.2017	4,49	5,19	7,71	3,43	3,44	23,15	24,87	26,48385	575,7405	NA		
4	165	U	Up	51	3039B	3011	F4	4041	C	51U4041C	2	1	02.07.2017	3,94	5,16	8,02	3,8	3,86	20,71	22,83	30,7166	472,8093	NA		
4	166	U	Up	51	3039B	3011	F4	4041	C	51U4041C	3	2	02.07.2017	3,36	5,52	7,72	3,21	3,18	21,22	25,21	24,6654	534,9562	NA		
4	20	U	Up	51	3039B	3042	F4	4042	B	51U4042B	1	1	26.05.2017	2,51	5,7	8,64	3,77	3,79	21,82	25,52	32,6592	556,8464	NA		
4	42	U	Up	51	3039B	3042	F4	4042	B	51U4042B	2	1	05.06.2017	2,81	5,15	9,11	3,87	3,64	21,6	26,96	34,20805	582,336	NA		
4	106	U	Up	51	3039B	3042	F4	4042	B	51U4042B	3	1	23.06.2017	1,67	5,43	9,18	3,28	4,06	22,53	25,92	33,6906	583,9776	NA		
4	52	U	Up	51	3039B	3042	F4	4042	D	51U4042D	1	1	06.06.2017	1,94	5,87	8,66	3,95	3,9	19,86	23,68	33,9905	470,2848	NA		
4	80	U	Up	51	3039B	3042	F4	4042	D	51U4042D	2	2	17.06.2017	3,42	5,87	9,09	3,72	4,04	21,47	26,32	35,2692	565,0904	NA		
4	151	U	Up	51	3039B	3042	F4	4042	D	51U4042D	3	1	30.06.2017	1,87	5,16	8,59	3,66	3,88	18,63	24,21	32,3843	451,0323	NA		
4	56	U	Up	51	3039B	3063	F4	4043	A	51U4043A	1	2	06.06.2017	3,66	5,52	8,13	3,56	3,31	21,55	23,11	27,92655	498,0205	NA		
4	145	U	Up	51	3039B	3063	F4	4043	A	51U4043A	2	2	30.06.2017	2	4,56	7,84	3,42	3,54	22,8	23,85	27,2832	543,78	NA		
4	195	U	Up	51	3039B	3063	F4	4043	A	51U4043A	3	1	07.07.2017	2,26	4,67	7,82	3,19	3,32	18,68	19,63	25,4541	366,6884	NA		
4	89	U	Up	51	3039B	3063	F4	4043	C	51U4043C	1	1	20.06.2017	3,43	5,49	8,45	3,17	3,57	23,35	23,16	28,4765	540,786	NA		
4	164	U	Up	51	3039B	3063	F4	4043	C	51U4043C	2	1	02.07.2017	3,46	4,77	8,38	3,05	3,33	22,79	23,27	26,7322	530,3233	NA		
4	229	U	Up	51	3039B	3063	F4	4043	C	51U4043C	3	3	24.07.2017	5,22	4,93	8,82	3,39	3,29	22,93	24,87	29,4588	570,2691	NA		
4	9	U	Up	51	3039B	3013B	F4	4044	A	51U4044A	1	1	24.05.2017	2,48	5,8	8,53	3,85	3,98	22,19	22,64	33,39495	502,3816	NA		
4	32	U	Up	51	3039B	3013B	F4	4044	A	51U4044A	2	1	29.05.2017	4,42	4,94	8,29	3,77	3,9	21,6	25,62	31,79215	553,392	NA		
4	223	U	Up	51	3039B	3013B	F4	4044	A	51U4044A	3	1	23.07.2017	2,21	6	7,56	2,84	3,16	18,92	21,31	22,68	403,1852	NA		
4	66	U	Up	51	3040	3011	F4	4045	D	51U4045D	1	1	12.06.2017	2,79	4,47	7,37	2,84	2,89	19,89	24,42	21,11505	485,7138	NA		
4	67	U	Up	51	3040	3011	F4	4045	D	51U4045D	2	1	12.06.2017	2,19	4,79	6,66	2,46	2,58	19,59	20,51	16,7832	401,7909	NA		
4	124	U	Up	51	3040	3011	F4	4045	D	51U4045D	3	1	27.06.2017	1,47	5,34	7,77	3,52	3,68	21,36	23,94	27,972	511,3584	NA		
4	49	U	Up	51	3040	3013B	F4	4046	B	51U4046B	1	1	06.06.2017	2,2	5,23	7,04	3,32	3	19,2	21,67	22,2464	416,064	NA		
4	77	U	Up	51	3040	3013B	F4	4046	B	51U4046B	2	1	17.06.2017	4,24	4	8,65	3,39	3,51	23,12	27,51	29,8425	636,0312	NA		
4	152	U	Up	51	3040	3013B	F4	4046	B	51U4046B	3	1	30.06.2017	2,14	4,9	9,42	3,72	3,66	20,4	27,09	34,7598	552,636	NA		
4	73	U	Up	51	3040	3013B	F4	4046	D	51U4046D	1	1	15.06.2017	3,28	5,14	8,17	3,57	3,9	21,46	22,83	30,51495	489,9318	NA		
4	197	U	Up	51	3040	3013B	F4	4046	D	51U4046D	2	1	07.07.2017	2,29	4,68	8,56	3,56	3,75	18,02	21,5	31,2868	387,43	NA		
4	227	U	Up	51	3040	3013B	F4	4046	D	51U4046D	3	1	24.07.2017	3,67	4,73	8,36	2,87	3,58	17,46	19,98	26,961	348,8508	NA		
4	43	U	Up	51	3040	3030B	F4	4047	A	51U4047A	1	1	05.06.2017	2,39	4,74	8,32	3,04	3,47	22,15	25,53	27,0816	565,4895	NA		
4	161	U	Up	51	3040	3030B	F4	4047	A	51U4047A	2	1	02.07.2017	3,16	5,44	8,17	3,26	3,58	19,9	21,88	27,9414	435,412	NA		
4	199	U	Up	51	3040	3030B	F4	4047	A	51U4047A	3	1	07.07.2017	2,73	5,14	8,3	3,42	3,49	21,62	23,74	28,6765	513,2588	NA		
4	130	U	Up	51	3040	3064	F4	4048	D	51U4048D	1	1	28.06.2017	2,69	5,52	7,5	2,83	2,75	19,72	22,51	20,925	443,8972	NA		
4	131	U	Up	51	3040	3064	F4	4048	D	51U4048D	2	2	28.06.2017	3,72	5,79	7,09	3,17	3,54	24,09	25,94	23,78695	624,8946	NA		
4	214	U	Up	51	3040	3064	F4	4048	D	51U4048D	3	1	09.07.2017	3,69	5	7,67	3,48	3,03	17,48	22,25	24,96585	388,93	NA		
4	70	U	Up	51	3042	3012	F4	4049	C	51U4049C	1	1	13.06.2017	2,65	5,38	6,58	2,06	2,65	19,81	23,55	15,4959	466,5255	NA		
4	135	U	Up	51	3042	3012	F4	4049	C	51U4049C	2	1	28.06.2017	2,49	6,16	8,83	4,15	3,96	22,7	27,44	35,80565	622,888	NA		
4	193	U	Up	51	3042	3012	F4	4049	C	51U4049C	3	1	06.07.2017	5,08	4,39	7,65	3,48	3,38	19,9	23,63	26,2395	470,237	NA		
4	139	U	Up	51	3042	3028	F4	4050	C	51U4050C	1	1	30.06.2017	3,73	4,63	7,11	3,26	2,92	20,66	23,36	21,9699	482,6176	NA		
4	140	U	Up	51	3042	3028	F4	4050	C	51U4050C	2	1	30.06.2017	2,24	5,18	8,11	3,48	3,7	19,45	23,42	29,1149	455,519	NA		
4	225	U	Up	51	3042	3028	F4	4050	C	51U4050C	3	1	24.07.2017	2,17	4,92	8,55	3,75	3,72	18,72	23,23	31,93425	434,8656	NA		
4	28	U	Up	51	3042	3040	F4	4051	D	51U4051D	1	1	29.05.2017	NA	5,04	6,41	2,63	2,79	16,43	19,45	17,3711	319,5635	NA		
4	68	U	Up	51	3042	3040	F4	4051	D	51U4051D	2	1	12.06.2017	5,37	4,71	8,44	3,5	3,15	20,74	26,3	28,063	545,462	NA		
4	115	U	Up	51	3042	3040	F4	4051	D	51U4051D	3	1	26.06.2017	2,42	5,74	8,22	3,6	3,56	21,76	25,77	29,4276	560,7552	NA		
4	125	U	Up	51	3042	3058	F4	4052	C	51U4052C	1	1	27.06.2017	2,65	4,81	8,59	3,77	3,35	20,12	25,21	30,5804	507,2252	NA		
4	182	U	Up	51	3042	3058	F4	4052	C	51U4052C	2	2	06.07.2017	2,6	5,51	8,7	3,58	3,2	20,38	24,31	29,493	495,4378	NA		
4	208	U	Up	51	3042	3058	F4	4052	C	51U4052C	3	1	07.07.2017	1,13	5,54	9,82	4,2	3,92	19,59	27,57	39,8692	540,0963	NA		
4	127	U	Up	51	3058	3011	F4	4053	C	51U4053C	1	2	28.06.2017	1,15	5,66	9,47	4,39	4,04	22,46	28,76	39,91605	645,9496	NA		
4	187	U	Up	51	3058	3011	F4	4053	C	51U4053C	2	1	06.07.2017	0,84	4,79	8,31	3,84	3,7	20,15	25,69	31,3287	517,6535	NA		
4	188	U	Up	51	3058	3011	F4	4053	C	51U4053C	3	3	06.07.2017	3,86	4,52	8,7	3,47	3,44	23,5	26,38	30,0585	619,93	NA		
4	91	U	Up	51	3058	3037	F4	4054	D	51U4054D	1	1	20.06.2017	2,72	5,51	8,7	4,44	3,75	22,77	26,18	35,6265	596,1186	NA		
4	172	U	Up	51	3058	3037	F4	4054	D	51U4054D	2	1	03.07.2017	2,39	5,9	8,47	3,95	3,89	19,93	21,93	33,2024	437,0649	NA		
4	173	U	Up	51	3058	3037	F4	4054	D	51U4054D	3	1	03.07.2017	1,28	5,52	8,8	4,3	4,17	21,39	26,48	37,268	566,4072	NA		
4	180	U	Up	51	3058	3038	F4	4055	B	51U4055B	1	1	05.07.2017	3,11	6,41	8,41	3,82	3,91	22,52	24,67	32,50465	555,5684	NA		
4	181	U	Up	51	3058	3038	F4	4055	B	51U4055B	2	1	05.07.2017	4,25	5,34	9,5	4,33	4,52	21,79	27	42,0375	588,33	NA		
4	207	U	Up	51	3058	3038	F4	4055	B	51U4055B	3	2	07.07.2017	4,24	6,15	8,32	3,31	3,65	24,04	26,51	28,9536	637,3004	NA		
4	69	U	Up	51	3058	3064	F4	4056	A	51U4056A	1	1	13.06.2017	2,63	5,59	8,87	4,71	4,18	24,13	29,45	39,42715	710,6285	NA		
4	141	U	Up	51	3058	3064	F4	4056	A	51U4056A	2	1	30.06.2017	2,15	5,63	8,16	3,7	4,05	22,02	29	31,62	638,58	NA		
4	142	U	Up	51	3058	3064	F4	4056	A	51U4056A	3	3	30.06.2017	3,23	5,02	9	4,34	4,5	21,74	28,82	39,78	626,5468	NA		
4	116	U	Up	51	3063	3003	F4	4057	A	51U4057A	1	1	26.06.2017	2,56	5,18	9,2	3,87	3,99	20,24	22,82	36,156	461,8768	NA		
4	183	U	Up	51	3063	3003	F4	4057	A	51U4057A	2	1	06.07.2017	3,39	5,14	8,71	4,08	3,45	18,28	20,8	32,79315	380,224	NA		
4	234	U	Up	51	3063	3003	F4	4057	A	51U4057A	3	1	26.07.2017	2,11	5,91	9,33	4,73	3,91	17,74	20,78	40,3056	368,6372	NA		
4	2	U	Up	51	3063	3011	F4	4058	B	51U4058B	1	1	23.05.2017	1,81	5,01	8,3	3,76	3,6	20,22	21,66	30,544	437,9652	NA		
4	15	U	Up	51	3063	3011	F4	4058	B	51U4058B	2	1	26.05.2017	3,48	4,69	7,45	3,78	3,21	17,17	18,57	26,03775	318,8469	NA		
4	16	U	Up	51	3063	3011	F4	4058	B	51U4058B	3	1	26.05.2017	1,35	4,99	7,98	3,88	3,99	21,28	23,93	31,4013	509,2304	NA		
4	231	U	Up	51	3063	3011	F4	4058	A	51U4058A	1	1	25.07.2017	2,64	5,66	8,45	4	3,58	19,04	19,59	32,0255	372,9936	NA		
4	233	U	Up	51	3063	3011	F4	4058	A	51U4058A	2	1	26.07.2017	3,67	5,68	9,26	4,35	4,34	20,94	24,31	40,2347	509,0514	NA		
4	239	U	Up	51	3063	3011	F4	4058	A	51U4058A	3	1	17.08.2017	1,75	5,56	7,9	4,04	3,87	19,99	21,85	31,2445	436,7815	NA		
4	86	U	Up	51	3063	3028	F4	4059	B	51U4059B	1	1	20.06.2017	1,96	5	6,62	2,23	2,13	22,33	22,72	14,4316	507,3376	NA		
4	87	U	Up	51	3063	3028	F4	4059	B	51U4059B	2	1	20.06.2017	2,12	4,9	7,66	3,28	3,19	21,34	25,47	24,7801	543,5298	NA		
4	228	U	Up	51	3063	3028	F4	4059	B	51U4059B	3	2	24.07.2017	4,43	5	7,88	3,15	2,96	21,9	26,26	24,0734	575,094	NA		
4	93	U	Up	51	3063	3028	F4	4059	A	51U4059A	1	1	20.06.2017	1,31	4,98	9,8	3,95	4,22	25,79	31,46	40,033	811,3534	NA		
4	167	U	Up	51	3063	3028	F4	4059	A	51U4059A	2	1	03.07.2017	3,64	5,04	8,35	4	3,62	18,72	22,81	31,8135	427,0032	NA		
4	168	U	Up	51	3063	3028	F4	4059	A	51U4059A	3	1	03.07.2017	1,29	5,75	8,8	3,73	3,57	19,57	23,16	32,12	453,2412	NA		
4	4	U	Up	51	3063	3058	F4	4060	C	51U4060C	1	1	24.05.2017	3,08	5,28	8,26	4,63	4,53	19,89	23,69	37,8308	471,1941	NA		
4	230	U	Up	51	3063	3058	F4	4060	C	51U4060C	2	3	25.07.2017	3,14	5,11	8,62	3,82	3,86	23,35	27,37	33,1008	639,0895	NA		
4	235	U	Up	51	3063	3058	F4	4060	C	51U4060C	3	1	27.07.2017	3,47	4,88	8,25	3,53	3,4	15,93	19,06	28,58625	303,6258	NA		
4	31	U	Up	51	3063	3058	F4	4060	B	51U4060B	1	1	29.05.2017	3,7	4,47	8,45	3,53	3,49	21,04	24,48	29,6595	515,0592	NA		
4	217	U	Up	51	3063	3058	F4	4060	B	51U4060B	2	1	23.07.2017	4,38	5,31	9,08	3,88	3,41	21,58	25,86	33,0966	558,0588	NA		
4	218	U	Up	51	3063	3058	F4	4060	B	51U4060B	3	3	23.07.2017	3,91	5,46	9,39	3,71	3,97	22,12	24,78	36,0576	548,1336	NA		
4	6	U	Up	51	3064	3037	F4	4061	C	51U4061C	1	1	24.05.2017	2,76	4,85	8,1	3,72	3,64	22,39	27,72	29,808	620,6508	NA		
4	7	U	Up	51	3064	3037	F4	4061	C	51U4061C	2	1	24.05.2017	3,24	4,95	7,23	3,49	3,29	23,55	27,1	24,5097	638,205	NA		
4	30	U	Up	51	3064	3037	F4	4061	C	51U4061C	3	1	29.05.2017	5,43	5,45	8,27	4,24	4,15	22,39	26,56	34,69265	594,6784	NA		
4	53	U	Up	51	3064	3037	F4	4061	A	51U4061A	1	1	06.06.2017	2,22	5,28	8,31	3,59	3,5	20,06	25,16	29,45895	504,7096	NA		
4	54	U	Up	51	3064	3037	F4	4061	A	51U4061A	2	1	06.06.2017	3,41	4,68	6,84	2,89	2,79	17,86	20,74	19,4256	370,4164	NA		
4	81	U	Up	51	3064	3037	F4	4061	A	51U4061A	3	1	17.06.2017	2,96	4,6	6,68	2,44	2,73	19,9	20,66	17,2678	411,134	NA		
4	8	U	Up	51	3064	3042	F4	4062	A	51U4062A	1	1	24.05.2017	2,6	4,88	7,47	3,23	2,79	19,74	22,59	22,4847	445,9266	NA		
4	150	U	Up	51	3064	3042	F4	4062	A	51U4062A	2	1	30.06.2017	2,53	5,34	8,66	4,06	4,21	19,86	27,25	35,8091	541,185	NA		
4	236	U	Up	51	3064	3042	F4	4062	A	51U4062A	3	1	27.07.2017	2,91	5,82	8,39	3,58	3,84	18,38	21,03	31,1269	386,5314	NA		
4	134	U	Up	51	3064	3032B	F4	4063	A	51U4063A	1	1	28.06.2017	2,92	5,19	7,59	3,22	3,02	20,39	23,91	23,6808	487,5249	NA		
4	138	U	Up	51	3064	3032B	F4	4063	A	51U4063A	2	1	30.06.2017	2,06	6,41	8,95	4,12	4,08	21,52	25,54	36,695	549,6208	NA		
4	192	U	Up	51	3064	3032B	F4	4063	A	51U4063A	3	2	06.07.2017	3,02	5,09	8,83	3,73	3,53	17,97	22,5	32,0529	404,325	NA		
4	5	U	Up	51	3064	3039B	F4	4064	C	51U4064C	1	1	24.05.2017	2,48	6,19	9,49	3,95	4,41	22,85	25,79	39,6682	589,3015	NA		
4	146	U	Up	51	3064	3039B	F4	4064	C	51U4064C	2	1	30.06.2017	1,97	6,17	8,39	3,93	3,94	22,4	24,89	33,01465	557,536	NA		
4	147	U	Up	51	3064	3039B	F4	4064	C	51U4064C	3	1	30.06.2017	2,38	5,73	8,5	3,94	4,01	21,82	26,35	33,7875	574,957	NA		
4	122	RAN	Ran	51	NA	NA	F4	P.001	C	51P.001C	1	1	09.07.2017	2,45	6,63	8,27	4,03	3,93	21,72	26,75	32,9146	581,01	NA		
4	123	RAN	Ran	51	NA	NA	F4	P.001	C	51P.001C	2	1	09.07.2017	3,96	5,55	7,8	4,1	3,68	20,28	27,32	30,342	554,0496	NA		
4	128	RAN	Ran	51	NA	NA	F4	P.001	C	51P.001C	3	1	14.08.2017	3,6	4,82	7,49	3,04	3,21	19,17	22,64	23,40625	434,0088	NA		
4	38	RAN	Ran	51	NA	NA	F4	P.002	B	51P.002B	1	1	30.05.2017	2,51	4,79	6,58	2,71	2,47	18,96	22,46	17,0422	425,8416	NA		
4	78	RAN	Ran	51	NA	NA	F4	P.002	B	51P.002B	2	2	28.06.2017	2,55	5,96	8,24	4,16	3,6	21,22	23,12	31,9712	490,6064	NA		
4	108	RAN	Ran	51	NA	NA	F4	P.002	B	51P.002B	3	1	06.07.2017	1,35	5,13	7,35	3,2	3,19	19,26	22,03	23,48325	424,2978	NA		
