Generation	numb	LINE	Line	pop	dam 	sire	Gener	ind	rep	ident	Bloss	no.bloss	date	asd	gad	gw	ghl	ghr	ubl	ubw	GA	UBA	SEL		
4	199	D	Down	51	3035A	3057B	F4	4040	C	51D4040C	2	1	23.07.2017	2,38	4,47	7,24	3,05	2,95	18,74	21,85	21,72	409,469	NA		
4	217	D	Down	51	3035A	3057B	F4	4040	C	51D4040C	3	1	25.07.2017	4,04	4,83	7,72	3,16	3	18,8	24,1	23,7776	453,08	NA		
4	19	D	Down	51	3043B	3002B	F4	4041	D	51D4041D	1	1	25.05.2017	2,94	4,33	5,53	1,64	1,61	18,33	18,27	8,98625	334,8891	NA		
4	120	D	Down	51	3043B	3002B	F4	4041	D	51D4041D	2	1	27.06.2017	2,92	4,96	7,5	3,07	2,77	19,54	21,67	21,9	423,4318	NA		
4	198	D	Down	51	3043B	3002B	F4	4041	D	51D4041D	3	1	23.07.2017	3,45	4,26	7,02	2,72	2,34	17,12	19,51	17,7606	334,0112	NA		
4	94	D	Down	51	3043B	3029A	F4	4042	B	51D4042B	1	1	23.06.2017	3,9	4,88	7,22	2,81	3,02	20,07	25,14	21,0463	504,5598	NA		
4	95	D	Down	51	3043B	3029A	F4	4042	B	51D4042B	2	1	23.06.2017	2,86	4,96	5,11	1,73	1,93	19,83	21,36	9,3513	423,5688	NA		
4	149	D	Down	51	3043B	3029A	F4	4042	B	51D4042B	3	1	02.07.2017	2,67	3,8	6,18	2,76	2,71	17,7	20,79	16,9023	367,983	NA		
4	72	D	Down	51	3043B	3052B	F4	4043	B	51D4043B	1	1	13.06.2017	2,38	5,47	8,13	3,15	3,29	22,13	24,93	26,1786	551,7009	NA		
4	136	D	Down	51	3043B	3052B	F4	4043	B	51D4043B	2	1	28.06.2017	3,13	5,43	6,64	2,44	2,57	23,27	25,74	16,6332	598,9698	NA		
4	142	D	Down	51	3043B	3052B	F4	4043	B	51D4043B	3	1	30.06.2017	2,26	4,74	7,84	3,07	3,06	18,59	25,53	24,0296	474,6027	NA		
4	5	D	Down	51	3043B	3057B	F4	4044	D	51D4044D	1	1	24.05.2017	3,31	5,05	7,64	3,11	3,15	23,07	25,37	23,9132	585,2859	NA		
4	32	D	Down	51	3043B	3057B	F4	4044	D	51D4044D	2	2	26.05.2017	3,19	4,55	7,99	3,42	3,22	22,87	27,22	26,5268	622,5214	NA		
4	NA	D	Down	51	3043B	3057B	F4	4044	D	51D4044D	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
4	12	D	Down	51	3043B	3057B	F4	4044	B	51D4044B	1	1	24.05.2017	2,16	5,18	6,19	2,79	2,79	20,94	21,63	17,2701	452,9322	NA		
4	77	D	Down	51	3043B	3057B	F4	4044	B	51D4044B	2	1	17.06.2017	1,31	5,96	6,87	2,77	2,58	21,55	23,15	18,37725	498,8825	NA		
4	148	D	Down	51	3043B	3057B	F4	4044	B	51D4044B	3	1	30.06.2017	2,18	5,07	6,78	2,77	2,85	19,44	21,33	19,0518	414,6552	NA		
4	66	D	Down	51	3046A	3003B	F4	4045	D	51D4045D	1	1	12.06.2017	2,94	4,92	6,35	1,37	1,82	21,48	24,68	10,12825	530,1264	NA		
4	67	D	Down	51	3046A	3003B	F4	4045	D	51D4045D	2	1	12.06.2017	2,56	4,51	6,01	2,11	1,8	17,11	19,56	11,74955	334,6716	NA		
4	89	D	Down	51	3046A	3003B	F4	4045	D	51D4045D	3	1	21.06.2017	2,73	4,71	7,42	2,53	2,56	17	20,73	18,8839	352,41	NA		
4	231	D	Down	51	3046A	3022A	F4	4046	A	51D4046A	1	1	14.08.2017	3,27	4,31	6,68	2,01	2,34	19,23	22,56	14,529	433,8288	NA		
4	236	D	Down	51	3046A	3022A	F4	4046	A	51D4046A	2	3	30.08.2017	4,13	4,88	6,57	2,11	2,13	20,67	25,68	13,9284	530,8056	NA		
4	NA	D	Down	51	3046A	3022A	F4	4046	A	51D4046A	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
4	46	D	Down	51	3046A	3043B	F4	4047	D	51D4047D	1	1	30.05.2017	3,02	4,47	6,82	2,68	3	18,43	21,79	19,3688	401,5897	NA		
4	156	D	Down	51	3046A	3043B	F4	4047	D	51D4047D	2	1	02.07.2017	2,67	4,72	6,71	2,55	2,52	19,57	23,1	17,00985	452,067	NA		
4	234	D	Down	51	3046A	3043B	F4	4047	D	51D4047D	3	1	17.08.2017	4,37	4,66	6,52	2,18	2,13	19,54	21,18	14,0506	413,8572	NA		
4	108	D	Down	51	3046A	3043B	F4	4047	C	51D4047C	1	1	23.06.2017	2,14	4,27	6,19	2,63	2,24	18,7	21,27	15,07265	397,749	NA		
4	109	D	Down	51	3046A	3043B	F4	4047	C	51D4047C	2	1	23.06.2017	3,03	4,58	7,11	2,31	2,23	20,9	23,97	16,1397	500,973	NA		
4	161	D	Down	51	3046A	3043B	F4	4047	C	51D4047C	3	1	03.07.2017	3,89	5,25	6,79	2,58	2,86	20,28	23,71	18,4688	480,8388	NA		
4	36	D	Down	51	3046A	3052B	F4	4048	B	51D4048B	1	1	26.05.2017	1,98	4,88	6,58	2,48	2,49	18,52	23,17	16,3513	429,1084	NA		
4	53	D	Down	51	3046A	3052B	F4	4048	B	51D4048B	2	1	05.06.2017	3,55	4,58	7,39	2,77	2,69	21,86	25,01	20,1747	546,7186	NA		
4	110	D	Down	51	3046A	3052B	F4	4048	B	51D4048B	3	1	23.06.2017	2,85	4,92	6,94	2,88	2,5	19,78	23,74	18,6686	469,5772	NA		
4	168	D	Down	51	3052B	3022A	F4	4049	D	51D4049D	1	1	05.07.2017	3,8	4,97	7,12	2,41	2,59	18,93	24,77	17,8	468,8961	NA		
4	179	D	Down	51	3052B	3022A	F4	4049	D	51D4049D	2	1	07.07.2017	3,24	6,1	6,63	2,38	2,45	19,66	24,36	16,01145	478,9176	NA		
4	NA	D	Down	51	3052B	3022A	F4	4049	D	51D4049D	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
4	98	D	Down	51	3052B	3025A	F4	4050	A	51D4050A	1	1	23.06.2017	2,27	5,71	7,13	3,01	2,95	18,5	21,98	21,2474	406,63	NA		
4	99	D	Down	51	3052B	3025A	F4	4050	A	51D4050A	2	1	23.06.2017	2,87	5,78	7,74	3,03	3,15	21,75	27,18	23,9166	591,165	NA		
4	150	D	Down	51	3052B	3025A	F4	4050	A	51D4050A	3	1	02.07.2017	2,21	3,89	7,48	3,02	3,05	16,92	21,42	22,7018	362,4264	NA		
4	69	D	Down	51	3052B	3035A	F4	4052	A	51D4052A	1	1	12.06.2017	2,79	4,51	6,06	1,83	2,03	20,35	23,46	11,6958	477,411	NA		
4	130	D	Down	51	3052B	3035A	F4	4052	A	51D4052A	2	1	27.06.2017	3,29	5,52	7,26	3,18	2,76	21,58	23,69	21,5622	511,2302	NA		
4	169	D	Down	51	3052B	3035A	F4	4052	A	51D4052A	3	2	06.07.2017	NA	NA	6,94	2,31	2,71	20,52	23,08	17,4194	473,6016	NA		
4	133	D	Down	51	3057B	3003B	F4	4053	D	51D4053D	1	1	28.06.2017	1,89	4,9	7,31	2,53	3,05	21,36	24,19	20,3949	516,6984	NA		
4	197	D	Down	51	3057B	3003B	F4	4053	D	51D4053D	2	1	23.07.2017	3,89	3,76	6,85	2,62	2,43	18,36	21,45	17,29625	393,822	NA		
4	205	D	Down	51	3057B	3003B	F4	4053	D	51D4053D	3	1	24.07.2017	1,89	4,37	6,82	2,4	2,47	16,84	19,05	16,6067	320,802	NA		
4	147	D	Down	51	3057B	3017A	F4	4054	C	51D4054C	1	1	30.06.2017	2,13	4,87	7,75	3,1	3,15	20,25	25,48	24,21875	515,97	NA		
4	228	D	Down	51	3057B	3017A	F4	4054	C	51D4054C	2	1	27.07.2017	1,85	5,61	7,42	3,05	2,99	18,26	21,95	22,4084	400,807	NA		
4	229	D	Down	51	3057B	3017A	F4	4054	C	51D4054C	3	3	27.07.2017	3,25	NA	6,52	2,52	2,62	21,16	24,34	16,7564	515,0344	NA		
4	56	D	Down	51	3057B	3032B	F4	4055	A	51D4055A	1	1	05.06.2017	2,22	5,08	8,09	3,03	3,34	19,13	24,25	25,76665	463,9025	NA		
4	100	D	Down	51	3057B	3032B	F4	4055	A	51D4055A	2	1	23.06.2017	0,94	4,81	6,93	2,63	2,42	17,07	21,03	17,49825	358,9821	NA		
4	195	D	Down	51	3057B	3032B	F4	4055	A	51D4055A	3	1	23.07.2017	1,81	4,65	7,58	2,94	2,72	17,7	22,33	21,4514	395,241	NA		
4	73	D	Down	51	3057B	3033B	F4	4056	C	51D4056C	1	1	15.06.2017	2,51	5,52	7,65	3,04	2,93	20,95	24,9	22,83525	521,655	NA		
4	143	D	Down	51	3057B	3033B	F4	4056	C	51D4056C	2	1	30.06.2017	2,03	4,8	7,69	3,38	3,04	19,21	21,25	24,6849	408,2125	NA		
4	178	D	Down	51	3057B	3033B	F4	4056	C	51D4056C	3	1	07.07.2017	3,35	4,8	6,73	2,83	3,07	18,7	22,47	19,8535	420,189	NA		
4	17	D	Down	51	3063A	3017A	F4	4057	A	51D4057A	1	1	25.05.2017	1,72	5,64	7,63	3,36	3,59	22,03	25,44	26,51425	560,4432	NA		
4	141	D	Down	51	3063A	3017A	F4	4057	A	51D4057A	2	2	30.06.2017	2,58	5,13	5,9	2	2,49	21,46	22,55	13,2455	483,923	NA		
4	177	D	Down	51	3063A	3017A	F4	4057	A	51D4057A	3	1	06.07.2017	4,3	4,21	6,78	2,51	2,9	18,33	20,69	18,3399	379,2477	NA		
4	28	D	Down	51	3063A	3017A	F4	4057	D	51D4057D	1	1	26.05.2017	3,1	4,35	6,22	2,18	2,21	20,64	22,09	13,6529	455,9376	NA		
4	29	D	Down	51	3063A	3017A	F4	4057	D	51D4057D	2	1	26.05.2017	3,89	3,96	6,4	2,54	2,76	18,59	22,81	16,96	424,0379	NA		
4	NA	D	Down	51	3063A	3017A	F4	4057	D	51D4057D	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
4	48	D	Down	51	3063A	3035A	F4	4058	D	51D4058D	1	1	30.05.2017	3,67	3,89	6,56	3,1	3,22	19,66	25,87	20,7296	508,6042	NA		
4	49	D	Down	51	3063A	3035A	F4	4058	D	51D4058D	2	1	30.05.2017	3,24	4,59	7,99	3,35	2,96	19,35	24,56	25,20845	475,236	NA		
4	87	D	Down	51	3063A	3035A	F4	4058	D	51D4058D	3	1	20.06.2017	2,84	4,94	6,44	2,68	2,49	19,8	23,66	16,6474	468,468	NA		
4	12	D	Down	51	3063A	3046A	F4	4059	D	51D4059D	1	1	24.05.2017	2,05	4,36	6,69	2,62	2,65	19,2	23,64	17,62815	453,888	NA		
4	61	D	Down	51	3063A	3046A	F4	4059	D	51D4059D	2	2	06.06.2017	2,49	4,67	6,46	2,34	2,47	16,95	21,12	15,5363	357,984	NA		
4	75	D	Down	51	3063A	3046A	F4	4059	D	51D4059D	3	1	15.06.2017	2,48	4,93	7,25	3,06	3,12	18,7	21,65	22,4025	404,855	NA		
4	59	D	Down	51	3063A	3046A	F4	4059	B	51D4059B	1	1	05.06.2017	2,74	5,03	7,91	3,33	3,56	21,39	24,73	27,24995	528,9747	NA		
4	152	D	Down	51	3063A	3046A	F4	4059	B	51D4059B	2	1	02.07.2017	3,11	4,18	6,97	2,97	3,26	17,2	22,58	21,71155	388,376	NA		
4	153	D	Down	51	3063A	3046A	F4	4059	B	51D4059B	3	1	02.07.2017	3,03	3,83	7,48	3,13	2,99	18,08	23,73	22,8888	429,0384	NA		
4	40	D	Down	51	3063A	3052B	F4	4060	D	51D4060D	1	1	26.05.2017	2,6	5,5	7,6	3,22	3,18	22,47	25,39	24,32	570,5133	NA		
4	58	D	Down	51	3063A	3052B	F4	4060	D	51D4060D	2	1	05.06.2017	3,74	4,43	6,9	2,75	2,57	19,39	22,81	18,354	442,2859	NA		
4	107	D	Down	51	3063A	3052B	F4	4060	D	51D4060D	3	1	23.06.2017	2,67	5,45	7,06	2,49	2,81	20,97	22,54	18,709	472,6638	NA		
4	204	D	Down	51	3023B	3029A	F4	4061	A	51D4061A	1	1	24.07.2017	3,11	3,84	7,23	2,49	2,42	17,69	20,26	17,74965	358,3994	NA		
4	209	D	Down	51	3023B	3029A	F4	4061	A	51D4061A	2	1	25.07.2017	2,17	4,74	6,7	1,84	2,49	18,67	20,67	14,5055	385,9089	NA		
4	220	D	Down	51	3023B	3029A	F4	4061	A	51D4061A	3	2	26.07.2017	2,89	5,85	7,81	2,95	2,77	20,23	24,56	22,3366	496,8488	NA		
4	35	D	Down	51	3023B	3032B	F4	4062	C	51D4062C	1	1	26.05.2017	2,19	4,79	6,78	2,72	2,53	21,59	24,47	17,7975	528,3073	NA		
4	90	D	Down	51	3023B	3032B	F4	4062	C	51D4062C	2	1	21.06.2017	2,73	4,32	6,11	2,36	2,38	19,04	22,39	14,4807	426,3056	NA		
4	91	D	Down	51	3023B	3032B	F4	4062	C	51D4062C	3	1	21.06.2017	2,54	5,3	7,38	2,83	2,83	22,15	23,04	20,8854	510,336	NA		
4	175	D	Down	51	3023B	3043B	F4	4063	D	51D4063D	1	1	06.07.2017	2,43	4,1	6,04	1,98	2,04	17,96	20,76	12,1404	372,8496	NA		
4	187	D	Down	51	3023B	3043B	F4	4063	D	51D4063D	2	3	09.07.2017	2,62	4,73	5,5	1,83	1,73	21	21,61	9,79	453,81	NA		
4	202	D	Down	51	3023B	3043B	F4	4063	D	51D4063D	3	1	23.07.2017	3,25	4,87	6	2,03	1,89	17,57	19	11,76	333,83	NA		
4	176	D	Down	51	3023B	3046A	F4	4064	C	51D4064C	1	1	06.07.2017	1,25	4,92	6,84	2,46	2,64	19,01	21,25	17,442	403,9625	NA		
4	208	D	Down	51	3023B	3046A	F4	4064	C	51D4064C	2	1	24.07.2017	2,47	4,98	6,55	2,13	2,27	20,13	23,01	14,41	463,1913	NA		
4	NA	D	Down	51	3023B	3046A	F4	4064	C	51D4064C	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
4	71	U	Up	51	3003	3037	F4	4001	B	51U4001B	1	1	13.06.2017	2,19	4,95	7,3	2,99	2,89	20,38	22,12	21,462	450,8056	NA		
4	137	U	Up	51	3003	3037	F4	4001	B	51U4001B	2	1	30.06.2017	2,77	5,02	7,16	2,05	3,03	21,84	23,88	18,1864	521,5392	NA		
4	213	U	Up	51	3003	3037	F4	4001	B	51U4001B	3	3	09.07.2017	2,92	5,39	8,38	3,55	4,02	18,56	23,66	31,7183	439,1296	NA		
4	94	U	Up	51	3003	3039	F4	4002	C	51U4002C	1	1	21.06.2017	2,79	5,2	8,55	3,54	3,61	21,57	24,72	30,56625	533,2104	NA		
4	95	U	Up	51	3003	3039	F4	4002	C	51U4002C	2	1	21.06.2017	3,19	5,35	8,42	3,05	3,41	22,33	24,98	27,1966	557,8034	NA		
4	163	U	Up	51	3003	3039	F4	4002	C	51U4002C	3	1	02.07.2017	2,01	4,52	9,16	3,96	3,82	20,74	23,56	35,6324	488,6344	NA		
4	96	U	Up	51	3003	3040	F4	4003	B	51U4003B	1	1	21.06.2017	3,47	5,73	7,34	3,54	3,35	25,14	26,33	25,2863	661,9362	NA		
4	107	U	Up	51	3003	3040	F4	4003	B	51U4003B	2	1	23.06.2017	2,68	5,39	7,68	3,84	3,59	22,74	25,93	28,5312	589,6482	NA		
4	108	U	Up	51	3003	3040	F4	4003	B	51U4003B	3	1	23.06.2017	1,29	5,89	8,26	3,99	4,19	22,19	26,46	33,7834	587,1474	NA		
4	21	U	Up	51	3003	3032B	F4	4004	B	51U4004B	1	1	26.05.2017	2,68	5,48	8,05	3,85	3,77	22,33	25,05	30,6705	559,3665	NA		
4	22	U	Up	51	3003	3032B	F4	4004	B	51U4004B	2	1	26.05.2017	2,96	6,3	9,09	4,03	4,07	23,32	29,95	36,8145	698,434	NA		
4	160	U	Up	51	3003	3032B	F4	4004	B	51U4004B	3	1	02.07.2017	2,25	3,4	8,05	3,48	4,01	16,32	23,08	30,14725	376,6656	NA		
4	128	U	Up	51	3004A	3028	F4	4005	D	51U4005D	1	2	28.06.2017	1,63	5,51	8,09	3,4	3,4	22,17	26,85	27,506	595,2645	NA		
4	186	U	Up	51	3004A	3028	F4	4005	D	51U4005D	2	1	06.07.2017	3,28	3,79	5,54	1,68	1,97	17,12	18,35	10,1105	314,152	NA		
4	237	U	Up	51	3004A	3028	F4	4005	D	51U4005D	3	1	27.07.2017	3,46	5,17	6,85	2,59	2,94	19,16	21,18	18,94025	405,8088	NA		
4	63	U	Up	51	3004A	3042	F4	4006	A	51U4006A	1	1	12.06.2017	4,97	5,11	8,54	3,84	3,88	19,7	26,61	32,9644	524,217	NA		
4	114	U	Up	51	3004A	3042	F4	4006	A	51U4006A	2	1	26.06.2017	4	5,25	7,45	3,12	3,1	18,87	23,23	23,1695	438,3501	NA		
4	123	U	Up	51	3004A	3042	F4	4006	A	51U4006A	3	1	27.06.2017	2,94	5,06	7,65	3,15	3,35	18,76	25,55	24,8625	479,318	NA		
4	99	U	Up	51	3004A	3040A	F4	4007	C	51U4007C	1	1	21.06.2017	2,23	5,9	8,67	3,58	3,52	21	25,3	30,7785	531,3	NA		
4	100	U	Up	51	3004A	3040A	F4	4007	C	51U4007C	2	1	21.06.2017	2,09	6,44	6,51	2,18	2,49	21,15	22,54	15,20085	476,721	NA		
4	162	U	Up	51	3004A	3040A	F4	4007	C	51U4007C	3	2	02.07.2017	1,51	3,76	8,17	3,14	3,33	17,43	21,11	26,42995	367,9473	NA		
4	38	U	Up	51	3004A	3058A	F4	4008	A	51U4008A	1	1	30.05.2017	1,81	4,34	6,36	2,6	2,58	18,04	20,83	16,4724	375,7732	NA		
4	169	U	Up	51	3004A	3058A	F4	4008	A	51U4008A	2	1	03.07.2017	2,77	4,13	8,59	3,73	3,67	19,65	23,22	31,783	456,273	NA		
4	170	U	Up	51	3004A	3058A	F4	4008	A	51U4008A	3	1	03.07.2017	2,51	4,35	7,71	3,56	3,42	19	21,83	26,9079	414,77	NA		
4	50	U	Up	51	3011	3004	F4	4009	A	51U4009A	1	1	06.06.2017	3,42	4,56	6,46	2,43	2,49	17,36	21,5	15,8916	373,24	NA		
4	78	U	Up	51	3011	3004	F4	4009	A	51U4009A	2	1	17.06.2017	3,09	5,44	8,54	3,76	3,62	19,19	23,45	31,5126	450,0055	NA		
4	79	U	Up	51	3011	3004	F4	4009	A	51U4009A	3	1	17.06.2017	3,41	5,44	8,41	3,18	3,41	20,66	23,2	27,71095	479,312	NA		
4	85	U	Up	51	3011	3030B	F4	4010	D	51U4010D	1	1	17.06.2017	2,05	5,72	8,66	3,89	3,51	24,12	25,66	32,042	618,9192	NA		
4	232	U	Up	51	3011	3030B	F4	4010	D	51U4010D	2	1	26.07.2017	1,52	4,93	7,72	3,49	3,28	17,33	21,47	26,1322	372,0751	NA		
4	241	U	Up	51	3011	3030B	F4	4010	D	51U4010D	3	1	30.08.2017	1,43	4,47	8,19	3,63	3,48	17,89	21,94	29,11545	392,5066	NA		
4	26	U	Up	51	3011	3032B	F4	4011	B	51U4011B	1	1	29.05.2017	2,73	5,17	8,05	3,78	3,53	21,02	25,78	29,42275	541,8956	NA		
4	189	U	Up	51	3011	3032B	F4	4011	B	51U4011B	2	1	06.07.2017	3,29	4,81	7,48	2,98	2,95	17,24	20,01	22,1782	344,9724	NA		
4	190	U	Up	51	3011	3032B	F4	4011	B	51U4011B	3	1	06.07.2017	2,31	4,62	6,82	2,45	2,54	15,27	18,87	17,0159	288,1449	NA		
4	57	U	Up	51	3011	3032B	F4	4011	A	51U4011A	1	1	12.06.2017	3,92	5,23	7,78	3,67	3,58	20,86	27,9	28,2025	581,994	NA		
4	58	U	Up	51	3011	3032B	F4	4011	A	51U4011A	2	1	12.06.2017	3,06	5,13	8,75	4,12	3,68	21,49	26,08	34,125	560,4592	NA		
4	109	U	Up	51	3011	3032B	F4	4011	A	51U4011A	3	1	26.06.2017	2,45	5,16	8,47	3,73	3,76	20,49	26,37	31,72015	540,3213	NA		
4	10	U	Up	51	3011	3038A	F4	4012	C	51U4012C	1	1	24.05.2017	2,21	5,13	8,65	3,67	3,68	23	26	31,78875	598	NA		
4	153	U	Up	51	3011	3038A	F4	4012	C	51U4012C	2	1	30.06.2017	2,31	5,55	8,06	3,73	3,81	21,69	25,73	30,3862	558,0837	NA		
4	154	U	Up	51	3011	3038A	F4	4012	C	51U4012C	3	1	30.06.2017	2,74	5,27	8,09	3,79	3,75	18,16	20,66	30,4993	375,1856	NA		
4	18	U	Up	51	3012	3003	F4	4013	A	51U4013A	1	1	26.05.2017	3,48	5,95	8,74	3,67	3,8	23,17	26,67	32,6439	617,9439	NA		
4	19	U	Up	51	3012	3003	F4	4013	A	51U4013A	2	1	26.05.2017	2,15	5,6	7,53	3,05	3,12	20,95	25,23	23,23005	528,5685	NA		
4	103	U	Up	51	3012	3003	F4	4013	A	51U4013A	3	1	23.06.2017	3,32	5,51	8,74	3,63	3,52	20,01	24,83	31,2455	496,8483	NA		
4	129	U	Up	51	3012	3040	F4	4014	A	51U4014A	1	1	28.06.2017	1,5	4,69	8,13	3,01	3,26	21,7	23,86	25,48755	517,762	NA		
4	143	U	Up	51	3012	3040	F4	4014	A	51U4014A	2	1	30.06.2017	1,83	4,9	7,26	2,73	3,37	23,06	23,95	22,143	552,287	NA		
4	144	U	Up	51	3012	3040	F4	4014	A	51U4014A	3	1	30.06.2017	1,39	4,69	7,49	2,93	3,13	24,11	24,43	22,6947	589,0073	NA		
4	39	U	Up	51	3012	3064	F4	4015	A	51U4015A	1	1	05.06.2017	3,75	4,92	9,02	5,06	4,37	18,33	24,6	42,5293	450,918	NA		
4	97	U	Up	51	3012	3064	F4	4015	A	51U4015A	2	1	21.06.2017	2,04	6,02	8,27	3,68	3,44	20,45	25,51	29,4412	521,6795	NA		
4	98	U	Up	51	3012	3064	F4	4015	A	51U4015A	3	1	21.06.2017	2,83	5,56	7,36	3,54	3,72	20,82	23,55	26,7168	490,311	NA		
4	101	U	Up	51	3012	3064	F4	4015	D	51U4015D	1	1	23.06.2017	3,1	5,22	8,07	3,78	3,49	23,48	25,63	29,33445	601,7924	NA		
4	155	U	Up	51	3012	3064	F4	4015	D	51U4015D	2	1	02.07.2017	1,74	3,32	7,88	3,19	3,72	17,61	22,28	27,2254	392,3508	NA		
4	156	U	Up	51	3012	3064	F4	4015	D	51U4015D	3	1	02.07.2017	2,24	3,54	7,1	3,23	3,4	20,23	22,16	23,5365	448,2968	NA		
4	27	U	Up	51	3012	3063A	F4	4016	B	51U4016B	1	1	29.05.2017	4,22	5,53	8,59	3,94	3,6	20,19	25,62	32,3843	517,2678	NA		
4	34	U	Up	51	3012	3063A	F4	4016	B	51U4016B	2	1	30.05.2017	3,64	4,22	9,57	3,85	4,58	22,02	26,47	40,33755	582,8694	NA		
4	113	U	Up	51	3012	3063A	F4	4016	B	51U4016B	3	1	26.06.2017	3,69	5,33	8,79	3,89	4,04	20,69	23,95	34,85235	495,5255	NA		
4	61	U	Up	51	3012	3063A	F4	4016	A	51U4016A	1	2	12.06.2017	2,46	5,34	7,72	3,28	3,23	22,54	25,36	25,1286	571,6144	NA		
4	126	U	Up	51	3012	3063A	F4	4016	A	51U4016A	2	1	27.06.2017	3,14	5,77	8,92	4,13	4,18	22,39	25,48	37,0626	570,4972	NA		
4	177	U	Up	51	3012	3063A	F4	4016	A	51U4016A	3	1	03.07.2017	2,97	5,71	8,63	3,57	3,53	17,92	22,81	30,6365	408,7552	NA		
4	25	U	Up	51	3013B	3063	F4	4017	C	51U4017C	1	1	29.05.2017	3,32	5,7	7,3	2,7	2,8	22,17	25,35	20,075	562,0095	NA		
4	211	U	Up	51	3013B	3063	F4	4017	C	51U4017C	2	1	09.07.2017	3,49	5,93	8,96	3,48	4,04	19,01	22,25	33,6896	422,9725	NA		
4	212	U	Up	51	3013B	3063	F4	4017	C	51U4017C	3	1	09.07.2017	3,03	6,28	8,24	3,37	3,25	20,1	23,03	27,2744	462,903	NA		
4	102	U	Up	51	3013B	3028A	F4	4018	B	51U4018B	1	1	23.06.2017	0	5,13	7,58	3,27	3,05	20,02	23,73	23,9528	475,0746	NA		
4	220	U	Up	51	3013B	3028A	F4	4018	B	51U4018B	2	1	23.07.2017	2,62	5,77	6,63	2,39	2,66	16,72	18,17	16,74075	303,8024	NA		
4	221	U	Up	51	3013B	3028A	F4	4018	B	51U4018B	3	1	23.07.2017	3,56	4,91	7,82	3,17	3,22	17,63	21,57	24,9849	380,2791	NA		
4	13	U	Up	51	3013B	3032B	F4	4019	C	51U4019C	1	1	25.05.2017	2,02	6,49	8,08	3,2	3,36	22,57	27,52	26,5024	621,1264	NA		
4	133	U	Up	51	3013B	3032B	F4	4019	C	51U4019C	2	2	28.06.2017	3,73	5,86	8,06	3,58	3,57	23,33	27,64	28,8145	644,8412	NA		
4	191	U	Up	51	3013B	3032B	F4	4019	C	51U4019C	3	1	06.07.2017	3,27	6,64	7,94	3,44	3,25	21,16	25,63	26,5593	542,3308	NA		
4	62	U	Up	51	3013B	3032B	F4	4019	D	51U4019D	1	2	12.06.2017	3,07	5,22	7,88	2,93	3,08	21,65	25,79	23,6794	558,3535	NA		
4	112	U	Up	51	3013B	3032B	F4	4019	D	51U4019D	2	1	26.06.2017	2,72	5,12	6,9	3	2,55	18,04	23,76	19,1475	428,6304	NA		
4	178	U	Up	51	3013B	3032B	F4	4019	D	51U4019D	3	1	03.07.2017	2,25	5,25	7,4	3,38	3,13	20,01	22,34	24,087	447,0234	NA		
4	159	U	Up	51	3013B	3064A	F4	4020	C	51U4020C	1	1	02.07.2017	2,35	5,09	7,92	2,9	3,07	18,09	23,69	23,6412	428,5521	NA		
4	174	U	Up	51	3013B	3064A	F4	4020	C	51U4020C	2	1	03.07.2017	3,3	5,27	7,78	3,8	3,56	20,86	22,37	28,6304	466,6382	NA		
4	198	U	Up	51	3013B	3064A	F4	4020	C	51U4020C	3	1	07.07.2017	2,29	5,9	8,98	3,85	3,8	20,64	24,32	34,3485	501,9648	NA		
4	221	U	Up	51	3028A	3003	F4	4021	A	51U4021A	1	1	24.07.2017	1,93	5,21	9,11	3,7	3,93	22,47	26,34	34,75465	591,8598	NA		
4	222	U	Up	51	3028A	3003	F4	4021	A	51U4021A	2	1	24.07.2017	3,37	4,79	7,71	3,52	3,62	19,24	24,15	27,5247	464,646	NA		
4	223	U	Up	51	3028A	3003	F4	4021	A	51U4021A	3	3	24.07.2017	3,59	5,77	8,49	3,65	3,76	21,17	24,29	31,45545	514,2193	NA		
4	23	U	Up	51	3028A	3012	F4	4022	A	51U4022A	1	1	26.05.2017	2,11	5,16	6,39	2,17	2,31	21,68	23,54	14,3136	510,3472	NA		
4	24	U	Up	51	3028A	3012	F4	4022	A	51U4022A	2	1	26.05.2017	5,99	4,85	8,73	3,54	3,73	22,62	24,58	31,73355	555,9996	NA		
4	104	U	Up	51	3028A	3012	F4	4022	A	51U4022A	3	1	23.06.2017	3,04	5,05	7,06	2,85	3,18	22,71	23,43	21,2859	532,0953	NA		
4	29	U	Up	51	3028A	3012	F4	4022	C	51U4022A	1	1	29.05.2017	2,58	5,56	7,23	3,06	2,95	22,22	24,96	21,72615	554,6112	NA		
4	55	U	Up	51	3028A	3012	F4	4022	C	51U4022C	2	1	06.06.2017	1,69	5,95	7,98	3,4	3,72	15,65	21,77	28,4088	340,7005	NA		
4	82	U	Up	51	3028A	3012	F4	4022	C	51U4022C	3	1	17.06.2017	2,39	6,55	8,06	4,09	3,85	24,41	26	31,9982	634,66	NA		
