Generation 	Included 	Gener	Line	SEL	selected	line	dam	sire	plant	ident	Bloss	gad	gw	ghl	ghr	ubl	ubw	GA	UBA	lbl	lbw	INCLUDED 
1	1	F1	Ran	no	NA	Ran	51097	51039	a	Ran1_20	1	4.85	6.88	3.12	3.38	18.84	20.32	22.36	382.83	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51097	51039	a	Ran1_20	2	4.16	6.73	3.15	3.22	15.85	17.82	21.44	282.45	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51097	51039	a	Ran1_20	3	4.54	6.28	2.84	2.64	17.34	20.03	17.21	347.32	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51097	51039	b	Ran1_21	1	4.60	7.54	3.30	3.46	18.95	21.01	25.49	398.14	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51097	51039	b	Ran1_21	2	4.67	7.14	3.62	3.47	17.63	22.05	25.31	388.74	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51097	51039	c	Ran1_22	1	5.59	6.89	3.51	3.53	18.48	20.81	24.25	384.57	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51097	51039	c	Ran1_22	2	4.80	7.68	3.98	3.54	15.75	19.01	28.88	299.41	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51097	51039	c	Ran1_22	3	4.41	7.86	3.69	3.94	19.03	23.91	29.99	455.01	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51102	51097	a	Ran1_23	1	4.71	7.10	2.57	2.92	18.71	20.92	19.49	391.41	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51102	51097	a	Ran1_23	2	3.93	8.28	3.99	3.43	16.58	23.85	30.72	395.43	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51102	51097	a	Ran1_23	3	5.14	7.41	3.45	3.39	16.05	18.36	25.34	294.68	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51102	51097	c	Ran1_24	1	4.77	7.27	3.00	3.12	20.33	25.31	22.25	514.55	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51102	51097	c	Ran1_24	2	4.73	7.46	3.14	3.62	21.17	26.13	25.21	553.17	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51102	51097	c	Ran1_24	3	5.07	8.25	3.70	4.35	21.08	24.63	33.21	519.20	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51106	51243	a	Ran1_25	1	5.14	7.75	3.53	3.69	17.70	23.15	27.98	409.76	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51106	51243	a	Ran1_25	2	3.60	7.92	3.84	3.84	17.35	22.26	30.41	386.21	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51106	51243	a	Ran1_25	3	4.74	7.66	3.40	3.53	19.95	25.67	26.54	512.12	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51106	51243	b	Ran1_26	1	4.11	7.46	3.30	3.45	17.42	20.59	25.18	358.68	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51106	51243	b	Ran1_26	2	3.69	8.20	4.14	3.92	19.43	26.57	33.05	516.26	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51106	51243	b	Ran1_26	3	5.64	8.66	4.25	3.76	21.16	27.23	34.68	576.19	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51120	51277	a	Ran1_27	1	4.09	6.63	3.05	3.09	16.71	17.03	20.35	284.57	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51120	51277	a	Ran1_27	2	5.07	8.09	4.31	4.04	20.25	23.94	33.78	484.79	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51120	51277	a	Ran1_27	3	5.72	8.12	4.13	4.07	20.61	22.84	33.29	470.73	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51120	51277	b	Ran1_28	1	4.42	8.20	3.91	3.99	19.31	24.37	32.39	470.58	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51120	51277	b	Ran1_28	2	3.71	7.62	3.57	3.72	16.89	21.68	27.77	366.18	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51120	51277	b	Ran1_28	3	5.38	8.20	3.96	4.02	21.18	26.49	32.72	561.06	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51131	51496	a	Ran1_29	1	4.51	7.14	3.26	3.59	16.94	19.46	24.45	329.65	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51131	51496	a	Ran1_29	2	5.52	7.32	3.46	3.72	20.34	24.00	26.28	488.16	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51131	51496	a	Ran1_29	3	4.98	7.54	3.50	3.57	19.57	24.72	26.65	483.77	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51131	51496	b	Ran1_30	1	4.69	8.06	3.72	3.37	19.17	22.59	28.57	433.05	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51131	51496	b	Ran1_30	2	3.97	7.13	3.52	3.66	18.71	22.85	25.60	427.52	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51131	51496	b	Ran1_30	3	3.37	8.09	4.01	3.95	19.60	23.27	32.20	456.09	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51133	51174	a	Ran1_31	1	3.98	6.95	3.11	3.52	14.96	21.18	23.04	316.85	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51133	51174	a	Ran1_31	2	5.27	7.42	3.41	3.75	18.88	23.79	26.56	449.16	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51133	51174	a	Ran1_31	3	3.99	8.26	3.86	4.29	19.57	24.19	33.66	473.40	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51133	51174	b	Ran1_32	1	4.33	8.22	3.85	3.38	17.32	21.77	29.72	377.06	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51133	51174	b	Ran1_32	2	5.81	7.96	3.64	3.12	21.40	26.14	26.90	559.40	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51133	51174	b	Ran1_32	3	5.19	7.29	3.78	3.55	20.84	23.79	26.72	495.78	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51167	51250	a	Ran1_33	1	4.89	7.62	3.32	3.44	20.81	22.79	25.76	474.26	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51167	51250	a	Ran1_33	2	3.69	7.28	3.78	3.59	19.93	23.27	26.83	463.77	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51167	51250	a	Ran1_33	3	5.56	7.70	3.50	3.67	19.72	23.52	27.60	463.81	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51167	51250	b	Ran1_34	1	4.39	7.69	3.56	3.46	18.81	22.85	26.99	429.81	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51167	51250	b	Ran1_34	2	5.14	7.16	3.12	3.39	19.25	24.35	23.31	468.74	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51167	51250	b	Ran1_34	3	5.18	7.55	3.31	3.51	19.38	23.65	25.75	458.34	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51167	51250	c	Ran1_35	1	5.33	7.50	2.94	3.54	23.28	25.88	24.30	602.49	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51167	51250	c	Ran1_35	2	4.28	7.66	3.49	3.03	22.50	24.99	24.97	562.28	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51167	51250	c	Ran1_35	3	4.14	7.43	3.58	3.93	21.20	23.31	27.90	494.17	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51183	51283	a	Ran1_36	1	4.36	7.59	3.40	3.66	19.40	26.82	26.79	520.31	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51183	51283	a	Ran1_36	2	4.75	8.23	4.09	4.15	23.22	29.01	33.91	673.61	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51183	51283	a	Ran1_36	3	5.36	7.70	3.81	3.54	19.57	26.62	28.30	520.95	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51183	51283	b	Ran1_37	1	4.42	8.09	3.71	3.76	19.18	23.15	30.22	444.02	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51183	51283	b	Ran1_37	2	4.95	7.35	3.30	3.66	18.21	23.60	25.58	429.76	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51187	51448	a	Ran1_38	1	4.37	6.65	2.78	3.31	15.51	20.47	20.25	317.49	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51187	51448	a	Ran1_38	2	4.50	6.95	3.07	3.21	16.75	22.00	21.82	368.50	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51187	51448	a	Ran1_38	3	5.53	7.01	3.50	3.24	21.27	25.27	23.62	537.49	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51187	51448	b	Ran1_39	1	5.31	8.44	3.62	3.82	23.88	27.63	31.40	659.80	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51187	51448	b	Ran1_39	2	4.59	6.06	3.06	3.21	17.52	20.01	19.00	350.58	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51187	51448	b	Ran1_39	3	5.45	7.72	3.34	3.18	20.21	24.19	25.17	488.88	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51213	51198	a	Ran1_40	1	5.15	8.81	4.38	4.21	21.37	28.49	37.84	608.83	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51213	51198	a	Ran1_40	2	5.82	7.95	3.70	3.85	21.41	27.26	30.01	583.64	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51213	51198	a	Ran1_40	3	4.54	8.76	3.88	3.98	19.43	24.56	34.43	477.20	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51213	51198	b	Ran1_41	1	4.03	6.49	3.10	2.99	17.40	19.24	19.76	334.78	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51213	51198	b	Ran1_41	2	5.12	8.21	3.94	4.24	18.91	24.89	33.58	470.67	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51213	51198	b	Ran1_41	3	4.92	8.50	3.96	3.82	18.40	23.52	33.07	432.77	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51215	51236	a	Ran1_42	1	3.57	6.64	3.24	2.27	18.94	23.38	18.29	442.82	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51215	51236	a	Ran1_42	2	2.51	5.30	2.34	2.07	15.18	17.40	11.69	264.13	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51215	51236	b	Ran1_43	1	4.96	7.02	3.00	2.92	19.79	21.97	20.78	434.79	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51215	51236	b	Ran1_43	2	4.23	8.71	4.03	3.91	22.23	27.14	34.58	603.32	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51215	51236	b	Ran1_43	3	4.33	8.62	3.88	3.68	21.83	28.03	32.58	611.89	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51215	51236	c	Ran1_44	1	3.95	7.14	2.66	2.62	18.46	20.14	18.85	371.78	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51215	51236	c	Ran1_44	2	3.96	7.05	3.06	3.27	19.51	22.19	22.31	432.93	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51215	51236	c	Ran1_44	3	4.57	8.00	3.20	3.62	23.13	27.63	27.28	639.08	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51216	51280	a	Ran1_45	1	4.72	7.21	3.16	3.40	19.45	21.68	23.65	421.68	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51216	51280	a	Ran1_45	2	5.57	8.54	3.43	3.56	23.30	28.08	29.85	654.26	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51216	51280	a	Ran1_45	3	5.33	7.83	3.74	3.66	22.73	26.25	28.97	596.66	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51216	51280	b	Ran1_46	1	4.85	7.39	3.50	3.26	17.76	21.02	24.98	373.32	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51216	51280	b	Ran1_46	2	5.65	8.37	3.64	3.81	17.75	25.96	31.18	460.79	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51216	51280	b	Ran1_46	3	5.39	8.33	3.54	3.73	20.30	25.37	30.28	515.01	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51226	51595	b	Ran1_47	1	4.75	7.39	3.25	3.64	19.00	22.33	25.46	424.27	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51226	51595	b	Ran1_47	2	4.12	7.48	3.26	3.66	20.33	24.68	25.88	501.74	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51226	51595	b	Ran1_47	3	3.49	7.99	3.99	3.69	20.09	25.72	30.68	516.71	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51233	51266	a	Ran1_48	1	4.45	7.21	3.46	3.38	18.34	22.45	24.66	411.73	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51233	51266	a	Ran1_48	2	5.31	8.10	3.38	3.60	21.59	24.93	28.27	538.24	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51233	51266	a	Ran1_48	3	4.78	7.72	3.67	3.60	21.40	25.35	28.06	542.49	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51233	51266	b	Ran1_49	1	5.69	8.14	4.02	3.95	18.48	25.18	32.44	465.33	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51233	51266	b	Ran1_49	2	4.39	7.10	3.41	3.60	15.65	19.14	24.89	299.54	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51233	51266	b	Ran1_49	3	4.87	7.66	3.59	3.78	19.32	25.56	28.23	493.82	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51236	51213	a	Ran1_50	1	5.26	9.15	3.99	4.21	20.42	25.15	37.52	513.56	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51236	51213	a	Ran1_50	2	4.73	7.63	3.97	3.81	18.70	23.12	29.68	432.34	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51236	51213	a	Ran1_50	3	4.28	8.00	3.88	3.65	19.37	23.32	30.12	451.71	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51236	51213	b	Ran1_51	1	5.04	7.57	3.15	3.26	18.11	22.34	24.26	404.58	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51236	51213	b	Ran1_51	2	4.98	7.85	3.66	3.36	20.35	23.25	27.55	473.14	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51236	51213	b	Ran1_51	3	4.43	7.47	3.53	3.56	18.70	21.91	26.48	409.72	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51236	51213	c	Ran1_52	1	4.75	8.57	4.33	3.96	21.59	26.84	35.52	579.48	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51236	51213	c	Ran1_52	2	5.62	7.04	3.48	3.77	20.26	24.21	25.52	490.49	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51236	51213	c	Ran1_52	3	5.02	8.66	3.81	4.12	21.05	26.61	34.34	560.14	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51242	51094	a	Ran1_53	1	4.67	7.75	3.70	4.11	18.53	22.49	30.26	416.74	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51242	51094	a	Ran1_53	2	4.86	7.36	3.19	3.61	18.50	22.80	25.02	421.80	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51242	51094	a	Ran1_53	3	5.46	8.03	3.66	3.61	19.09	24.49	29.19	467.51	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51242	51094	b	Ran1_54	1	3.89	7.35	3.35	3.23	17.10	23.28	24.18	398.09	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51242	51094	b	Ran1_54	2	4.93	8.03	3.56	3.97	16.44	22.52	30.23	370.23	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51242	51094	b	Ran1_54	3	5.12	6.88	2.93	3.14	18.51	21.62	20.88	400.19	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51254	51136	a	Ran1_55	1	4.39	8.46	4.05	4.18	24.88	29.23	34.81	727.24	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51254	51136	a	Ran1_55	2	5.01	8.51	4.16	4.16	19.07	25.10	35.40	478.66	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51254	51136	a	Ran1_55	3	5.11	8.52	3.92	4.24	20.24	26.37	34.76	533.73	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51254	51136	b	Ran1_56	1	5.10	9.41	4.50	4.29	19.32	31.35	41.36	605.68	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51254	51136	b	Ran1_56	2	6.18	7.57	3.55	3.96	21.76	24.77	28.43	539.00	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51254	51136	b	Ran1_56	3	4.33	8.17	4.30	4.05	17.50	24.52	34.11	429.10	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51268	51233	a	Ran1_57	1	5.71	8.20	3.99	4.02	19.58	24.78	32.84	485.19	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51268	51233	a	Ran1_57	2	4.60	8.49	3.96	3.98	19.95	22.19	33.71	442.69	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51268	51233	a	Ran1_57	3	4.12	7.82	3.79	3.72	18.67	22.77	29.36	425.12	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51275	51377	a	Ran1_58	1	4.58	7.07	3.06	3.53	19.82	22.35	23.30	442.98	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51275	51377	a	Ran1_58	2	5.15	7.63	3.08	3.58	20.48	23.51	25.41	481.48	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51275	51377	a	Ran1_58	3	5.36	8.40	4.47	4.65	23.14	26.44	38.30	611.82	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51275	51377	b	Ran1_59	1	4.96	8.39	4.00	3.99	21.14	26.41	33.52	558.31	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51275	51377	b	Ran1_59	2	4.66	8.03	4.06	3.80	19.79	23.69	31.56	468.83	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51275	51377	b	Ran1_59	3	5.10	7.15	3.33	3.35	19.27	23.17	23.88	446.49	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51277	51510	a	Ran1_60	1	4.55	7.68	2.94	3.31	17.64	20.52	24.00	361.97	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51277	51510	a	Ran1_60	2	4.69	7.44	3.45	3.34	18.68	25.72	25.26	480.45	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51277	51510	a	Ran1_60	3	3.87	6.83	2.84	3.41	17.17	22.79	21.34	391.30	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51277	51510	b	Ran1_61	1	5.02	6.62	2.72	3.46	17.54	21.56	20.46	378.16	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51277	51510	b	Ran1_61	2	5.03	7.08	3.31	3.01	19.74	21.43	22.37	423.03	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51277	51510	b	Ran1_61	3	5.68	8.13	4.08	4.44	19.17	26.97	34.63	517.01	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51279	51389	a	Ran1_62	1	3.87	8.38	3.81	3.62	16.03	18.63	31.13	298.64	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51279	51389	a	Ran1_62	2	4.33	7.39	3.26	3.11	17.05	19.33	23.54	329.58	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51279	51389	a	Ran1_62	3	4.90	7.71	3.95	3.96	18.23	23.03	30.49	419.84	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51279	51389	b	Ran1_63	1	4.78	6.74	2.98	2.74	17.77	21.91	19.28	389.34	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51279	51389	b	Ran1_63	2	5.19	7.70	2.73	3.43	18.40	22.09	23.72	406.46	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51279	51389	b	Ran1_63	3	4.17	7.62	3.31	2.95	18.06	21.86	23.85	394.79	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51279	51389	c	Ran1_64	1	3.97	7.29	3.07	3.04	15.50	19.01	22.27	294.66	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51279	51389	c	Ran1_64	2	4.26	7.41	3.27	3.72	18.30	21.29	25.90	389.61	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51279	51389	c	Ran1_64	3	4.95	7.46	3.16	3.36	19.46	24.93	24.32	485.14	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51280	51400	a	Ran1_65	1	4.14	7.05	3.24	3.25	18.53	21.52	22.88	398.77	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51280	51400	a	Ran1_65	2	4.65	8.07	3.51	3.98	18.23	24.69	30.22	450.10	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51280	51400	a	Ran1_65	3	4.74	7.66	3.47	3.60	20.35	25.82	27.08	525.44	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51280	51400	b	Ran1_66	1	4.37	7.92	3.72	3.78	17.43	19.52	29.70	340.23	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51280	51400	b	Ran1_66	2	4.68	6.69	2.57	2.90	17.15	20.56	18.30	352.60	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51280	51400	b	Ran1_66	3	4.90	7.55	2.87	3.51	19.26	21.26	24.08	409.47	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51305	51329	a	Ran1_67	1	6.09	7.93	3.38	3.76	19.85	25.19	28.31	500.02	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51305	51329	a	Ran1_67	2	5.29	7.35	2.98	3.16	22.38	27.76	22.56	621.27	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51305	51529	a	Ran1_68	1	4.95	7.64	3.20	3.68	19.31	22.61	26.28	436.60	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51305	51529	a	Ran1_68	2	5.61	8.22	3.73	3.74	19.38	25.29	30.70	490.12	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51305	51529	a	Ran1_68	3	5.59	8.03	3.09	3.89	20.28	24.15	28.02	489.76	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51305	51529	b	Ran1_69	1	4.22	6.45	2.88	2.87	18.20	19.97	18.54	363.45	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51305	51529	b	Ran1_69	2	5.60	7.30	3.18	3.23	18.82	23.47	23.40	441.71	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51305	51529	b	Ran1_69	3	5.67	8.48	4.20	3.97	19.33	24.80	34.64	479.38	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51334	51542	a	Ran1_70	1	3.97	7.66	3.38	3.05	15.49	20.37	24.63	315.53	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51334	51542	a	Ran1_70	2	4.30	7.19	2.87	3.35	12.81	16.66	22.36	213.41	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51334	51542	a	Ran1_70	3	5.32	7.15	2.92	3.23	19.57	23.59	21.99	461.66	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51334	51542	b	Ran1_71	1	4.68	7.42	3.22	3.56	18.27	22.67	25.15	414.18	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51334	51542	b	Ran1_71	2	4.59	7.99	3.63	3.40	17.50	22.31	28.08	390.43	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51334	51542	b	Ran1_71	3	6.02	8.28	4.25	3.82	22.75	28.23	33.41	642.23	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51340	51461	a	Ran1_72	1	3.57	7.58	3.49	3.60	20.03	26.48	26.87	530.39	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51340	51461	a	Ran1_72	2	5.01	6.77	2.88	3.14	22.38	24.86	20.38	556.37	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51340	51461	a	Ran1_72	3	5.70	7.32	3.69	3.93	23.21	26.51	27.89	615.30	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51340	51461	b	Ran1_73	1	5.43	7.76	3.12	3.26	19.26	23.73	24.75	457.04	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51340	51461	b	Ran1_73	2	5.37	6.75	2.99	2.90	15.85	21.22	19.88	336.34	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51340	51461	b	Ran1_73	3	4.72	7.84	3.39	3.50	18.92	22.36	27.01	423.05	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51360	51230	a	Ran1_74	1	5.01	7.77	3.75	3.56	17.46	22.61	28.40	394.77	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51360	51230	a	Ran1_74	2	3.70	7.12	3.44	3.67	16.90	20.99	25.31	354.73	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51360	51230	a	Ran1_74	3	5.06	6.80	3.08	3.08	17.64	20.05	20.94	353.68	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51360	51230	b	Ran1_75	1	4.18	7.77	3.91	3.37	16.07	19.16	28.28	307.90	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51360	51230	b	Ran1_75	2	5.36	7.60	3.40	3.08	19.31	23.22	24.62	448.38	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51360	51230	b	Ran1_75	3	5.42	8.03	3.60	3.79	18.09	22.11	29.67	399.97	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51360	51230	c	Ran1_76	1	4.64	6.81	3.33	2.87	17.08	20.26	21.11	346.04	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51360	51230	c	Ran1_76	2	4.08	7.77	3.45	3.62	17.77	25.92	27.47	460.60	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51360	51230	c	Ran1_76	3	4.84	8.11	3.50	3.83	19.97	24.74	29.72	494.06	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51362	51585	a	Ran1_77	1	4.69	7.45	3.25	3.73	18.35	24.28	26.00	445.54	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51362	51585	a	Ran1_77	2	4.70	6.86	2.64	2.46	17.02	20.15	17.49	342.95	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51362	51585	a	Ran1_77	3	4.58	6.99	3.27	3.21	19.06	23.06	22.65	439.52	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51362	51585	b	Ran1_78	1	5.91	8.46	4.03	3.56	19.38	25.98	32.11	503.49	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51362	51585	b	Ran1_78	2	3.76	7.29	3.08	3.20	17.27	21.77	22.89	375.97	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51362	51585	b	Ran1_78	3	3.69	6.15	2.81	2.90	15.49	18.88	17.56	292.45	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51373	51280	a	Ran1_79	1	5.22	8.67	3.65	3.97	18.92	23.35	33.03	441.78	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51373	51280	a	Ran1_79	2	5.28	7.63	3.56	3.50	19.34	24.52	26.93	474.22	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51373	51280	a	Ran1_79	3	4.31	6.83	2.24	3.20	17.16	21.08	18.58	361.73	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51373	51280	b	Ran1_80	1	5.43	7.41	3.69	3.69	18.81	23.76	27.34	446.93	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51373	51280	b	Ran1_80	2	6.00	7.61	3.26	3.37	18.04	23.50	25.23	423.94	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51373	51280	b	Ran1_80	3	5.08	7.83	3.58	3.28	19.59	23.42	26.86	458.80	NA	NA	0
1	1	F1	Ran	no	NA	Ran	51374	51500	a	Ran1_81	1	5.11	8.09	3.86	3.74	21.16	24.35	30.74	515.25	NA	NA	0
