Generation 	Included 	Gener	Line	SEL	selected	line	dam	sire	plant	ident	Bloss	gad	gw	ghl	ghr	ubl	ubw	GA	UBA	lbl	lbw	INCLUDED 
3	1	F3	Up	no	0	UP	51U2045	51U2033	A	51UP3048A	3	5.59	7.41	3.23	2.69	22.39	26.38	21.93	590.65	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2021	A	51UP3049A	1	4.22	6.43	3.1	2.95	15.41	19.52	19.45	300.80	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2021	A	51UP3049A	2	5.45	7.17	2.89	3.28	18.06	20.1	22.12	363.01	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2021	A	51UP3049A	3	4.72	6.95	2.81	2.68	16.51	19.02	19.08	314.02	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2028	A	51UP3050A	1	5.09	7.17	2.48	2.74	15.97	19.46	18.71	310.78	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2028	A	51UP3050A	2	5.33	6.59	2.71	3.12	19.32	19.61	19.21	378.87	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2028	A	51UP3050A	3	5.2	7.56	3.52	3.3	20.51	24.73	25.78	507.21	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2041	B	51UP3051B	1	5.23	7.17	4	3.82	14.71	19.84	28.03	291.85	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2041	B	51UP3051B	2	4.41	7	3.52	3.28	15.99	21.47	23.80	343.31	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2041	B	51UP3051B	3	4.44	7.17	3.71	3.49	14.98	19.41	25.81	290.76	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2045	A	51UP3052A	1	5.56	7.58	3.27	3.15	18.74	21.6	24.33	404.78	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2045	A	51UP3052A	2	5.51	8.03	3.52	3.92	17.97	24.5	29.87	440.27	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2045	A	51UP3052A	3	5.22	7.62	3.72	4.04	19.84	24.07	29.57	477.55	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2045	B	51UP3052B	1	4.49	7.53	3.49	3.57	20.05	23.44	26.58	469.97	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2045	B	51UP3052B	2	4.64	6.75	3.45	3.18	18.65	19.3	22.38	359.95	NA	NA	0
3	1	F3	Up	no	0	UP	51U2048	51U2045	B	51UP3052B	3	4.78	7.97	3.35	3.88	19.17	23.05	28.81	441.87	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2022	A	51UP3053A	1	5.73	6.9	3.06	3.08	22.24	23.81	21.18	529.53	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2022	A	51UP3053A	2	5.95	7.18	3.43	3.73	20.3	23.34	25.70	473.80	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2022	A	51UP3053A	3	4.81	7.78	3.45	3.62	20.09	24.05	27.50	483.16	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2041	A	51UP3054A	1	5.27	7.53	3.39	3.37	17.86	20.52	25.45	366.49	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2041	A	51UP3054A	2	5.39	7.21	3.33	3.36	19.15	23.2	24.12	444.28	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2041	A	51UP3054A	3	5.3	8.27	3.64	3.87	21	24.57	31.05	515.97	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2053	A	51UP3055A	1	5.8	6.96	3.01	3.25	20.62	23.63	21.78	487.25	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2053	A	51UP3055A	2	4.13	8.24	3.82	3.94	19.25	22.9	31.97	440.83	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2053	A	51UP3055A	3	5.1	8.06	3.04	3.49	20.28	25.77	26.32	522.62	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2056	B	51UP3056B	1	4.94	5.63	2.56	2.34	19.62	22.99	13.79	451.06	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2056	B	51UP3056B	2	6.14	8.57	3.53	4.01	23.22	27.39	32.31	636.00	NA	NA	0
3	1	F3	Up	no	0	UP	51U2052	51U2056	B	51UP3056B	3	4.85	8.01	3.56	3.95	23.77	26.24	30.08	623.72	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2003	B	51UP3057B	1	4.42	7.33	3.27	3.7	18.15	22.6	25.55	410.19	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2003	B	51UP3057B	2	5.06	7.56	3.36	3.81	16.67	23.91	27.10	398.58	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2003	B	51UP3057B	3	4.75	7.52	3.14	3.56	19.57	23.86	25.19	466.94	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2007	A	51UP3058A	1	6.3	8.24	4.3	4.41	22.72	26.57	35.89	603.67	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2007	A	51UP3058A	2	5.15	8.89	3.86	4.03	21.74	28.55	35.07	620.68	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2007	A	51UP3058A	3	5.01	7.98	3.72	4.26	23.61	26.27	31.84	620.23	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2026	B	51UP3059B	1	5.9	7.93	3.4	3.31	16.85	23.03	26.61	388.06	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2026	B	51UP3059B	2	5.79	8.02	3.36	3.94	20.07	23.45	29.27	470.64	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2026	B	51UP3059B	3	6.22	8.26	3.92	3.69	19.82	25.64	31.43	508.18	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2041	B	51UP3060B	1	5.14	6.69	3.06	3.02	16.94	20.13	20.34	341.00	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2041	B	51UP3060B	2	5.39	8.6	3.52	3.77	20.71	25.13	31.35	520.44	NA	NA	0
3	1	F3	Up	no	0	UP	51U2053	51U2041	B	51UP3060B	3	5.3	7.38	3.12	3.44	22.08	25.33	24.21	559.29	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2024	B	51UP3061B	1	4.12	6.93	3.19	3.42	17.9	21.81	22.90	390.40	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2024	B	51UP3061B	2	5.28	6.84	2.83	3.78	18.19	21.7	22.61	394.72	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2024	B	51UP3061B	3	4.61	8.05	3.63	3.83	23.75	27.62	30.03	655.98	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2026	B	51UP3062B	1	4.67	7.75	3.43	3.94	22.1	26.85	28.56	593.39	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2026	B	51UP3062B	2	4.85	7.35	3.16	3.54	19.93	24.48	24.62	487.89	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2026	B	51UP3062B	3	4.38	6.36	2.64	3.07	18.14	21.44	18.16	388.92	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2028	A	51UP3063A	1	4.34	6.62	3.59	3.41	20.75	20.7	23.17	429.53	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2028	A	51UP3063A	2	4.82	8.42	4.28	4.14	22.37	27.3	35.45	610.70	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2028	A	51UP3063A	3	4.02	7.84	3.78	3.63	24.42	27.16	29.05	663.25	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2045	A	51UP3064A	1	5.06	6.67	3.08	3.73	20.93	23.34	22.71	488.51	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2045	A	51UP3064A	2	5.14	8.2	4.04	3.94	20.83	24.81	32.72	516.79	NA	NA	0
3	1	F3	Up	no	0	UP	51U2056	51U2045	A	51UP3064A	3	4.65	7.97	4.06	4.41	20.59	25.63	33.75	527.72	NA	NA	0
3	1	F3	Down	no	0	Down	51D2003	51D2037	A	51D3001A	1	2.90	5.95	2.73	2.85	18.11	22.47	16.60	406.93	NA	NA	0
3	1	F3	Down	no	0	Down	51D2003	51D2037	A	51D3001A	2	4.56	7.69	3.37	3.12	18.79	22.72	24.95	426.91	NA	NA	0
3	1	F3	Down	no	0	Down	51D2003	51D2037	A	51D3001A	3	4.71	7.17	3.52	3.18	18.24	23.79	24.02	433.93	NA	NA	0
3	1	F3	Down	no	0	Down	51D2003	51D2049	A	51D3002A	1	4.97	6.38	3.50	2.93	14.83	17.12	20.51	253.89	NA	NA	0
3	1	F3	Down	no	0	Down	51D2003	51D2049	A	51D3002A	2	4.81	7.24	3.29	3.49	18.72	23.01	24.54	430.75	NA	NA	0
3	1	F3	Down	no	0	Down	51D2003	51D2049	A	51D3002A	3	4.75	6.49	3.26	3.23	19.01	23.76	21.06	451.68	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2003	51D2049	B	51D3002B	1	5.39	6.62	2.89	3.24	19.19	24.34	20.29	467.08	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2003	51D2049	B	51D3002B	2	4.34	4.64	2.17	2.27	21.53	21.66	10.30	466.34	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2003	51D2049	B	51D3002B	3	4.67	6.85	2.83	3.06	19.45	22.69	20.17	441.32	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2003	51D2054	B	51D3003B	1	4.46	6.04	2.80	2.42	18.84	23.61	15.76	444.81	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2003	51D2054	B	51D3003B	2	4.61	6.55	2.83	2.97	20.04	24.23	19.00	485.57	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2003	51D2054	B	51D3003B	3	4.53	6.15	2.75	1.93	20.42	22.86	14.39	466.80	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2003	51D2058	A	51D3004A	1	5.23	5.69	2.50	2.44	16.31	19.56	14.05	319.02	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2003	51D2058	A	51D3004A	2	4.89	5.29	1.41	1.75	16.13	19.94	8.36	321.63	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2003	51D2058	A	51D3004A	3	4.67	5.43	2.05	2.40	18.38	21.11	12.08	388.00	NA	NA	0
3	1	F3	Down	no	0	Down	51D2014	51D2042	B	51D3005B	1	5.25	7.38	2.97	3.35	18.82	21.85	23.32	411.22	NA	NA	0
3	1	F3	Down	no	0	Down	51D2014	51D2042	B	51D3005B	2	4.97	7.49	3.04	3.16	17.88	22.01	23.22	393.54	NA	NA	0
3	1	F3	Down	no	0	Down	51D2014	51D2042	B	51D3005B	3	5.35	7.56	3.20	2.85	22.66	27.07	22.87	613.41	NA	NA	0
3	1	F3	Down	no	0	Down	51D2014	51D2045	B	51D3006B	1	4.07	6.70	2.71	3.05	15.31	19.46	19.30	297.93	NA	NA	0
3	1	F3	Down	no	0	Down	51D2014	51D2045	B	51D3006B	2	3.92	5.45	2.06	2.38	13.43	18.17	12.10	244.02	NA	NA	0
3	1	F3	Down	no	0	Down	51D2014	51D2045	B	51D3006B	3	4.63	7.28	3.18	3.35	18.02	21.19	23.77	381.84	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2014	51D2053B	B	51D3007B	1	4.17	6.39	2.76	2.76	17.02	20.66	17.64	351.63	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2014	51D2053B	B	51D3007B	2	4.63	5.95	2.98	2.72	17.32	21.07	16.96	364.93	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2014	51D2053B	B	51D3007B	3	3.81	6.33	2.76	3.06	19.92	23.77	18.42	473.50	NA	NA	0
3	1	F3	Down	no	0	Down	51D2014	51D2054	C	51D3008C	1	5.14	6.95	3.48	3.85	18.83	21.66	25.47	407.86	NA	NA	0
3	1	F3	Down	no	0	Down	51D2014	51D2054	C	51D3008C	2	5.30	7.49	2.91	3.23	23.17	29.28	22.99	678.42	NA	NA	0
3	1	F3	Down	no	0	Down	51D2014	51D2054	C	51D3008C	3	4.57	6.65	2.97	3.04	20.65	24.11	19.98	497.87	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2042	A	51D3009A	1	4.97	6.51	3.09	3.05	18.63	22.45	19.99	418.24	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2042	A	51D3009A	2	5.38	6.84	2.86	2.91	18.99	22.75	19.73	432.02	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2042	A	51D3009A	3	3.34	5.80	2.49	2.41	18.73	20.16	14.21	377.60	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2049	A	51D3010A	1	4.04	6.16	2.63	2.82	15.28	19.54	16.79	298.57	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2049	A	51D3010A	2	4.49	6.21	2.90	2.95	17.08	22.76	18.16	388.74	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2049	A	51D3010A	3	5.58	6.57	2.82	3.00	19.97	26.10	19.12	521.22	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2054	B	51D3011B	1	5.05	7.01	2.96	3.29	20.89	24.56	21.91	513.06	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2054	B	51D3011B	2	4.89	6.43	2.46	2.89	17.90	22.58	17.20	404.18	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2054	B	51D3011B	3	4.71	7.06	2.28	3.37	19.17	23.61	19.94	452.60	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2058	A	51D3012A	1	5.56	6.61	2.86	2.79	18.46	22.96	18.67	423.84	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2058	A	51D3012A	2	3.84	5.81	3.06	2.86	19.20	22.22	17.20	426.62	NA	NA	0
3	1	F3	Down	no	0	Down	51D2019	51D2058	A	51D3012A	3	4.34	6.93	3.14	3.04	17.61	23.39	21.41	411.90	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2003	B	51D3013B	1	3.56	6.18	2.65	2.64	16.32	19.56	16.35	319.22	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2003	B	51D3013B	2	4.64	6.97	3.36	3.29	18.69	22.89	23.18	427.81	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2003	B	51D3013B	3	4.86	6.18	3.14	2.89	21.96	24.75	18.63	543.51	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2019	A	51D3014A	1	5.19	6.08	2.93	2.85	14.21	17.96	17.57	255.21	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2019	A	51D3014A	2	5.03	6.66	3.51	3.51	19.98	23.54	23.38	470.33	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2019	A	51D3014A	3	3.80	7.31	3.50	3.53	15.76	19.82	25.69	312.36	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2033	A	51D3015A	1	5.14	6.51	2.75	2.95	19.26	22.78	18.55	438.74	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2033	A	51D3015A	2	4.69	6.71	3.02	2.95	17.38	21.55	20.03	374.54	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2033	A	51D3015A	3	5.37	6.98	2.91	3.08	18.89	22.48	20.91	424.65	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2053B	A	51D3016A	1	4.83	6.63	2.94	2.75	17.48	22.02	18.86	384.91	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2053B	A	51D3016A	2	5.02	6.60	2.98	3.22	19.81	22.39	20.46	443.55	NA	NA	0
3	1	F3	Down	no	0	Down	51D2020	51D2053B	A	51D3016A	3	5.14	6.47	3.02	3.48	21.45	23.62	21.03	506.65	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2021	51D2003	A	51D3017A	1	4.23	5.59	2.52	2.80	18.37	22.69	14.87	416.82	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2021	51D2003	A	51D3017A	2	4.96	6.48	2.94	2.80	19.85	22.98	18.60	456.15	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2021	51D2003	A	51D3017A	3	4.53	6.33	2.34	2.87	17.51	20.49	16.49	358.78	NA	NA	0
3	1	F3	Down	no	0	Down	51D2021	51D2020	A	51D3019A	1	4.90	7.52	3.35	3.34	19.06	24.42	25.15	465.45	NA	NA	0
3	1	F3	Down	no	0	Down	51D2021	51D2020	A	51D3019A	2	5.44	7.98	3.33	3.55	19.29	24.46	27.45	471.83	NA	NA	0
3	1	F3	Down	no	0	Down	51D2021	51D2020	A	51D3019A	3	5.27	6.47	3.12	2.92	18.14	22.59	19.54	409.78	NA	NA	0
3	1	F3	Down	no	0	Down	51D2021	51D2027	A	51D3020A	1	4.42	6.59	2.85	2.92	15.50	19.21	19.01	297.76	NA	NA	0
3	1	F3	Down	no	0	Down	51D2021	51D2027	A	51D3020A	2	4.27	6.99	3.46	3.40	18.97	23.77	23.98	450.92	NA	NA	0
3	1	F3	Down	no	0	Down	51D2021	51D2027	A	51D3020A	3	3.87	6.50	3.34	3.01	18.22	21.49	20.64	391.55	NA	NA	0
3	1	F3	Down	no	0	Down	51D2027	51D2003	A	51D3021A	1	5.27	6.40	3.02	2.89	15.36	18.60	18.91	285.70	NA	NA	0
3	1	F3	Down	no	0	Down	51D2027	51D2003	A	51D3021A	2	4.45	5.89	3.09	3.13	16.18	20.53	18.32	332.18	NA	NA	0
3	1	F3	Down	no	0	Down	51D2027	51D2003	A	51D3021A	3	4.11	6.68	2.92	2.86	14.25	18.63	19.31	265.48	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2027	51D2014	A	51D3022A	1	3.87	5.60	2.82	2.59	13.97	15.75	15.15	220.03	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2027	51D2014	A	51D3022A	2	4.14	6.07	2.97	2.67	16.79	20.24	17.12	339.83	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2027	51D2014	A	51D3022A	3	4.76	5.32	2.32	2.47	14.11	17.34	12.74	244.67	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2027	51D2053B	B	51D3023B	1	5.34	6.12	1.70	2.12	19.01	22.28	11.69	423.54	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2027	51D2053B	B	51D3023B	2	6.01	7.05	2.69	3.17	22.13	26.12	20.66	578.04	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2027	51D2053B	B	51D3023B	3	4.77	6.87	2.70	2.79	18.29	22.09	18.86	404.03	NA	NA	0
3	1	F3	Down	no	0	Down	51D2027	51D2059	A	51D3024A	1	5.32	6.72	2.89	2.81	15.47	20.59	19.15	318.53	NA	NA	0
3	1	F3	Down	no	0	Down	51D2027	51D2059	A	51D3024A	2	4.54	6.83	2.76	2.67	16.82	20.50	18.54	344.81	NA	NA	0
3	1	F3	Down	no	0	Down	51D2027	51D2059	A	51D3024A	3	4.15	6.86	3.23	3.22	18.00	22.23	22.12	400.14	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2033	51D2014	A	51D3025A	1	5.24	6.54	2.78	2.86	20.74	26.17	18.44	542.77	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2033	51D2014	A	51D3025A	2	5.17	6.63	3.00	2.80	19.87	24.26	19.23	482.05	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2033	51D2014	A	51D3025A	3	5.47	5.71	2.01	2.51	17.30	20.98	12.90	362.95	NA	NA	0
3	1	F3	Down	no	0	Down	51D2033	51D2027	A	51D3026A	1	5.05	6.52	2.82	3.00	18.08	19.65	18.97	355.27	NA	NA	0
3	1	F3	Down	no	0	Down	51D2033	51D2027	A	51D3026A	2	5.17	7.07	2.91	3.15	19.78	22.27	21.42	440.50	NA	NA	0
3	1	F3	Down	no	0	Down	51D2033	51D2027	A	51D3026A	3	3.49	5.53	2.49	2.38	17.20	20.85	13.47	358.62	NA	NA	0
3	1	F3	Down	no	0	Down	51D2033	51D2045	B	51D3027B	1	4.41	6.18	2.92	2.54	18.11	23.17	16.87	419.61	NA	NA	0
3	1	F3	Down	no	0	Down	51D2033	51D2045	B	51D3027B	2	5.16	7.62	2.96	3.30	20.45	27.66	23.85	565.65	NA	NA	0
3	1	F3	Down	no	0	Down	51D2033	51D2045	B	51D3027B	3	4.95	6.69	2.70	2.57	19.15	25.46	17.63	487.56	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2033	51D2059	A	51D3028A	1	4.37	6.36	1.98	2.58	16.64	19.50	14.50	324.48	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2033	51D2059	A	51D3028A	2	5.24	6.80	3.01	3.04	18.29	24.22	20.57	442.98	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2033	51D2059	A	51D3028A	3	NA	6.30	2.50	2.91	18.05	22.83	17.04	412.08	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2036	51D2003	A	51D3029A	1	4.61	6.13	2.15	2.09	20.78	24.92	13.00	517.84	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2036	51D2003	A	51D3029A	2	4.96	6.21	2.32	2.45	18.64	23.48	14.81	437.67	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2036	51D2003	A	51D3029A	3	4.64	6.03	2.41	2.47	19.67	23.82	14.71	468.54	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2036	51D2019	A	51D3030A	1	3.82	6.44	2.67	2.67	14.06	19.01	17.19	267.28	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2036	51D2019	A	51D3030A	2	5.08	6.78	2.76	2.82	19.95	25.84	18.92	515.51	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2036	51D2019	A	51D3030A	3	4.75	6.60	2.43	2.59	17.89	21.77	16.57	389.47	NA	NA	0
3	1	F3	Down	no	0	Down	51D2036	51D2027	B	51D3031B	1	4.83	8.79	3.89	3.86	21.05	27.65	34.06	582.03	NA	NA	0
3	1	F3	Down	no	0	Down	51D2036	51D2027	B	51D3031B	2	4.41	7.97	3.65	4.01	16.83	23.57	30.53	396.68	NA	NA	0
3	1	F3	Down	no	0	Down	51D2036	51D2027	B	51D3031B	3	4.50	6.55	2.52	2.85	20.71	22.63	17.59	468.67	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2036	51D2033	B	51D3032B	1	5.09	6.42	2.77	2.68	18.77	20.82	17.49	390.79	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2036	51D2033	B	51D3032B	2	4.88	4.97	2.25	2.06	14.44	15.34	10.71	221.51	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2036	51D2033	B	51D3032B	3	5.07	6.27	1.81	2.32	19.99	24.82	12.95	496.15	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2037	51D2020	B	51D3033B	1	3.96	5.06	1.99	2.25	15.70	19.49	10.73	305.99	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2037	51D2020	B	51D3033B	2	4.56	4.49	2.22	2.26	19.78	19.40	10.06	383.73	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2037	51D2020	B	51D3033B	3	4.59	6.70	2.97	2.98	19.13	23.17	19.93	443.24	NA	NA	0
3	1	F3	Down	no	0	Down	51D2037	51D2021	B	51D3034B	1	4.71	6.06	2.76	2.86	14.96	17.72	17.03	265.09	NA	NA	0
3	1	F3	Down	no	0	Down	51D2037	51D2021	B	51D3034B	2	4.93	6.71	3.46	4.10	16.76	19.47	25.36	326.32	NA	NA	0
3	1	F3	Down	no	0	Down	51D2037	51D2021	B	51D3034B	3	4.56	6.99	3.44	3.38	17.13	20.98	23.84	359.39	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2037	51D2033	A	51D3035A	1	4.81	5.79	2.52	2.87	15.84	20.26	15.60	320.92	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2037	51D2033	A	51D3035A	2	4.15	5.30	2.26	2.25	15.05	17.72	11.95	266.69	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2037	51D2033	A	51D3035A	3	4.73	6.36	2.56	2.83	17.81	22.77	17.14	405.53	NA	NA	0
3	1	F3	Down	no	0	Down	51D2037	51D2036	B	51D3036B	1	4.37	6.97	3.29	3.37	20.16	22.67	23.21	457.03	NA	NA	0
3	1	F3	Down	no	0	Down	51D2037	51D2036	B	51D3036B	2	4.39	6.31	2.59	2.68	19.10	24.98	16.63	477.12	NA	NA	0
3	1	F3	Down	no	0	Down	51D2037	51D2036	B	51D3036B	3	4.22	6.53	2.99	3.09	19.30	23.84	19.85	460.11	NA	NA	0
3	1	F3	Down	no	0	Down	51D2042	51D2037	B	51D3038B	1	5.19	6.25	2.71	2.79	18.07	21.92	17.19	396.09	NA	NA	0
3	1	F3	Down	no	0	Down	51D2042	51D2037	B	51D3038B	2	5.31	5.89	2.73	2.62	18.93	20.32	15.76	384.66	NA	NA	0
3	1	F3	Down	no	0	Down	51D2042	51D2037	B	51D3038B	3	4.50	7.08	2.91	3.38	19.65	24.68	22.27	484.96	NA	NA	0
3	1	F3	Down	no	0	Down	51D2042	51D2054	A	51D3039A	1	4.71	5.99	2.58	2.95	16.55	21.36	16.56	353.51	NA	NA	0
3	1	F3	Down	no	0	Down	51D2042	51D2054	A	51D3039A	2	4.91	6.81	2.80	2.95	19.37	23.53	19.58	455.78	NA	NA	0
3	1	F3	Down	no	0	Down	51D2042	51D2054	A	51D3039A	3	4.72	7.13	3.23	3.02	22.18	26.09	22.28	578.68	NA	NA	0
3	1	F3	Down	no	0	Down	51D2042	51D2059	A	51D3040A	1	4.88	6.65	2.76	3.07	17.64	21.63	19.38	381.55	NA	NA	0
3	1	F3	Down	no	0	Down	51D2042	51D2059	A	51D3040A	2	5.01	6.93	3.16	3.20	21.01	26.49	22.04	556.55	NA	NA	0
3	1	F3	Down	no	0	Down	51D2042	51D2059	A	51D3040A	3	5.07	5.51	2.36	2.32	19.12	22.48	12.89	429.82	NA	NA	0
3	1	F3	Down	no	0	Down	51D2045	51D2019	A	51D3041A	1	3.53	7.22	3.39	3.66	18.66	21.01	25.45	392.05	NA	NA	0
3	1	F3	Down	no	0	Down	51D2045	51D2019	A	51D3041A	2	4.59	6.08	2.82	2.15	16.60	21.18	15.11	351.59	NA	NA	0
3	1	F3	Down	no	0	Down	51D2045	51D2019	A	51D3041A	3	5.48	6.72	3.18	3.21	17.68	20.10	21.47	355.37	NA	NA	0
3	1	F3	Down	no	0	Down	51D2045	51D2027	B	51D3042B	1	4.59	7.22	3.24	3.14	18.67	24.14	23.03	450.69	NA	NA	0
3	1	F3	Down	no	0	Down	51D2045	51D2027	B	51D3042B	2	5.18	6.97	2.98	3.01	20.63	24.83	20.88	512.24	NA	NA	0
3	1	F3	Down	no	0	Down	51D2045	51D2027	B	51D3042B	3	5.08	6.94	3.40	3.32	21.61	26.87	23.32	580.66	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2045	51D2037	B	51D3043B	1	4.69	5.39	2.45	2.43	16.25	19.25	13.15	312.81	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2045	51D2037	B	51D3043B	2	6.00	6.02	2.84	2.92	19.41	24.23	17.34	470.30	NA	NA	0
3	1	F3	Down	DtF4	0	Down	51D2045	51D2037	B	51D3043B	3	5.15	6.91	2.80	3.03	19.02	23.63	20.14	449.44	NA	NA	0
