ind	Line	Gener	block	dam	sire	bloss	malefl	gad	Gwtot	GHl	GHr	UBL	UBW	GA	UBA	lbl	lbw	selected	select_rand	SEL
70UP3029	Up	F3	NA	2.023	2.012	2	1	4.10	7.77	3.53	3.36	26.10	26.50	26.77	691.65	NA	NA	0	NA	no
70UP3029	Up	F3	NA	2.023	2.012	3	1	3.15	6.45	2.57	2.72	21.81	22.33	17.06	487.02	NA	NA	0	NA	no
70UP3030	Up	F3	NA	2.023	2.028	1	1	4.12	7.92	3.30	2.94	21.29	23.25	24.71	494.99	NA	NA	0	NA	no
70UP3030	Up	F3	NA	2.023	2.028	2	2	3.98	7.64	3.62	3.25	22.56	24.03	26.24	542.12	NA	NA	0	NA	no
70UP3030	Up	F3	NA	2.023	2.028	3	2	3.75	6.04	2.25	2.40	15.77	17.54	14.04	276.61	NA	NA	0	NA	no
70UP3031B	Up	F3	NA	2.023	2.037	1	1	3.54	8.03	3.25	3.46	23.89	25.20	26.94	602.03	NA	NA	1	NA	UtF4
70UP3031B	Up	F3	NA	2.023	2.037	2	1	3.50	6.58	2.56	2.91	21.54	21.37	18.00	460.31	NA	NA	1	NA	UtF4
70UP3031B	Up	F3	NA	2.023	2.037	3	2	3.79	7.73	3.22	3.43	23.24	23.59	25.70	548.23	NA	NA	1	NA	UtF4
70UP3032	Up	F3	NA	2.023	2.060	1	1	3.94	6.87	3.00	3.03	22.82	24.02	20.71	548.14	NA	NA	1	NA	no
70UP3032	Up	F3	NA	2.023	2.060	2	1	3.33	7.08	3.39	3.53	23.32	21.90	24.50	510.71	NA	NA	1	NA	no
70UP3032	Up	F3	NA	2.023	2.060	3	1	3.12	7.70	3.41	3.37	24.47	24.50	26.10	599.52	NA	NA	1	NA	no
70UP3033	Up	F3	NA	2.028	2.001B	1	1	4.08	7.42	3.21	3.23	26.55	25.33	23.89	672.51	NA	NA	1	NA	no
70UP3033	Up	F3	NA	2.028	2.001B	2	1	3.99	7.12	3.08	3.11	21.74	25.67	22.04	558.07	NA	NA	1	NA	no
70UP3033	Up	F3	NA	2.028	2.001B	3	1	3.61	7.43	3.10	3.22	21.37	24.68	23.48	527.41	NA	NA	1	NA	no
70UP3034	Up	F3	NA	2.028	2.005	1	1	3.90	7.29	2.92	2.91	21.41	24.24	21.25	518.98	NA	NA	0	NA	no
70UP3034	Up	F3	NA	2.028	2.005	2	1	3.67	7.37	3.07	3.47	23.64	24.98	24.10	590.53	NA	NA	0	NA	no
70UP3034	Up	F3	NA	2.028	2.005	3	1	3.88	6.82	2.91	2.94	24.44	23.62	19.95	577.27	NA	NA	0	NA	no
70UP3035	Up	F3	NA	2.028	2.030	1	1	3.55	7.10	3.05	3.12	22.10	22.73	21.90	502.33	NA	NA	1	NA	no
70UP3035	Up	F3	NA	2.028	2.030	2	2	3.56	6.97	3.26	3.31	22.97	26.36	22.90	605.49	NA	NA	1	NA	no
70UP3035	Up	F3	NA	2.028	2.030	3	1	3.47	8.71	3.94	3.79	23.40	27.76	33.66	649.58	NA	NA	1	NA	no
70UP3036	Up	F3	NA	2.028	2.049	1	2	2.85	6.59	3.25	3.18	26.01	25.45	21.19	661.95	NA	NA	0	NA	no
70UP3036	Up	F3	NA	2.028	2.049	2	2	3.66	5.92	2.70	2.50	25.22	23.44	15.39	591.16	NA	NA	0	NA	no
70UP3036	Up	F3	NA	2.028	2.049	3	2	3.87	7.52	3.04	2.68	23.71	25.06	21.51	594.17	NA	NA	0	NA	no
70UP3037B	Up	F3	NA	2.030	2.005	1	2	4.33	7.00	3.10	3.13	23.59	23.36	21.81	551.06	NA	NA	0	NA	no
70UP3037B	Up	F3	NA	2.030	2.005	2	1	4.57	6.75	2.72	3.10	22.78	21.98	19.64	500.70	NA	NA	0	NA	no
70UP3037B	Up	F3	NA	2.030	2.005	3	1	4.55	6.90	2.87	2.83	25.91	24.73	19.67	640.75	NA	NA	0	NA	no
70UP3038B	Up	F3	NA	2.030	2.021	1	1	3.17	7.02	3.32	3.30	25.23	25.41	23.24	641.09	NA	NA	1	NA	no
70UP3038B	Up	F3	NA	2.030	2.021	2	1	4.10	7.35	3.39	3.20	22.30	24.77	24.22	552.37	NA	NA	1	NA	no
70UP3038B	Up	F3	NA	2.030	2.021	3	2	4.55	7.77	3.25	2.89	23.95	26.93	23.85	644.97	NA	NA	1	NA	no
70UP3039	Up	F3	NA	2.030	2.044	1	1	4.09	6.70	3.30	3.09	21.45	22.14	21.41	474.90	NA	NA	0	NA	no
70UP3039	Up	F3	NA	2.030	2.044	2	1	3.23	6.30	2.80	2.83	20.38	21.32	17.73	434.50	NA	NA	0	NA	no
70UP3039	Up	F3	NA	2.030	2.044	3	1	3.36	7.03	3.20	3.24	21.45	24.09	22.64	516.73	NA	NA	0	NA	no
70UP3040	Up	F3	NA	2.030	2.060	1	2	3.38	7.10	3.26	3.02	21.78	27.66	22.29	602.43	NA	NA	0	NA	no
70UP3040	Up	F3	NA	2.030	2.060	2	2	3.46	6.43	3.08	3.18	23.75	26.91	20.13	639.11	NA	NA	0	NA	no
70UP3040	Up	F3	NA	2.030	2.060	3	1	4.26	5.55	2.51	2.63	20.12	21.67	14.26	436.00	NA	NA	0	NA	no
70UP3041	Up	F3	NA	2.032	2.001B	1	1	3.75	7.64	2.96	3.17	22.44	24.89	23.42	558.53	NA	NA	2	NA	no
70UP3041	Up	F3	NA	2.032	2.001B	2	1	4.32	7.84	3.11	3.07	20.68	23.26	24.23	481.02	NA	NA	2	NA	no
70UP3041	Up	F3	NA	2.032	2.001B	3	1	3.68	7.29	2.94	2.88	20.11	21.30	21.21	428.34	NA	NA	2	NA	no
70UP3042	Up	F3	NA	2.032	2.012	1	2	3.73	7.32	3.12	3.31	22.59	21.78	23.53	492.01	NA	NA	0	NA	no
70UP3042	Up	F3	NA	2.032	2.012	2	1	4.28	7.51	3.26	3.41	23.32	22.21	25.05	517.94	NA	NA	0	NA	no
70UP3042	Up	F3	NA	2.032	2.012	3	2	4.39	6.32	2.54	2.85	21.35	19.70	17.03	420.60	NA	NA	0	NA	no
70UP3043	Up	F3	NA	2.032	2.030	1	1	3.44	6.90	2.75	2.71	19.83	19.88	18.84	394.22	NA	NA	0	NA	no
70UP3043	Up	F3	NA	2.032	2.030	2	1	3.80	6.82	2.99	3.19	22.48	24.33	21.07	546.94	NA	NA	0	NA	no
70UP3043	Up	F3	NA	2.032	2.030	3	1	3.43	6.69	2.97	3.23	22.85	23.66	20.74	540.63	NA	NA	0	NA	no
70UP3044	Up	F3	NA	2.032	2.049	1	1	2.79	7.49	3.45	3.02	19.90	20.81	24.23	414.12	NA	NA	2	NA	no
70UP3044	Up	F3	NA	2.032	2.049	2	2	3.07	6.82	3.14	3.04	20.28	20.07	21.07	407.02	NA	NA	2	NA	no
70UP3044	Up	F3	NA	2.032	2.049	3	2	3.35	7.63	2.97	3.25	21.45	21.84	23.73	468.47	NA	NA	2	NA	no
70UP3045	Up	F3	NA	2.037	2.006	1	1	3.44	7.48	2.98	3.04	19.98	23.70	22.51	473.53	NA	NA	0	NA	no
70UP3045	Up	F3	NA	2.037	2.006	2	1	3.22	7.12	3.08	3.19	20.26	22.89	22.32	463.75	NA	NA	0	NA	no
70UP3045	Up	F3	NA	2.037	2.006	3	1	3.65	6.15	2.93	2.92	19.36	21.71	17.99	420.31	NA	NA	0	NA	no
70UP3046B	Up	F3	NA	2.037	2.007	1	1	4.04	6.80	2.82	2.79	21.19	23.87	19.07	505.81	NA	NA	0	NA	no
70UP3046B	Up	F3	NA	2.037	2.007	2	1	4.35	7.63	3.03	3.06	19.20	21.32	23.23	409.34	NA	NA	0	NA	no
70UP3046B	Up	F3	NA	2.037	2.007	3	2	3.92	7.24	2.75	2.52	20.46	22.86	19.08	467.72	NA	NA	0	NA	no
70UP3047	Up	F3	NA	2.037	2.010	1	2	2.28	6.35	3.02	3.00	22.32	24.33	19.11	543.05	NA	NA	0	NA	no
70UP3047	Up	F3	NA	2.037	2.010	2	1	3.28	6.76	2.78	2.62	21.33	23.65	18.25	504.45	NA	NA	0	NA	no
70UP3047	Up	F3	NA	2.037	2.010	3	2	3.26	7.17	3.04	3.08	23.50	25.97	21.94	610.30	NA	NA	0	NA	no
70UP3048	Up	F3	NA	2.037	2.028	1	2	3.64	6.68	2.91	3.20	19.88	21.78	20.41	432.99	NA	NA	0	NA	no
70UP3048	Up	F3	NA	2.037	2.028	2	2	4.30	6.66	3.07	2.86	20.93	22.89	19.75	479.09	NA	NA	0	NA	no
70UP3048	Up	F3	NA	2.037	2.028	3	1	3.95	7.81	3.10	3.51	22.39	23.27	25.81	521.02	NA	NA	0	NA	no
70UP3049B	Up	F3	NA	2.044	2.012	1	1	3.37	6.62	2.81	3.13	23.66	26.49	19.66	626.75	NA	NA	0	NA	no
70UP3049B	Up	F3	NA	2.044	2.012	2	2	3.16	6.28	2.76	2.77	23.00	22.39	17.36	514.97	NA	NA	0	NA	no
70UP3049B	Up	F3	NA	2.044	2.012	3	1	2.93	6.11	2.66	2.66	22.56	22.45	16.25	506.47	NA	NA	0	NA	no
70UP3050	Up	F3	NA	2.044	2.028	1	1	3.73	7.38	3.80	3.24	23.12	22.88	25.98	528.99	NA	NA	0	NA	no
70UP3050	Up	F3	NA	2.044	2.028	2	1	3.71	6.00	2.56	2.64	18.55	18.25	15.60	338.54	NA	NA	0	NA	no
70UP3050	Up	F3	NA	2.044	2.028	3	1	3.67	6.76	2.81	3.03	18.68	17.37	19.74	324.47	NA	NA	0	NA	no
70UP3051B	Up	F3	NA	2.044	2.032	1	1	3.66	5.66	2.80	2.65	23.52	22.08	15.42	519.32	NA	NA	0	NA	no
70UP3051B	Up	F3	NA	2.044	2.032	2	2	3.48	7.18	3.05	2.98	21.18	23.79	21.65	503.87	NA	NA	0	NA	no
70UP3051B	Up	F3	NA	2.044	2.032	3	1	3.60	6.75	2.98	3.21	21.18	21.42	20.89	453.68	NA	NA	0	NA	no
70UP3052B	Up	F3	NA	2.044	2.058	1	2	3.83	6.57	2.57	2.47	20.58	21.30	16.56	438.35	NA	NA	0	NA	no
70UP3052B	Up	F3	NA	2.044	2.058	2	1	3.70	6.17	2.52	2.67	18.83	20.09	16.01	378.29	NA	NA	0	NA	no
70UP3052B	Up	F3	NA	2.044	2.058	3	1	3.47	6.34	2.42	2.72	19.53	20.52	16.29	400.76	NA	NA	0	NA	no
70UP3053	Up	F3	NA	2.049	2.001B	1	1	3.47	6.59	2.73	3.18	18.97	20.67	19.47	392.11	NA	NA	0	NA	no
70UP3053	Up	F3	NA	2.049	2.001B	2	1	3.32	6.27	2.81	2.78	20.19	21.24	17.52	428.84	NA	NA	0	NA	no
70UP3053	Up	F3	NA	2.049	2.001B	3	1	3.87	5.82	2.42	2.50	17.49	18.12	14.32	316.92	NA	NA	0	NA	no
70UP3054	Up	F3	NA	2.049	2.012	1	1	3.56	7.46	3.11	3.29	22.35	23.89	23.87	533.94	NA	NA	1	NA	UtF4
70UP3054	Up	F3	NA	2.049	2.012	2	1	3.50	7.13	3.01	3.00	24.05	23.33	21.43	561.09	NA	NA	1	NA	UtF4
70UP3054	Up	F3	NA	2.049	2.012	3	2	3.33	7.59	3.31	3.40	22.93	24.44	25.46	560.41	NA	NA	1	NA	UtF4
70UP3055B	Up	F3	NA	2.049	2.037	1	1	3.77	7.20	3.28	3.12	23.36	25.60	23.04	598.02	NA	NA	0	NA	no
70UP3055B	Up	F3	NA	2.049	2.037	2	1	3.61	6.81	2.88	2.63	22.28	23.61	18.76	526.03	NA	NA	0	NA	no
70UP3055B	Up	F3	NA	2.049	2.037	3	1	4.26	6.49	2.49	2.60	21.09	24.74	16.52	521.77	NA	NA	0	NA	no
70UP3056	Up	F3	NA	2.049	2.060	1	1	4.03	7.06	3.45	3.64	25.25	25.24	25.03	637.31	NA	NA	1	NA	UtF4
70UP3056	Up	F3	NA	2.049	2.060	2	2	3.74	7.48	3.68	3.38	26.73	26.35	26.40	704.34	NA	NA	1	NA	UtF4
70UP3056	Up	F3	NA	2.049	2.060	3	2	3.82	7.79	3.50	3.59	23.43	26.50	27.62	620.90	NA	NA	1	NA	UtF4
70UP3057	Up	F3	NA	2.058	2.001B	1	2	3.39	7.09	3.22	3.27	21.61	24.98	23.01	539.82	NA	NA	0	NA	no
70UP3057	Up	F3	NA	2.058	2.001B	2	1	3.64	7.11	3.17	3.23	20.94	23.37	22.75	489.37	NA	NA	0	NA	no
70UP3057	Up	F3	NA	2.058	2.001B	3	1	3.36	6.12	2.74	3.03	15.14	18.57	17.66	281.15	NA	NA	0	NA	no
70UP3058	Up	F3	NA	2.058	2.006	1	1	3.60	6.68	2.86	3.02	18.24	18.61	19.64	339.45	NA	NA	0	NA	no
70UP3058	Up	F3	NA	2.058	2.006	2	1	3.41	6.34	2.65	2.80	19.44	19.11	17.28	371.50	NA	NA	0	NA	no
70UP3058	Up	F3	NA	2.058	2.006	3	2	3.65	7.36	2.99	2.97	20.09	20.65	21.93	414.86	NA	NA	0	NA	no
70UP3059B	Up	F3	NA	2.058	2.007	1	1	2.50	6.34	2.61	2.42	24.84	23.60	15.95	586.22	NA	NA	0	NA	no
70UP3059B	Up	F3	NA	2.058	2.007	2	1	3.50	7.06	2.74	3.21	26.31	25.67	21.00	675.38	NA	NA	0	NA	no
70UP3059B	Up	F3	NA	2.058	2.007	3	1	3.29	7.04	2.80	2.82	24.36	26.45	19.78	644.32	NA	NA	0	NA	no
70UP3060B	Up	F3	NA	2.058	2.030	1	1	2.30	7.14	2.74	2.98	21.45	22.60	20.42	484.77	NA	NA	1	NA	UtF4
70UP3060B	Up	F3	NA	2.058	2.030	2	2	2.86	7.71	3.36	3.57	24.77	27.90	26.72	691.08	NA	NA	1	NA	UtF4
70UP3060B	Up	F3	NA	2.058	2.030	3	2	3.24	6.66	3.35	3.46	26.82	27.53	22.68	738.35	NA	NA	1	NA	UtF4
70UP3061	Up	F3	NA	2.060	2.006	1	2	4.22	6.22	2.86	2.66	23.95	23.73	17.17	568.33	NA	NA	0	NA	no
70UP3061	Up	F3	NA	2.060	2.006	2	1	4.26	6.92	2.94	3.17	21.69	23.30	21.14	505.38	NA	NA	0	NA	no
70UP3061	Up	F3	NA	2.060	2.006	3	1	3.47	6.58	2.87	2.65	22.43	23.86	18.16	535.18	NA	NA	0	NA	no
70UP3062	Up	F3	NA	2.060	2.010	1	2	3.31	7.47	3.32	3.21	21.87	23.04	24.39	503.88	NA	NA	0	NA	no
70UP3062	Up	F3	NA	2.060	2.010	2	1	3.01	6.78	3.06	2.96	20.72	24.11	20.41	499.56	NA	NA	0	NA	no
70UP3062	Up	F3	NA	2.060	2.010	3	1	2.88	6.62	3.19	3.35	22.00	25.18	21.65	553.96	NA	NA	0	NA	no
70UP3063B	Up	F3	NA	2.060	2.028	1	1	3.72	6.62	3.29	3.01	19.81	21.46	20.85	425.12	NA	NA	1	NA	UtF4
70UP3063B	Up	F3	NA	2.060	2.028	2	1	3.17	7.22	3.23	3.48	20.57	24.44	24.22	502.73	NA	NA	1	NA	UtF4
70UP3063B	Up	F3	NA	2.060	2.028	3	1	3.12	7.35	3.26	3.44	20.24	23.00	24.62	465.52	NA	NA	1	NA	UtF4
70UP3064	Up	F3	NA	2.060	2.058	1	1	3.32	7.27	3.21	3.27	21.93	25.13	23.55	551.10	NA	NA	1	NA	UtF4
70UP3064	Up	F3	NA	2.060	2.058	2	1	2.93	7.98	4.04	3.74	23.31	25.08	31.04	584.61	NA	NA	1	NA	UtF4
70UP3064	Up	F3	NA	2.060	2.058	3	1	4.26	7.32	3.24	3.22	22.63	22.58	23.64	510.99	NA	NA	1	NA	UtF4
70U4002	Up	F4	NA	70UP3001	70UP3060	1	1	NA	7.23	2.86	2.96	19.57	21.99	21.0393	430.3443	20.78	21.93	NA	NA	NA
70U4002	Up	F4	NA	70UP3001	70UP3060	2	2	NA	7.5	2.74	3.12	22.65	24.88	21.975	563.532	23.9	23.7	NA	NA	NA
70U4002	Up	F4	NA	70UP3001	70UP3060	3	1	NA	8.09	3.97	3.72	23.92	25.6	31.10605	612.352	25.74	25.74	NA	NA	NA
70U4004	Up	F4	NA	70UP3001	70UP3023	1	2	NA	7.53	3.14	3.15	20.38	24.41	23.68185	497.4758	21.19	23.47	NA	NA	NA
70U4004	Up	F4	NA	70UP3001	70UP3023	2	2	NA	7.46	3.01	3.32	21.65	23.64	23.6109	511.806	22.88	23.45	NA	NA	NA
70U4004	Up	F4	NA	70UP3001	70UP3023	3	1	NA	7.24	2.95	3.21	20.79	23.27	22.2992	483.7833	22.38	22.9	NA	NA	NA
70U4005	Up	F4	NA	70UP3001	70UP3023	1	1	NA	7.63	3.51	3.08	20.87	23.96	25.14085	500.0452	23.52	23.26	NA	NA	NA
70U4005	Up	F4	NA	70UP3001	70UP3023	2	3	NA	6.98	2.86	3.12	23.22	27.17	20.8702	630.8874	24.68	27.86	NA	NA	NA
70U4006	Up	F4	NA	70UP3063B	70UP3054	1	1	NA	7.65	2.93	3.36	24.52	25.78	24.05925	632.1256	26.83	26.14	NA	NA	NA
70U4006	Up	F4	NA	70UP3063B	70UP3054	2	1	NA	7.62	3.29	3.53	22.12	24.77	25.9842	547.9124	24.67	25.2	NA	NA	NA
70U4009	Up	F4	NA	70UP3063B	70UP3001	1	1	NA	7.39	2.66	2.54	21.62	24.68	19.214	533.5816	25.23	24.81	NA	NA	NA
70U4009	Up	F4	NA	70UP3063B	70UP3001	2	1	NA	6.86	2.4	2.79	21.46	25.09	17.8017	538.4314	23.08	24.45	NA	NA	NA
70U4009	Up	F4	NA	70UP3063B	70UP3001	3	1	NA	6.75	2.64	2.67	21.55	23.72	17.92125	511.166	23.9	23.14	NA	NA	NA
70U4010	Up	F4	NA	70UP3063B	70UP3001	1	1	NA	7.56	3.76	3.78	20.95	24.32	28.5012	509.504	23.36	24.94	NA	NA	NA
70U4010	Up	F4	NA	70UP3063B	70UP3001	2	2	NA	7.79	3.47	3.71	23.36	26.75	27.9661	624.88	26.09	26.18	NA	NA	NA
70U4010	Up	F4	NA	70UP3063B	70UP3001	3	1	NA	6.92	3.34	3.13	20.72	24.7	22.3862	511.784	23.72	25.39	NA	NA	NA
70U4011	Up	F4	NA	70UP3008B	70UP3001	1	2	NA	7.25	2.9	3.07	20.68	24.51	21.64125	506.8668	22.87	23.5	NA	NA	NA
70U4011	Up	F4	NA	70UP3008B	70UP3001	2	1	NA	6.01	2.56	2.57	20.59	20.82	15.41565	428.6838	22.76	21.29	NA	NA	NA
70U4011	Up	F4	NA	70UP3008B	70UP3001	3	3	NA	7.46	2.91	2.93	24.81	26.83	21.7832	665.6523	25.28	26.67	NA	NA	NA
70U4012	Up	F4	NA	70UP3008B	70UP3038B	1	1	NA	6.64	2.52	2.56	18.48	20.37	16.8656	376.4376	20.63	20.57	NA	NA	NA
70U4012	Up	F4	NA	70UP3008B	70UP3038B	2	1	NA	6.38	2.78	2.93	18.74	20.68	18.2149	387.5432	21.7	20.6	NA	NA	NA
70U4012	Up	F4	NA	70UP3008B	70UP3038B	3	1	NA	6.66	2.8	2.83	22.7	23.6	18.7479	535.72	23.83	23.35	NA	NA	NA
70U4013	Up	F4	NA	70UP3008B	70UP3060B	1	1	NA	6.85	2.72	2.99	23.73	25.04	19.55675	594.1992	27.89	25.78	NA	NA	NA
70U4013	Up	F4	NA	70UP3008B	70UP3060B	2	1	NA	7.06	2.94	3.04	21.12	22.62	21.1094	477.7344	23.64	22.62	NA	NA	NA
70U4013	Up	F4	NA	70UP3008B	70UP3060B	3	1	NA	6.68	2.89	3.13	23.24	24.18	20.1068	561.9432	25.15	24.98	NA	NA	NA
70U4014	Up	F4	NA	70UP3008B	70UP3038B	1	1	NA	7.69	3.29	3.44	21.59	22.3	25.87685	481.457	23.35	21.87	NA	NA	NA
70U4014	Up	F4	NA	70UP3008B	70UP3038B	2	2	NA	7.03	2.75	3.08	21.51	21.88	20.49245	470.6388	23.69	20.68	NA	NA	NA
70U4014	Up	F4	NA	70UP3008B	70UP3038B	3	2	NA	7.77	3.33	3.48	22.49	24.02	26.45685	540.2098	25.89	23.9	NA	NA	NA
70U4015	Up	F4	NA	70UP3008B	70UP3054	1	1	NA	7.37	2.94	2.95	21.57	23.23	21.70465	501.0711	24.79	22.94	NA	NA	NA
70U4015	Up	F4	NA	70UP3008B	70UP3054	2	1	NA	7.1	3	2.97	19.11	21.45	21.1935	409.9095	23.53	22.63	NA	NA	NA
70U4015	Up	F4	NA	70UP3008B	70UP3054	3	1	NA	7.63	2.89	3.17	21.49	23.51	23.1189	505.2299	24.14	23.47	NA	NA	NA
70U4016	Up	F4	NA	70UP3023	70UP3035	1	1	NA	7.71	3.42	3.48	20.98	25.58	26.5995	536.6684	23.82	26.34	NA	NA	NA
70U4016	Up	F4	NA	70UP3023	70UP3035	2	1	NA	6.26	3.22	3.25	21.36	25.36	20.2511	541.6896	24.93	25.91	NA	NA	NA
70U4016	Up	F4	NA	70UP3023	70UP3035	3	3	NA	7.55	2.9	3.39	22.44	27.14	23.74475	609.0216	25.56	26.94	NA	NA	NA
70U4017	Up	F4	NA	70UP3023	70UP3003	1	1	NA	7.61	3.23	3.06	19.9	22.28	23.93345	443.372	21.88	21.81	NA	NA	NA
70U4017	Up	F4	NA	70UP3023	70UP3003	2	1	NA	8.08	3.61	3.73	19.34	22.98	29.6536	444.4332	22	22.98	NA	NA	NA
70U4017	Up	F4	NA	70UP3023	70UP3003	3	1	NA	8.32	3.19	3.43	20.69	23.27	27.5392	481.4563	21.5	23.37	NA	NA	NA
70U4018	Up	F4	NA	70UP3023	70UP3056	1	2	NA	6.91	3.16	3.43	22.97	25.67	22.76845	589.6399	24.29	23.23	NA	NA	NA
70U4018	Up	F4	NA	70UP3023	70UP3056	2	1	NA	8.04	3.78	3.49	24.01	24.7	29.2254	593.047	26.27	24.42	NA	NA	NA
70U4018	Up	F4	NA	70UP3023	70UP3056	3	2	NA	7.35	3.81	3.86	23.77	25.37	28.18725	603.0449	25.11	25.59	NA	NA	NA
70U4019	Up	F4	NA	70UP3023	70UP3032	1	2	NA	9.22	3.07	3.57	25.78	26.01	30.6104	670.5378	26.15	28.46	NA	NA	NA
70U4019	Up	F4	NA	70UP3023	70UP3032	2	1	NA	7.21	3.21	3.06	21.24	23.63	22.60335	501.9012	24.51	24.29	NA	NA	NA
70U4019	Up	F4	NA	70UP3023	70UP3032	3	2	NA	7.73	3.36	3.49	22.36	25.55	26.47525	571.298	26.77	26.15	NA	NA	NA
70U4021	Up	F4	NA	70UP3024B	70UP3033	1	3	NA	7.75	3.38	3.25	22.87	28.77	25.69125	657.9699	27.02	29.4	NA	NA	NA
70U4021	Up	F4	NA	70UP3024B	70UP3033	2	1	NA	6.17	2.68	2.76	22.03	24.1	16.7824	530.923	24.9	26.54	NA	NA	NA
70U4021	Up	F4	NA	70UP3024B	70UP3033	3	1	NA	6.05	2.87	3.01	20.58	24.7	17.787	508.326	26.82	25.71	NA	NA	NA
70U4022	Up	F4	NA	70UP3063B	70UP3032	1	1	NA	7.98	3.76	3.69	22.68	24.84	29.7255	563.3712	25.24	25.87	NA	NA	NA
70U4022	Up	F4	NA	70UP3063B	70UP3032	2	1	NA	7.62	3.22	2.99	20.06	22.24	23.6601	446.1344	23.4	23.91	NA	NA	NA
70U4022	Up	F4	NA	70UP3063B	70UP3032	3	1	NA	7.89	3.59	3.88	24.8	26.49	29.46915	656.952	28.83	25.79	NA	NA	NA
70U4023	Up	F4	NA	70UP3024B	70UP3027	1	3	NA	7.52	3.34	3.28	25.06	28.06	24.8912	703.1836	28.16	28.13	NA	NA	NA
70U4025	Up	F4	NA	70UP3063B	70UP3032	1	1	NA	6.39	2.61	2.72	23.1	25.98	17.02935	600.138	28.02	27.42	NA	NA	NA
70U4025	Up	F4	NA	70UP3063B	70UP3032	2	1	NA	5.75	2.99	2.89	25.11	24.34	16.905	611.1774	28.56	26.27	NA	NA	NA
70U4026	Up	F4	NA	70UP3027	70UP3032	1	1	NA	6.74	2.46	2.95	19.94	23.17	18.2317	462.0098	23.07	21.79	NA	NA	NA
70U4026	Up	F4	NA	70UP3027	70UP3032	2	1	NA	6.81	2.99	2.47	17.08	17.73	18.5913	302.8284	19.64	18.03	NA	NA	NA
70U4026	Up	F4	NA	70UP3027	70UP3032	3	2	NA	6.1	2.93	2.94	20.84	23.21	17.9035	483.6964	22.96	22.83	NA	NA	NA
70U4027	Up	F4	NA	70UP3027	70UP3035	1	1	NA	8.01	3.42	3.53	22.46	24.2	27.83475	543.532	25.3	25.84	NA	NA	NA
70U4027	Up	F4	NA	70UP3027	70UP3035	2	1	NA	8.11	3.55	3.58	21.49	24.66	28.91215	529.9434	22.54	24.08	NA	NA	NA
70U4027	Up	F4	NA	70UP3027	70UP3035	3	1	NA	7.55	3.08	3.28	19.57	23.15	24.009	453.0455	22.05	23.05	NA	NA	NA
70U4028	Up	F4	NA	70UP3027	70UP3060B	1	1	NA	6.81	2.66	3.2	20.17	22.9	19.9533	461.893	22.74	22.79	NA	NA	NA
70U4028	Up	F4	NA	70UP3027	70UP3060B	2	1	NA	8.27	3.6	3.61	21.26	24.11	29.81335	512.5786	23.93	22.83	NA	NA	NA
70U4028	Up	F4	NA	70UP3027	70UP3060B	3	1	NA	7.21	2.82	2.89	19.78	21.28	20.58455	420.9184	22.54	22.73	NA	NA	NA
70U4030	Up	F4	NA	70UP3028B	70UP3008B	1	1	NA	7.06	3.07	3.29	22.94	22.84	22.4508	523.9496	24.65	23.63	NA	NA	NA
70U4030	Up	F4	NA	70UP3028B	70UP3008B	2	3	NA	7.24	3.05	3.24	22.04	24.37	22.7698	537.1148	24.47	25.29	NA	NA	NA
70U4030	Up	F4	NA	70UP3028B	70UP3008B	3	1	NA	6.87	3.51	2.84	21.35	23.87	21.81225	509.6245	25.96	26.42	NA	NA	NA
70U4032	Up	F4	NA	70UP3060B	70UP3063B	1	1	NA	6.7	3.01	3.33	23.31	25.17	21.239	586.7127	27.03	26.58	NA	NA	NA
70U4032	Up	F4	NA	70UP3060B	70UP3063B	2	2	NA	7.75	3.17	3.34	23.6	25.66	25.22625	605.576	24.88	27.67	NA	NA	NA
70U4032	Up	F4	NA	70UP3060B	70UP3063B	3	3	NA	8.77	3.62	3.58	26.79	29.67	31.572	794.8593	28.88	29.21	NA	NA	NA
70U4033	Up	F4	NA	70UP3028B	70UP3063B	1	1	NA	7.25	3.15	3.11	20.24	21.38	22.6925	432.7312	24.25	24.07	NA	NA	NA
70U4033	Up	F4	NA	70UP3028B	70UP3063B	2	2	NA	7.93	3.3	3.31	22.97	25.36	26.20865	582.5192	24.09	24.07	NA	NA	NA
70U4033	Up	F4	NA	70UP3028B	70UP3063B	3	1	NA	6.99	3.21	3.34	21.55	23.02	22.89225	496.081	24.09	23.45	NA	NA	NA
70U4034	Up	F4	NA	70UP3028B	70UP3059	1	3	NA	7.96	3.35	3.4	22.33	24.5	26.865	547.085	24.27	24.25	NA	NA	NA
70U4034	Up	F4	NA	70UP3028B	70UP3059	2	3	NA	7.88	3.44	3.59	23.63	25.06	27.6982	592.1678	26.34	25.03	NA	NA	NA
70U4034	Up	F4	NA	70UP3028B	70UP3059	3	3	NA	8.49	3.5	3.53	22.09	24	29.84235	530.16	24.61	24.51	NA	NA	NA
70U4035	Up	F4	NA	70UP3060B	70UP3063B	1	3	NA	7.4	3.13	2.98	23.81	26.81	22.607	638.3461	25.53	26.73	NA	NA	NA
70U4035	Up	F4	NA	70UP3060B	70UP3063B	2	1	NA	7.32	3.42	3.53	22.61	23.2	25.437	524.552	25.41	26.48	NA	NA	NA
70U4035	Up	F4	NA	70UP3060B	70UP3063B	3	1	NA	8.16	3.13	3.7	21.51	26.87	27.8664	577.9737	24.68	26.52	NA	NA	NA
