ind	Line	Gener	block	dam	sire	bloss	malefl	gad	Gwtot	GHl	GHr	UBL	UBW	GA	UBA	lbl	lbw	selected	select_rand	SEL
P11023	Up	F1	NA	70174	70217	4	1	2.71	7.01	2.82	3.18	17.75	21.92	21.03	389.08	NA	NA	0	NA	no
P11024	Up	F1	NA	70174	70390	1	1	3.36	6.28	2.39	2.55	18.73	19.38	15.51	362.99	NA	NA	0	NA	no
P11024	Up	F1	NA	70174	70390	2	1	2.68	5.39	2.31	1.93	17	15.63	11.43	265.71	NA	NA	0	NA	no
P11024	Up	F1	NA	70174	70390	3	1	3.24	5.84	2.51	2.27	20.74	22.16	13.96	459.60	NA	NA	0	NA	no
P11025	Up	F1	NA	70217	70111	1	2	2.89	6.88	3.09	2.89	19.89	21.85	20.57	434.60	NA	NA	0	NA	no
P11025	Up	F1	NA	70217	70111	2	2	3.39	6.35	2.85	2.74	17.28	19.35	17.75	334.37	NA	NA	0	NA	no
P11025	Up	F1	NA	70217	70111	3	2	3.38	7.33	3.09	3.17	20.53	22.41	22.94	460.08	NA	NA	0	NA	no
P11025	Up	F1	NA	70217	70111	4	1	3.48	6.86	3.01	3.06	19.08	21.49	20.82	410.03	NA	NA	0	NA	no
P11026	Up	F1	NA	70217	70168	1	1	3.3	7.57	3.23	2.83	19.27	20.49	22.94	394.84	NA	NA	0	NA	no
P11026	Up	F1	NA	70217	70168	2	1	3.43	6.67	2.85	3	19.17	18.61	19.51	356.75	NA	NA	0	NA	no
P11026	Up	F1	NA	70217	70168	3	1	3.57	6.11	2.72	2.59	20.22	20.39	16.22	412.29	NA	NA	0	NA	no
P11026	Up	F1	NA	70217	70168	4	1	3.75	6.59	2.69	2.67	18.38	17.95	17.66	329.92	NA	NA	0	NA	no
P11027	Up	F1	NA	70217	70390	1	2	3.51	7.11	2.62	2.83	18.73	20.89	19.37	391.27	NA	NA	0	NA	no
P11027	Up	F1	NA	70217	70390	2	2	3.98	6.54	2.77	2.96	18.02	19.82	18.74	357.16	NA	NA	0	NA	no
P11027	Up	F1	NA	70217	70390	3	1	3.53	8.06	2.86	3.41	19.88	22.16	25.27	440.54	NA	NA	0	NA	no
P11028	Up	F1	NA	70217	70406	1	1	3.36	7.62	2.98	2.75	20.04	22.26	21.83	446.09	NA	NA	1	NA	UtF2
P11028	Up	F1	NA	70217	70406	2	1	3.1	6.91	2.88	3.23	18.58	20.49	21.11	380.70	NA	NA	1	NA	UtF2
P11028	Up	F1	NA	70217	70406	3	1	3.24	8.07	3.24	3.1	20.97	23.24	25.58	487.34	NA	NA	1	NA	UtF2
P11029	Up	F1	NA	70268	70074	1	2	3.83	7.43	2.9	2.85	20.68	23.34	21.36	482.67	NA	NA	0	NA	no
P11029	Up	F1	NA	70268	70074	2	1	3.31	7.2	2.93	2.95	21.86	21.51	21.17	470.21	NA	NA	0	NA	no
P11029	Up	F1	NA	70268	70074	3	1	3.1	7.25	2.83	2.89	21.15	20.91	20.74	442.25	NA	NA	0	NA	no
P11029	Up	F1	NA	70268	70074	4	1	3.25	5.44	2.32	2.38	16.41	16.7	12.78	274.05	NA	NA	0	NA	no
P11030	Up	F1	NA	70268	70305	1	2	3.17	6.8	2.58	2.81	21.83	23.26	18.33	507.77	NA	NA	0	NA	no
P11030	Up	F1	NA	70268	70305	2	1	4.56	6.15	2.5	2.47	20.29	22.9	15.28	464.64	NA	NA	0	NA	no
P11030	Up	F1	NA	70268	70305	3	1	3.4	5.73	2.21	2.37	20.77	20.95	13.12	435.13	NA	NA	0	NA	no
P11031	Up	F1	NA	70268	70337	1	1	3	6.99	2.77	3.03	18.45	21.31	20.27	393.17	NA	NA	0	NA	no
P11031	Up	F1	NA	70268	70337	2	1	3.01	7.22	2.9	2.9	18.51	21.43	20.94	396.67	NA	NA	0	NA	no
P11031	Up	F1	NA	70268	70337	3	2	3.21	6.94	2.74	2.99	18.81	21.6	19.88	406.30	NA	NA	0	NA	no
P11032	Up	F1	NA	70268	70367	1	2	4.1	6.77	2.67	2.82	21.29	22.71	18.58	483.50	NA	NA	0	NA	no
P11032	Up	F1	NA	70268	70367	2	2	3.42	7.03	2.88	3.36	22.32	23.45	21.93	523.40	NA	NA	0	NA	no
P11032	Up	F1	NA	70268	70367	3	1	3.66	6.77	2.95	2.83	20.45	20.65	19.57	422.29	NA	NA	0	NA	no
P11033	Up	F1	NA	70305	70347	1	2	3.02	6.35	2.38	2.47	17.46	17.76	15.40	310.09	NA	NA	0	NA	no
P11033	Up	F1	NA	70305	70347	2	1	2.83	6.79	2.78	2.86	19.25	20.35	19.15	391.74	NA	NA	0	NA	no
P11033	Up	F1	NA	70305	70347	3	1	3.47	6.97	3	2.82	19.67	21.45	20.28	421.92	NA	NA	0	NA	no
P11034	Up	F1	NA	70305	70367	1	1	3.31	7.58	2.78	2.74	21.63	21.53	20.92	465.69	NA	NA	0	NA	no
P11034	Up	F1	NA	70305	70367	2	1	3.88	7.44	2.84	3.07	22.32	21.9	21.99	488.81	NA	NA	0	NA	no
P11034	Up	F1	NA	70305	70367	3	1	3.73	7.05	2.64	2.47	20.86	19.03	18.01	396.97	NA	NA	0	NA	no
P11034	Up	F1	NA	70305	70383	4	2	4.37	7.61	2.56	2.72	22.53	21.38	20.09	481.69	NA	NA	0	NA	no
P11035	Up	F1	NA	70305	70383	1	1	3.47	6.08	3.26	2.99	17.79	17.89	19.00	318.26	NA	NA	1	NA	UtF2
P11035	Up	F1	NA	70305	70383	2	1	3.39	7.04	3.22	3.07	18.9	22.52	22.14	425.63	NA	NA	1	NA	UtF2
P11035	Up	F1	NA	70305	70383	3	1	3.11	7.78	2.94	2.92	18.32	21.67	22.80	396.99	NA	NA	1	NA	UtF2
P11036	Up	F1	NA	70305	70410	1	1	3.49	7.01	2.49	2.45	19.17	18.95	17.31	363.27	NA	NA	0	NA	no
P11036	Up	F1	NA	70305	70410	2	2	3.68	6.63	3	2.82	21.14	21.51	19.29	454.72	NA	NA	0	NA	no
P11036	Up	F1	NA	70305	70410	3	2	3.4	6.64	2.62	2.6	20.98	22.62	17.33	474.57	NA	NA	0	NA	no
P11036	Up	F1	NA	70305	70410	4	1	2.78	7.26	2.94	2.76	20.63	21.51	20.69	443.75	NA	NA	0	NA	no
P11037	Up	F1	NA	70337	70074	1	2	3.79	6.87	2.96	3.25	20.34	21.41	21.33	435.48	NA	NA	1	NA	UtF2
P11037	Up	F1	NA	70337	70074	2	2	3.7	7.15	2.99	2.92	23.36	23.28	21.13	543.82	NA	NA	1	NA	UtF2
P11037	Up	F1	NA	70337	70074	3	1	3.67	7.07	3	3	21.1	23.88	21.21	503.87	NA	NA	1	NA	UtF2
P11037	Up	F1	NA	70337	70074	4	1	3.09	7.32	3.21	3.26	21.27	23.87	23.68	507.71	NA	NA	1	NA	UtF2
P11038	Up	F1	NA	70337	70305	1	1	3.14	5.75	2.47	2.47	16.69	16.53	14.20	275.89	NA	NA	0	NA	no
P11038	Up	F1	NA	70337	70305	2	1	3.63	6.2	2.34	2.48	18.14	17.41	14.94	315.82	NA	NA	0	NA	no
P11038	Up	F1	NA	70337	70305	3	1	3.49	7.17	2.66	2.69	19.46	18.33	19.18	356.70	NA	NA	0	NA	no
P11039	Up	F1	NA	70337	70367	1	1	3.73	6.09	2.19	2.47	22.91	21.43	14.19	490.96	NA	NA	0	NA	no
P11040	Up	F1	NA	70337	70383	1	1	3.06	6.5	2.75	2.81	16.29	19.31	18.07	314.56	NA	NA	0	NA	no
P11040	Up	F1	NA	70337	70383	2	2	4.18	6.95	3.09	3.15	17.92	21.8	21.68	390.66	NA	NA	0	NA	no
P11040	Up	F1	NA	70337	70383	3	1	3.4	6.03	2.36	2.57	16.58	19.88	14.86	329.61	NA	NA	0	NA	no
P11041	Up	F1	NA	70347	70023	1	2	3.19	7.39	2.91	2.84	20.3	22.03	21.25	447.21	NA	NA	0	NA	no
P11041	Up	F1	NA	70347	70023	2	1	3.59	6.73	2.81	3.09	19.56	22.09	19.85	432.08	NA	NA	0	NA	no
P11041	Up	F1	NA	70347	70023	3	1	3.71	6.83	2.8	2.88	21.8	23.39	19.40	509.90	NA	NA	0	NA	no
P11042	Up	F1	NA	70347	70048	1	2	3.15	5.1	1.91	1.59	15.6	15.8	8.93	246.48	NA	NA	0	NA	no
P11042	Up	F1	NA	70347	70048	2	1	4.14	6.51	2.46	2.92	21.61	17.81	17.51	384.87	NA	NA	0	NA	no
P11042	Up	F1	NA	70347	70048	3	1	3.31	5.82	2.64	2.67	18.05	16.83	15.45	303.78	NA	NA	0	NA	no
P11043	Up	F1	NA	70347	70174	1	1	3.38	8.04	3.04	3.31	19.54	21.34	25.53	416.98	NA	NA	1	NA	UtF2
P11043	Up	F1	NA	70347	70174	2	1	3.46	8.02	3.17	3.38	21.38	23.36	26.27	499.44	NA	NA	1	NA	UtF2
P11043	Up	F1	NA	70347	70174	3	1	3.07	6.9	3.14	3.02	21.78	23.34	21.25	508.35	NA	NA	1	NA	UtF2
P11044	Up	F1	NA	70347	70217	1	1	4.08	6.59	2.82	2.76	17.03	17.61	18.39	299.90	NA	NA	0	NA	no
P11044	Up	F1	NA	70347	70217	2	1	2.95	7.15	2.88	2.96	20.38	19.99	20.88	407.40	NA	NA	0	NA	no
P11044	Up	F1	NA	70347	70217	3	2	3.03	5.86	2.7	2.42	17.66	16.24	15.00	286.80	NA	NA	0	NA	no
P11044	Up	F1	NA	70347	70217	4	2	2.84	7.61	2.87	2.97	20.12	21.56	22.22	433.79	NA	NA	0	NA	no
P11045	Up	F1	NA	70367	70023	1	1	3.43	7.5	3.29	3.35	22.21	23.15	24.90	514.16	NA	NA	1	NA	UtF2
P11045	Up	F1	NA	70367	70023	2	2	4.32	7.08	2.96	2.98	21.56	21.05	21.03	453.84	NA	NA	1	NA	UtF2
P11045	Up	F1	NA	70367	70023	3	1	3.52	6.54	2.71	3.05	19.17	18.16	18.84	348.13	NA	NA	1	NA	UtF2
P11046	Up	F1	NA	70367	70347	1	1	4.04	7.31	2.72	2.96	20.91	19.68	20.76	411.51	NA	NA	0	NA	no
P11046	Up	F1	NA	70367	70347	2	2	3.8	7.29	3	3.04	22.42	22.87	22.02	512.75	NA	NA	0	NA	no
P11046	Up	F1	NA	70367	70347	3	1	3.51	7.01	2.95	2.83	20.29	20.71	20.26	420.21	NA	NA	0	NA	no
P11047	Up	F1	NA	70367	70383	1	2	3.94	7.27	3.3	3.36	19.91	23.22	24.21	462.31	NA	NA	1	NA	UtF2
P11047	Up	F1	NA	70367	70383	2	1	3.77	7.45	2.98	2.9	18.1	21.52	21.90	389.51	NA	NA	1	NA	UtF2
P11047	Up	F1	NA	70367	70383	3	2	3.27	6.48	3.1	2.99	19.27	19.66	19.73	378.85	NA	NA	1	NA	UtF2
P11047	Up	F1	NA	70367	70383	4	1	4.02	7.18	2.92	2.91	19.4	21.07	20.93	408.76	NA	NA	1	NA	UtF2
P11048	Up	F1	NA	70367	70410	1	1	3.17	6.36	2.36	2.42	19.37	18.5	15.20	358.35	NA	NA	0	NA	no
P11048	Up	F1	NA	70367	70410	2	1	3.38	7.9	2.88	3.22	24.2	25.08	24.10	606.94	NA	NA	0	NA	no
P11048	Up	F1	NA	70367	70410	3	1	3.86	7.04	2.66	2.77	20.65	20.13	19.11	415.68	NA	NA	0	NA	no
P11049	Up	F1	NA	70383	70023	1	1	3.39	7.48	3.26	3.11	20.52	22.37	23.82	459.03	NA	NA	1	NA	UtF2
P11049	Up	F1	NA	70383	70023	2	2	4.07	7.94	3.2	3.41	22.55	25.48	26.24	574.57	NA	NA	1	NA	UtF2
P11049	Up	F1	NA	70383	70023	3	1	3.61	6.17	2.73	2.84	19.03	21.06	17.18	400.77	NA	NA	1	NA	UtF2
P11050	Up	F1	NA	70383	70048	1	1	2.7	6.87	3.04	2.81	21.2	23.91	20.09	506.89	NA	NA	0	NA	no
P11050	Up	F1	NA	70383	70048	2	1	2.84	5.11	2.52	2.12	20.94	16.42	11.86	343.83	NA	NA	0	NA	no
P11050	Up	F1	NA	70383	70048	3	1	2.68	7.46	3.27	3.24	21.9	24.56	24.28	537.86	NA	NA	0	NA	no
P11050	Up	F1	NA	70383	70048	4	1	2.83	7.32	3.07	3.15	21.95	24.14	22.77	529.87	NA	NA	0	NA	no
P11051	Up	F1	NA	70383	70347	1	1	4.49	7.2	2.87	2.78	20.37	21.59	20.34	439.79	NA	NA	1	NA	UtF2
P11051	Up	F1	NA	70383	70347	2	2	4.65	7.22	3	3.12	20.11	23.06	22.09	463.74	NA	NA	1	NA	UtF2
P11051	Up	F1	NA	70383	70347	3	1	3.9	7.27	3.07	3.19	20.41	22.08	22.76	450.65	NA	NA	1	NA	UtF2
P11052	Up	F1	NA	70383	70410	1	1	3.22	6.73	2.63	2.87	19.27	20.17	18.51	388.68	NA	NA	0	NA	no
P11052	Up	F1	NA	70383	70410	2	1	3.17	6.62	2.9	3.02	21.15	22.87	19.60	483.70	NA	NA	0	NA	no
P11052	Up	F1	NA	70383	70410	3	1	3.36	7.01	2.88	3.21	21.98	23.84	21.35	524.00	NA	NA	0	NA	no
P11053	Up	F1	NA	70390	70111	1	1	3.04	7.16	2.9	3.05	19.56	21.67	21.30	423.87	NA	NA	0	NA	no
P11053	Up	F1	NA	70390	70111	2	1	3.21	6.62	3.04	3.11	19.93	21.12	20.36	420.92	NA	NA	0	NA	no
P11053	Up	F1	NA	70390	70111	3	1	2.43	6.32	2.8	2.77	16.03	17.83	17.60	285.81	NA	NA	0	NA	no
P11054	Up	F1	NA	70390	70268	1	1	3.71	6.38	2.66	2.92	18.33	18.38	17.80	336.91	NA	NA	0	NA	no
P11054	Up	F1	NA	70390	70268	2	1	4.08	7.06	2.85	3.07	18.11	18.52	20.90	335.40	NA	NA	0	NA	no
P11054	Up	F1	NA	70390	70268	3	1	3.79	6.19	2.39	2.74	17.46	17.79	15.88	310.61	NA	NA	0	NA	no
P11055	Up	F1	NA	70390	70337	1	1	2.65	6.19	3.01	2.87	17.17	17.52	18.20	300.82	NA	NA	0	NA	no
P11055	Up	F1	NA	70390	70337	2	1	3.04	6.39	2.81	3.06	18.95	18.22	18.75	345.27	NA	NA	0	NA	no
P11055	Up	F1	NA	70390	70337	3	1	3.1	6.12	2.75	2.63	17.99	16.52	16.46	297.19	NA	NA	0	NA	no
P11055	Up	F1	NA	70390	70337	4	1	3.54	6.15	2.63	2.55	17.57	18.9	15.93	332.07	NA	NA	0	NA	no
P11056	Up	F1	NA	70390	70406	1	2	4.31	7.71	3.11	3.37	22.4	24.57	24.98	550.37	NA	NA	1	NA	UtF2
P11056	Up	F1	NA	70390	70406	2	2	3.67	6.85	3.12	2.92	18.23	23.2	20.69	422.94	NA	NA	1	NA	UtF2
P11056	Up	F1	NA	70390	70406	3	2	3.24	7.66	3.5	3.48	21.96	23.43	26.73	514.52	NA	NA	1	NA	UtF2
P11057	Up	F1	NA	70406	70074	1	2	4.35	7.74	3.27	3.25	24.14	25.44	25.23	614.12	NA	NA	0	NA	no
P11057	Up	F1	NA	70406	70074	2	2	4.39	8.03	3.12	3.13	25.15	26.48	25.09	665.97	NA	NA	0	NA	no
P11057	Up	F1	NA	70406	70074	3	1	4.12	6.81	2.76	2.88	21.49	22.55	19.20	484.60	NA	NA	0	NA	no
P11057	Up	F1	NA	70406	70074	4	1	4.07	5.72	2.32	2.41	19.42	18.45	13.53	358.30	NA	NA	0	NA	no
P11058	Up	F1	NA	70406	70268	1	1	3.29	7.39	3.08	2.8	18.35	18.6	21.73	341.31	NA	NA	1	NA	UtF2
P11058	Up	F1	NA	70406	70268	2	2	3.67	6.91	2.66	2.98	19.73	19.55	19.49	385.72	NA	NA	1	NA	UtF2
P11058	Up	F1	NA	70406	70268	3	1	3.23	7.16	3.02	3.31	20.26	19.73	22.66	399.73	NA	NA	1	NA	UtF2
P11059	Up	F1	NA	70406	70305	1	2	3.8	7.69	3.01	2.93	26.62	29.02	22.84	772.51	NA	NA	0	NA	no
P11059	Up	F1	NA	70406	70305	2	2	4.4	7.09	2.82	3	24.57	27.69	20.63	680.34	NA	NA	0	NA	no
P11059	Up	F1	NA	70406	70305	3	1	3.57	5.38	2.17	2.24	19.22	18.5	11.86	355.57	NA	NA	0	NA	no
P11059	Up	F1	NA	70406	70305	4	1	4.09	7.09	3.17	3.13	23.37	23.36	22.33	545.92	NA	NA	0	NA	no
P11060	Up	F1	NA	70406	70337	1	1	3.67	7.03	3.32	3.36	19.57	22.31	23.48	436.61	NA	NA	1	NA	UtF2
P11060	Up	F1	NA	70406	70337	2	1	3.64	7.43	2.99	3.1	19.19	22.85	22.62	438.49	NA	NA	1	NA	UtF2
P11060	Up	F1	NA	70406	70337	3	1	3.78	7.13	2.98	2.97	20.4	22.15	21.21	451.86	NA	NA	1	NA	UtF2
P11061	Up	F1	NA	70410	70023	1	1	3.98	6.01	2.42	2.15	18.57	18.35	13.73	340.76	NA	NA	0	NA	no
P11061	Up	F1	NA	70410	70023	2	1	3.99	6.86	2.87	2.84	21.17	20.38	19.59	431.44	NA	NA	0	NA	no
P11061	Up	F1	NA	70410	70023	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	no
P11062	Up	F1	NA	70410	70048	1	2	2.99	5.95	2.22	2.41	23.81	22.26	13.77	530.01	NA	NA	0	NA	no
P11062	Up	F1	NA	70410	70048	2	1	2.75	6.43	2.66	2.65	21.46	21.79	17.07	467.61	NA	NA	0	NA	no
P11062	Up	F1	NA	70410	70048	3	2	2.81	6.34	2.63	2.71	22.33	21.41	16.93	478.09	NA	NA	0	NA	no
P11063	Up	F1	NA	70410	70174	1	2	3.58	6.28	2.42	2.26	19.3	20.5	14.70	395.65	NA	NA	0	NA	no
P11063	Up	F1	NA	70410	70174	2	2	3.73	6.34	2.72	2.58	20.64	20.73	16.80	427.87	NA	NA	0	NA	no
P11063	Up	F1	NA	70410	70174	3	1	3.24	6.4	2.79	2.85	21.1	20.94	18.05	441.83	NA	NA	0	NA	no
P11063	Up	F1	NA	70410	70174	4	1	3.38	6.04	2.52	2.72	17.96	18.96	15.82	340.52	NA	NA	0	NA	no
P11064	Up	F1	NA	70410	70347	1	1	3.52	6.09	2.58	2.25	19.32	18.08	14.71	349.31	NA	NA	0	NA	no
P11064	Up	F1	NA	70410	70347	2	1	2.97	6.36	2.65	2.67	17.16	17.6	16.92	302.02	NA	NA	0	NA	no
P11064	Up	F1	NA	70410	70347	3	1	3.19	7.61	2.86	3.12	19.95	19.47	22.75	388.43	NA	NA	0	NA	no
P11064	Up	F1	NA	70410	70347	4	1	3.41	7.9	3.08	3.18	24.36	23.13	24.73	563.45	NA	NA	0	NA	no
70P22001	Down	F2	NA	P21017	P21038	1	1	3.86	5.83	2.53	2.40	17.48	16.80	14.37	293.66	NA	NA	0	NA	no
70P22001	Down	F2	NA	P21017	P21038	2	1	3.54	6.23	2.86	2.87	17.24	18.63	17.85	321.18	NA	NA	0	NA	no
70P22001	Down	F2	NA	P21017	P21038	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	no
70P22002	Down	F2	NA	P21010	P21020	1	2	3.21	6.55	2.29	2.49	18.30	18.37	15.65	336.17	NA	NA	1	NA	DtF3
70P22002	Down	F2	NA	P21010	P21020	2	2	3.49	5.33	2.00	2.19	17.20	19.01	11.17	326.97	NA	NA	1	NA	DtF3
70P22002	Down	F2	NA	P21010	P21020	3	1	3.17	5.63	2.52	2.36	15.09	16.90	13.74	255.02	NA	NA	1	NA	DtF3
70P22003	Down	F2	NA	P21017	P21035	1	1	3.35	6.28	2.94	2.73	23.40	22.85	17.80	534.69	NA	NA	0	NA	no
70P22003	Down	F2	NA	P21017	P21035	2	1	3.54	6.79	2.68	2.81	22.26	22.89	18.64	509.53	NA	NA	0	NA	no
70P22003	Down	F2	NA	P21017	P21035	3	1	2.56	6.56	2.81	2.68	21.52	20.73	18.01	446.11	NA	NA	0	NA	no
70P22004	Down	F2	NA	P21010	P21024	1	2	3.02	5.48	2.24	2.14	17.10	18.31	12.00	313.10	NA	NA	0	NA	no
70P22004	Down	F2	NA	P21010	P21024	2	1	4.26	8.24	3.13	3.30	20.18	24.37	26.49	491.79	NA	NA	0	NA	no
70P22004	Down	F2	NA	P21010	P21024	3	1	3.18	7.00	2.93	2.88	19.04	22.14	20.34	421.55	NA	NA	0	NA	no
70P22005	Down	F2	NA	P21010	P21019	1	1	3.69	5.69	2.33	2.33	16.97	15.95	13.26	270.67	NA	NA	0	NA	no
70P22005	Down	F2	NA	P21010	P21019	2	1	4.22	6.95	2.44	2.46	20.39	20.35	17.03	414.94	NA	NA	0	NA	no
70P22005	Down	F2	NA	P21010	P21019	3	1	3.64	6.04	1.98	2.31	17.05	17.71	12.96	301.96	NA	NA	0	NA	no
70P22006	Down	F2	NA	P21019	P21048	1	1	3.51	6.75	3.02	2.95	15.92	16.96	20.15	270.00	NA	NA	0	NA	no
70P22006	Down	F2	NA	P21019	P21048	2	1	3.71	6.38	2.61	2.69	15.62	16.89	16.91	263.82	NA	NA	0	NA	no
70P22006	Down	F2	NA	P21019	P21048	3	1	3.71	5.48	2.18	2.17	13.96	16.23	11.92	226.57	NA	NA	0	NA	no
70P22007	Down	F2	NA	P21017	P21044	1	1	3.02	7.10	2.38	2.41	19.95	22.11	17.00	441.09	NA	NA	0	NA	no
70P22007	Down	F2	NA	P21017	P21044	2	2	2.73	5.40	2.16	2.01	19.51	19.24	11.26	375.37	NA	NA	0	NA	no
70P22007	Down	F2	NA	P21017	P21044	3	1	2.97	6.77	2.58	2.63	19.43	19.70	17.64	382.77	NA	NA	0	NA	no
70P22008	Down	F2	NA	P21019	P21052	1	1	3.12	5.73	2.44	2.58	18.87	20.34	14.38	383.82	NA	NA	0	NA	no
70P22008	Down	F2	NA	P21019	P21052	2	1	3.58	6.50	2.37	2.51	18.79	19.20	15.86	360.77	NA	NA	0	NA	no
70P22008	Down	F2	NA	P21019	P21052	3	1	3.17	6.82	2.88	2.97	21.58	22.46	19.95	484.69	NA	NA	0	NA	no
70P22009	Down	F2	NA	P21019	P21051	1	1	3.57	6.25	2.81	2.63	17.91	19.63	17.00	351.57	NA	NA	0	NA	no
70P22009	Down	F2	NA	P21019	P21051	2	2	3.36	6.27	2.66	2.77	18.95	21.24	17.02	402.50	NA	NA	0	NA	no
70P22009	Down	F2	NA	P21019	P21051	3	2	3.39	6.66	2.96	2.85	19.26	20.40	19.35	392.90	NA	NA	0	NA	no
70P22010A	Down	F2	NA	P21020	P21030	1	2	3.12	5.85	2.47	2.29	19.81	20.16	13.92	399.37	NA	NA	1	NA	DtF3
70P22010A	Down	F2	NA	P21020	P21030	2	1	2.67	5.77	2.33	2.36	20.44	20.77	13.53	424.54	NA	NA	1	NA	DtF3
70P22010A	Down	F2	NA	P21020	P21030	3	2	2.83	5.26	2.30	2.32	21.82	21.59	12.15	471.09	NA	NA	1	NA	DtF3
70P22010B	Down	F2	NA	P21020	P21030	1	1	3.11	6.43	2.69	2.53	18.93	19.25	16.78	364.40	NA	NA	0	NA	no
70P22010B	Down	F2	NA	P21020	P21030	2	2	3.00	5.46	2.34	2.37	19.11	18.02	12.86	344.36	NA	NA	0	NA	no
70P22010B	Down	F2	NA	P21020	P21030	3	1	3.46	5.60	2.38	2.47	17.18	17.83	13.58	306.32	NA	NA	0	NA	no
70P22011	Down	F2	NA	P21010	P21057	1	1	3.68	6.15	2.56	2.45	18.41	19.13	15.41	352.18	NA	NA	0	NA	no
70P22011	Down	F2	NA	P21010	P21057	2	2	3.79	6.40	2.75	2.88	23.01	22.25	18.02	511.97	NA	NA	0	NA	no
70P22011	Down	F2	NA	P21010	P21057	3	1	4.01	6.13	2.41	2.99	23.32	23.52	16.55	548.49	NA	NA	0	NA	no
70P22012	Down	F2	NA	P21017	P21061	1	2	3.31	6.28	2.27	2.13	18.44	18.55	13.82	342.06	NA	NA	1	NA	DtF3
70P22012	Down	F2	NA	P21017	P21061	2	1	3.07	5.98	1.84	1.82	14.94	15.15	10.94	226.34	NA	NA	1	NA	DtF3
70P22012	Down	F2	NA	P21017	P21061	3	1	3.33	6.16	2.31	2.30	17.59	17.95	14.20	315.74	NA	NA	1	NA	DtF3
70P22013	Down	F2	NA	P21038	P21024	1	2	3.06	6.00	2.55	2.23	17.86	19.97	14.34	356.66	NA	NA	1	NA	DtF3
70P22013	Down	F2	NA	P21038	P21024	2	1	2.67	5.73	2.47	2.60	18.37	20.03	14.53	367.95	NA	NA	1	NA	DtF3
70P22013	Down	F2	NA	P21038	P21024	3	1	3.08	4.60	2.01	2.01	15.53	14.60	9.25	226.74	NA	NA	1	NA	DtF3
70P22014	Down	F2	NA	P21044	P21048	1	1	4.04	6.45	2.54	2.57	19.50	20.06	16.48	391.17	NA	NA	0	NA	no
70P22014	Down	F2	NA	P21044	P21048	2	2	3.90	5.82	2.52	2.42	18.47	17.88	14.38	330.24	NA	NA	0	NA	no
70P22014	Down	F2	NA	P21044	P21048	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	no
70P22015	Down	F2	NA	P21038	P21057	1	1	2.87	5.98	2.38	2.49	17.03	18.04	14.56	307.22	NA	NA	0	NA	no
70P22015	Down	F2	NA	P21038	P21057	2	1	3.21	5.71	2.45	2.36	17.66	17.68	13.73	312.23	NA	NA	0	NA	no
70P22015	Down	F2	NA	P21038	P21057	3	2	2.92	6.65	2.57	3.08	20.92	21.15	18.79	442.46	NA	NA	0	NA	no
70P22016	Down	F2	NA	P21039	P21017	1	2	2.36	5.33	2.09	1.96	17.96	19.62	10.79	352.38	NA	NA	0	NA	no
70P22016	Down	F2	NA	P21039	P21017	2	1	2.33	6.38	2.49	2.47	17.90	18.36	15.82	328.64	NA	NA	0	NA	no
70P22016	Down	F2	NA	P21039	P21017	3	1	2.84	7.02	2.47	2.66	17.13	19.81	18.01	339.35	NA	NA	0	NA	no
70P22017	Down	F2	NA	P21039	P21048	1	1	3.57	5.29	2.04	1.94	18.05	18.28	10.53	329.95	NA	NA	1	NA	DtF3
70P22017	Down	F2	NA	P21039	P21048	2	1	2.90	6.23	2.50	2.60	18.79	18.25	15.89	342.92	NA	NA	1	NA	DtF3
70P22017	Down	F2	NA	P21039	P21048	3	1	2.66	5.04	2.14	2.30	19.46	16.09	11.19	313.11	NA	NA	1	NA	DtF3
70P22018	Down	F2	NA	P21038	P21061	1	2	2.96	5.56	2.64	2.30	15.23	15.32	13.73	233.32	NA	NA	1	NA	DtF3
70P22018	Down	F2	NA	P21038	P21061	2	1	2.61	5.84	2.61	2.68	15.22	15.34	15.45	233.47	NA	NA	1	NA	DtF3
70P22018	Down	F2	NA	P21038	P21061	3	1	3.58	5.05	2.24	2.20	15.46	15.00	11.21	231.90	NA	NA	1	NA	DtF3
70P22019	Down	F2	NA	P21030	P21048	1	1	3.44	7.20	3.15	2.87	21.29	23.63	21.67	503.08	NA	NA	0	NA	no
70P22019	Down	F2	NA	P21030	P21048	2	1	3.89	6.48	2.70	2.92	19.95	21.50	18.21	428.93	NA	NA	0	NA	no
70P22019	Down	F2	NA	P21030	P21048	3	1	3.75	6.72	2.54	2.07	19.31	20.25	15.49	391.03	NA	NA	0	NA	no
70P22020	Down	F2	NA	P21020	P21035	1	1	2.58	5.74	2.28	2.30	16.69	16.68	13.14	278.39	NA	NA	1	NA	DtF3
70P22020	Down	F2	NA	P21020	P21035	2	2	3.06	5.10	1.82	1.91	19.10	18.53	9.51	353.92	NA	NA	1	NA	DtF3
70P22020	Down	F2	NA	P21020	P21035	3	1	2.87	6.63	2.59	2.85	19.42	20.38	18.03	395.78	NA	NA	1	NA	DtF3
